Afrika	África
Italų kalba	Idioma italiano
Čihuahua (šuo)	Chihuahueño (perro)
Neonas	Neón
Čihuahua (valstija)	Chihuahua
Sankt Peterburgas	San Petersburgo
Čadas	Chad
Natris	Sodio
Šiaurė	Norte
Magnis	Magnesio
Aliuminis	Aluminio
Naujoji Zelandija	Nueva Zelanda
Pietūs	Sur
Indija	India
Silicis	Silicio
Francis	Francio
Tuvalu	Tuvalu
One Piece	One Piece
Fosforas	Fósforo
André-Marie Ampère	André-Marie Ampère
Proza	Prosa
Geležis	Hierro
Tonga	Tonga
Vakarai (pasaulio kryptis)	Oeste
Alessandro Volta	Alessandro Volta
Siera	Azufre
Samoa	Samoa
Rytai	Este
Saliamono Salos	Islas Salomón
Vanuatu	Vanuatu
Molière	Molière
Chloras	Cloro
Bastille	Bastille
Delftas	Delft
Papua Naujoji Gvinėja	Papúa Nueva Guinea
William Shakespeare	William Shakespeare
Pasakėčia	Fábula
Pietų Olandija	Holanda Meridional
Palau	Palaos
Argonas	Argón
Nauru	Nauru
Mozilla Firefox	Mozilla Firefox
Pasaka	Cuento de hadas
Šiaurės Olandija	Holanda Septentrional
Mikronezijos Federacinės Valstijos	Estados Federados de Micronesia
Kalis	Potasio
Olympique Lyonnais	Olympique de Lyon
Zelandijos provincija (Nyderlandai)	Zelanda
Kalcis	Calcio
Flevolandas	Flevolanda
Švinas	Plomo
Maršalo Salos	Islas Marshall
Kiribatis	Kiribati
Mongolija	Mongolia
Fidžis	Fiyi
Skandis	Escandio
Heilbronas	Heilbronn
Titanas	Titanio
Venesuela	Venezuela
Šachmatai	Ajedrez
Čingischanas	Gengis Kan
Vanadis	Vanadio
Meinas	Maine
Chromas	Cromo
Arklys	Equus ferus caballus
Amsterdamas	Ámsterdam
Ginklas	Arma
Gyvūnai	Animalia
Surinamas	Surinam
Manganas	Manganeso
Paragvajus	Paraguay
Gajana	Guyana
Menas	Arte
Ekvadoras	Ecuador
Renis	Renio
Kolumbija	Colombia
Kobaltas	Cobalto
Volframas	Wolframio
Nikelis	Níquel
Žemuogė	Fragaria
Budizmas	Budismo
Groningenas	Groninga
Bolivija	Bolivia
Osmis	Osmio
Groningeno provincija	Provincia de Groninga
Varis	Cobre
Trinidadas ir Tobagas	Trinidad y Tobago
Augalai	Plantae
Sent Vinsentas ir Grenadinai	San Vicente y las Granadinas
Cinkas	Cinc
Naujasis Hampšyras	Nuevo Hampshire
Sent Lusija	Santa Lucía
Balstogė	Białystok
Leonardo da Vinci	Leonardo da Vinci
Sent Kitsas ir Nevis	San Cristóbal y Nieves
Grybai	Fungi
Jamaika	Jamaica
Stephane Mallarmé	Stéphane Mallarmé
Grenada	Granada (país)
Fryzija	Frisia
Masačusetsas	Massachusetts
Drentė	Drente
Overeiselis	Overijssel
Gvatemala	Guatemala
Gelderlandas	Güeldres
Utrechto provincija	Provincia de Utrecht
Google Chrome	Google Chrome
Bahamos	Bahamas
Konektikutas	Connecticut
Višta	Gallus gallus domesticus
Antigva ir Barbuda	Antigua y Barbuda
Havajai	Hawái
Hondūras	Honduras
Dominika	Dominica
Džersis	Jersey
Dominikos Respublika	República Dominicana
Kiaulė	Sus scrofa domestica
Arkties vandenynas	Océano Ártico
Haitis	Haití
Taumatawhakatangihangakoauauotamateaturipukakapikimaungahoronukupokaiwhenuakitanatahu	Taumatawhakatangihangakoauauotamateaturipukakapikimaungahoronukupokaiwhenuakitanatahu
Salvadoras	El Salvador
Zvolė	Zwolle
Iranas	Irán
Irakas	Irak
Aliaska	Alaska
Asenas	Assen
Išmintis	Sabiduría
Kosta Rika	Costa Rica
Izraelis	Israel
Naujasis Sončas	Nowy Sącz
Utrechtas	Utrecht
Panama	Panamá
Jemenas	Yemen
Lozana	Lausana
Virusai	Virus
Lenkų kalba	Idioma polaco
Jordanija	Jordania
Nikaragva	Nicaragua
Florida	Florida
Kirgizija	Kirguistán
Arizona	Arizona
Kuveitas	Kuwait
Floridos provincija	Provincia Florida
Laosas	Laos
Libanas	Líbano
Oregonas	Oregón
Maldyvai	Maldivas
Amerika	América
Juta	Utah
Naminis jautis	Bos primigenius taurus
Malaizija	Malasia
Valė	Cantón del Valais
Michailas Bulgakovas	Mijaíl Bulgákov
Mianmaras	Birmania
Nepalas	Nepal
Omanas	Omán
Pakistanas	Pakistán
Kataras	Catar
Tenisas	Tenis
François Villon	François Villon
MySQL	MySQL
Saudo Arabija	Arabia Saudita
Andrejus Tarkovskis	Andréi Tarkovski
Šri Lanka	Sri Lanka
Josifas Stalinas	Iósif Stalin
Brūkšninis kodas	Código de barras
Sirija	Siria
Platonas	Platón
Galis	Galio
Josifas Brodskis	Joseph Brodsky
Tadžikija	Tayikistán
Pokemon	Pokémon
Taivanas	República de China
YouTube	YouTube
Germanis	Germanio
Aristotelis	Aristóteles
Tailandas	Tailandia
Traukinys	Tren
Arsenas	Arsénico
Radijas	Radiocomunicación
Meryl Streep	Meryl Streep
Turkmėnija	Turkmenistán
Abakanas	Abakán
Selenas	Selenio
Iridis	Iridio
Jungtiniai Arabų Emyratai	Emiratos Árabes Unidos
Bromas	Bromo
Platina	Platino
Vietnamas	Vietnam
Charlie Chaplin	Charles Chaplin
Novosibirskas	Novosibirsk
Pietų Korėja	Corea del Sur
Juzefas Pilsudskis	Józef Piłsudski
Simpsonai	Los Simpson
Jekaterinburgas	Ekaterimburgo
Kriptonas	Kriptón
Afganistanas	Afganistán
Gangnam Style	Gangnam Style
Žemutinis Naugardas	Nizhni Nóvgorod
John Ronald Reuel Tolkien	J. R. R. Tolkien
Limonadas	Limonada
Samara	Samara
Rubidis	Rubidio
Auksas	Oro
Omskas	Omsk
Sueco kanalas	Canal de Suez
Kazanė	Kazán
Mokslininkas	Científico
Bangladešas	Bangladés
Erta Alė	Erta Ale
Bleach (anime)	Bleach
Franz Kafka	Franz Kafka
Čeliabinskas	Cheliábinsk
Rostovas prie Dono	Rostov del Don
Jorge Luis Borges	Jorge Luis Borges
Ufa	Ufá
Malis	Malí
Sokratas	Sócrates
Volgogradas	Volgogrado
Angola	Angola
Permė	Perm
Butanas	Bután
Twitter	Twitter
Krasnojarskas	Krasnoyarsk
Brunėjus	Brunéi
Bračas	Brač
Tanzanija	Tanzania
Gyvsidabris	Mercurio (elemento)
Roald Amundsen	Roald Amundsen
Harry Mulisch	Harry Mulisch
Filipinai	Filipinas
Centrinės Afrikos Respublika	República Centroafricana
Talis (elementas)	Talio
Pietų ašigalis	Polo Sur
Šiaurės ašigalis	Polo Norte
Izaokas Niutonas	Isaac Newton
OpenStreetMap	OpenStreetMap
Albert Einstein	Albert Einstein
Stroncis	Estroncio
Narkotikai	Narcótico
Itris	Itrio
Bismutas	Bismuto
Geltona	Amarillo
Kvantinė mechanika	Mecánica cuántica
Togas	Togo
Donald Tusk	Donald Tusk
Tunisas	Túnez
Zambija	Zambia
Zimbabvė	Zimbabue
Pekinas	Pekín
Pietų Sudanas	Sudán del Sur
Vladivostokas	Vladivostok
Tuva	Tuvá
Beninas	Benín
Botsvana	Botsuana
Vikinaujienos	Wikinoticias
Burkina Fasas	Burkina Faso
Burundis	Burundi
Komorai	Comoras
Kongo Respublika	República del Congo
Alkmaras	Alkmaar
Obė	Río Obi
Kongo Demokratinė Respublika	República Democrática del Congo
San Antonijus	San Antonio (Texas)
Tomskas	Tomsk
Džibutis	Yibuti
Memas	Meme
Polonis	Polonio
Bavarija	Baviera
Pusiaujo Gvinėja	Guinea Ecuatorial
Badenas-Viurtembergas	Baden-Wurtemberg
Eritrėja	Eritrea
Naujasis Delis	Nueva Delhi
Almelas	Almelo
Jonas Paulius II	Juan Pablo II
Fiodoras Dostojevskis	Fiódor Dostoyevski
Amersfortas	Amersfoort
Kamčiatkos pusiasalis	Península de Kamchatka
Tbilisis	Tiflis
Andrejus Sacharovas	Andréi Sájarov
Astatis	Ástato
Gabonas	Gabón
Mohandas Gandhi	Mahatma Gandhi
Čiukčių pusiasalis	Península de Chukchi
Solidarumas	Solidarność
Komiksas	Historieta
Gambija	Gambia
Gvinėja	Guinea
Bisau Gvinėja	Guinea-Bisáu
Dramblio Kaulo Krantas	Costa de Marfil
Kamerūnas	Camerún
Mariboras	Máribor
Žaliasis Kyšulys	Cabo Verde
Celė (Slovėnija)	Celje
Lesotas	Lesoto
Liberija	Liberia
Koperis	Koper
Libija	Libia
Achenas	Aquisgrán
Nova Gorica	Nova Gorica
Madagaskaras	Madagascar
Malavis	Malaui
Kranis	Kranj
Štutgartas	Stuttgart
Triglavas	Triglav
Mauritanija	Mauritania
Lenkai	Pueblo polaco
Mauricijus	Mauricio
Marokas	Marruecos
Mozambikas	Mozambique
Namibija	Namibia
France Prešeren	France Prešeren
Nigeris	Níger
Nigerija	Nigeria
Bylis	Biel/Bienne
Charles Darwin	Charles Darwin
Uganda	Uganda
Ruanda	Ruanda
Cirkonis	Circonio
San Tomė ir Prinsipė	Santo Tomé y Príncipe
Karlsrūjė	Karlsruhe
Senegalas	Senegal
Seišeliai	Seychelles
Carl von Linné	Carlos Linneo
Siera Leonė	Sierra Leona
Somalis	Somalia
Niobis	Niobio
Džavaharlalis Nehru	Sri Pandit Jawaharlal Nehru
Gajus Julijus Cezaris	Julio César
Sudanas	Sudán
Svazilandas	Suazilandia
Ivan Regen	Ivan Regen
Vaivorykštė	Arco iris
Molibdenas	Molibdeno
Technecis	Tecnecio
Hamburgas	Hamburgo
Metabolizmas	Metabolismo
Narendra Modi	Narendra Modi
Imuninė sistema	Sistema inmunitario
Gudžaratas	Guyarat
Ontarijo ežeras	Lago Ontario
Evoliucija	Evolución biológica
Jungtinių Tautų Organizacija	Organización de las Naciones Unidas
Aukštutinis ežeras	Lago Superior
Dantė	Dante Alighieri
Geologija	Geología
Ahmadabadas	Ahmedabad
Geografija	Geografía
Širdis	Corazón
Galvos smegenys	Cerebro
Oda	Piel
Spalva	Color
Salernas	Salerno
Daiktavardis	Sustantivo
Praha	Praga
Rutenis	Rutenio
Rodis	Rodio
Mėlyna	Azul
Paladis	Paladio
Sidabras	Plata
Kadmis	Cadmio
Limburgo provincija (Nyderlandai)	Limburgo (Países Bajos)
Indis	Indio (elemento)
Limburgo provincija (Belgija)	Provincia de Limburgo (Bélgica)
Alavas	Estaño
Uranas (chemija)	Uranio
Stibis	Antimonio
Telūras	Telurio
Šiaurės Brabantas	Brabante Septentrional
Plutonis	Plutonio
Jodas	Yodo
Neptūnis	Neptunio
Ksenonas	Xenón
Anime	Anime
Cezis	Cesio
Protaktinis	Protactinio
Elektros krūvis	Carga eléctrica
Baris	Bario
Vakarų Flandrijos provincija	Provincia de Flandes Occidental
Rytų Flandrijos provincija	Provincia de Flandes Oriental
Toris	Torio
Antverpeno provincija	Provincia de Amberes
Flamandų Brabanto provincija	Brabante Flamenco
Hafnis	Hafnio
Aktinis	Actinio
Valonų Brabanto provincija	Provincia del Brabante Valón
Tantalas	Tantalio
Bill Clinton	Bill Clinton
Namiūro provincija	Provincia de Namur
Liuksemburgo provincija	Provincia de Luxemburgo
Lježo provincija	Provincia de Lieja
Radis	Radio (elemento)
Heno provincija	Provincia de Henao
Izerlonas	Iserlohn
Alenas (ŠRV)	Ahlen
Radonas	Radón
Lotaringija	Lorena (Francia)
Elzasas	Alsacia
Jean-Philippe Rameau	Jean-Philippe Rameau
Indira Gandhi	Indira Gandhi
Merkurijus (mitologija)	Mercurio (mitología)
Hector Berlioz	Hector Berlioz
Overnė	Auvernia
Busto Arsicijus	Busto Arsizio
Mumbajus	Bombay
Tarptautinė lengvosios atletikos federacija	Asociación Internacional de Federaciones de Atletismo
Andhra Pradešas	Andhra Pradesh
Arunačal Pradešas	Arunachal Pradesh
Asamas	Assam
Biharas	Bihar
Mičiganas	Míchigan
Čhatisgarhas	Chhattisgarh
Mičigano ežeras	Lago Míchigan
Goa	Goa
Burgundija	Borgoña
Harjana	Haryana
Himačal Pradešas	Himachal Pradesh
Maurice Ravel	Maurice Ravel
Akvitanija	Aquitania
Džamu ir Kašmyras	Jammu y Cachemira
Puerto Rikas	Puerto Rico
Džharkhandas	Jharkhand
Karnataka	Karnataka
Kerala	Kerala
Madhja Pradešas	Madhya Pradesh
Usain Bolt	Usain Bolt
Limuzenas	Lemosín
Maharaštra	Maharastra
Manipuras	Manipur
Šlėzvigas-Holšteinas	Schleswig-Holstein
Meghalaja	Megalaya
Meklenburgas-Pomeranija	Mecklemburgo-Pomerania Occidental
Žemutinė Saksonija	Baja Sajonia
Šiaurės Reinas-Vestfalija	Renania del Norte-Westfalia
Hesenas	Hesse
Reino kraštas-Pfalcas	Renania-Palatinado
Saro kraštas	Sarre
Saksonija	Sajonia
John Lennon	John Lennon
Ilinojus	Illinois
Tiuringija	Turingia
Saksonija-Anhaltas	Sajonia-Anhalt
Šiaurės Dakota	Dakota del Norte
Brandenburgas	Brandeburgo
Brėmenas (žemė)	Bremen (estado)
Lombardija	Lombardía
Pietų Dakota	Dakota del Sur
Montana	Montana
Vajomingas	Wyoming
Straight edge	Straight edge
Pjemontas	Piamonte
Jeruzalė	Jerusalén
Giorgio Napolitano	Giorgio Napolitano
Aidahas	Idaho
Aostos slėnis	Valle de Aosta
Vašingtonas (valstija)	Washington (estado)
Carlo Azeglio Ciampi	Carlo Azeglio Ciampi
Bruce Springsteen	Bruce Springsteen
Rezerfordis	Rutherfordio
Nevada	Nevada
Oscar Luigi Scalfaro	Oscar Luigi Scalfaro
Donas	Río Don
Francesco Cossiga	Francesco Cossiga
Dubnis	Dubnio
Alessandro Pertini	Sandro Pertini
Syborgis	Seaborgio
Giovanni Leone	Giovanni Leone
Trentinas-Alto Adidžė	Trentino-Alto Adigio
Giuseppe Saragat	Giuseppe Saragat
Indijos vandenynas	Océano Índico
Antonio Segni	Antonio Segni
Giovanni Gronchi	Giovanni Gronchi
Luigi Einaudi	Luigi Einaudi
Venetas	Véneto
Enrico De Nicola	Enrico De Nicola
Kosovas	Kosovo
Karibų jūra	Mar Caribe
Boris	Bohrio
Friulis-Venecija Džulija	Friuli-Venecia Julia
Hasis	Hassio
Ban Ki Munas	Ban Ki-moon
Kofis Ananas	Kofi Annan
Ligūrija	Liguria
Meitneris	Meitnerio
Koloradas (valstija)	Colorado
Emilija-Romanija	Emilia-Romaña
Koloradas (upė JAV ir Meksikoje)	Río Colorado
Darmštatis	Darmstadio
Frederikas Šopenas	Frédéric Chopin
Peninų Alpės	Alpes peninos
Rentgenis	Roentgenio
Toskana	Toscana
Leponto Alpės	Alpes Lepontinos
Leonard Cohen	Leonard Cohen
Kopernikis	Copernicio
Markė (Italija)	Marcas
Umbrija	Umbría (Italia)
Lacijus	Lacio
Dolomitinės Alpės	Dolomitas
Abrucai	Abruzos
Apeninai	Apeninos
Alpės	Alpes
Jansenizmas	Jansenismo
Karpatai	Montes Cárpatos
