Afrika	África
Rannvro Brusel-Kêr-benn	Región de Bruselas-Capital
Kuba	Cuba
Belize	Belice
Tour Eiffel	Torre Eiffel
Barbados	Barbados
Volkswagen	Volkswagen
Touchennaoueg (urzhiataerezh)	Teclado (informática)
Indonezia	Indonesia
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Ludwig van Beethoven	Ludwig van Beethoven
Turkeg	Idioma turco
Suafrika	Sudáfrica
Jean-François Champollion	Jean-François Champollion
Aljeria	Argelia
Wikimammenn	Wikisource
Ouzbekistan	Uzbekistán
Poznań	Poznań
Tochkent	Taskent
Varsovia	Varsovia
Ìle	Islay
Eurovision	Festival de la Canción de Eurovisión
Modena	Módena
Wiski	Whisky
Gwin	Vino
Dour	Agua
Cognac	Cognac
Lêr	Cuero
Koad	Madera
Teurgn	Tours
Skinwel	Televisión
Reizh	Sexo
Pornografiezh	Pornografía
Islandeg	Idioma islandés
Claude Monet	Claude Monet
Diego Velázquez	Diego Velázquez
Chile	Chile
El Greco	El Greco
Jezuz Nazaret	Jesús de Nazaret
Elvis Presley	Elvis Presley
Sebastián Piñera	Sebastián Piñera
Galileo Galilei	Galileo Galilei
Merc'her (planedenn)	Mercurio (planeta)
Istor	Historia
Apple	Apple
Gwener (planedenn)	Venus (planeta)
Yezh	Lenguaje
Karantez	Amor
Diktatouriezh	Dictadura
Galaksienn	Galaxia
Yaou (planedenn)	Júpiter (planeta)
Michelle Bachelet	Michelle Bachelet
Hent Sant-Jakez (galaksienn)	Vía Láctea
Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch	Llanfairpwllgwyngyllgogerychwyrndrobwllllantysiliogogogoch
Big Bang	Teoría del Big Bang
Ouran (planedenn)	Urano (planeta)
Nicolas Sarkozy	Nicolas Sarkozy
Emgann Marignano	Batalla de Marignano
Neizhan (planedenn)	Neptuno (planeta)
Steredoniezh	Astronomía
Singapour	Singapur
Skiant	Ciencia
Ploudon (korrblanedenn)	Plutón (planeta enano)
Montreal	Montreal
Poellad frank	Software libre
Kemper	Quimper
La Flèche	La Flèche
Mari, mamm Jezuz	María (madre de Jesús)
Loeiz IX (Bro-C'hall)	Luis IX de Francia
Liechtenstein	Liechtenstein
Sport	Deporte
Cambridge	Cambridge
Park broadel Yellowstone	Parque nacional de Yellowstone
Adolf Hitler	Adolf Hitler
Blanca Kastilha	Blanca de Castilla
Facebook	Facebook
WikiLeaks	WikiLeaks
Brezel-bed kentañ	Primera Guerra Mundial
Eil Brezel-bed	Segunda Guerra Mundial
Köln	Colonia (Alemania)
Augusto Pinochet	Augusto Pinochet
Wikiarroud	Wikiquote
Horolaj	Reloj
Ubuntu	Ubuntu
Skopje	Skopie
Gdynia	Gdynia
Bob Dylan	Bob Dylan
Szczecin	Szczecin
Matematik	Matemáticas
Latin	Latín
Bahrein	Baréin
Armenia	Armenia
Jenna Jameson	Jenna Jameson
Skritur gennheñvel	Escritura cuneiforme
Bozon Higgs	Bosón de Higgs
Serbia	Serbia
Loar	Luna
Istanbul	Estambul
Aostralia	Australia
Bob Marley	Bob Marley
Fizik	Física
Arc'hantina	Argentina
Pellgehenterezhioù	Telecomunicación
Perou	Perú
Bevoniezh	Biología
Nijell dianavez	Objeto volador no identificado
Republik Poblel ha Demokratel Korea	Corea del Norte
Kambodja	Camboya
Gourizad Kuiper	Cinturón de Kuiper
Koran	Corán
Dinosaor	Dinosauria
Loenoniezh	Zoología
Islam	Islam
Levraoueg Aleksandria	Biblioteca de Alejandría
Ljubljana	Liubliana
Salvador Allende	Salvador Allende
Louzawouriezh	Botánica
Lech Wałęsa	Lech Wałęsa
Rod	Rueda
Georges Brassens	Georges Brassens
Peoc'h	Paz
Encyclopædia Britannica	Enciclopedia Británica
Lyon	Lyon
Unaniezh Europa	Unión Europea
Plovdiv	Plovdiv
Star Wars	Star Wars
Rhône-Alpes	Ródano-Alpes
World Wide Web	World Wide Web
Maouez	Mujer
Sofia	Sofía
Ñ	Ñ
Derwal	Derval
Don Quijote de la Mancha	Don Quijote de la Mancha
Barzhoniezh	Poesía
Leziregezh	Pereza
Bombezadennoù atomek Hiroshima ha Nagasaki	Bombardeos atómicos sobre Hiroshima y Nagasaki
Milano	Milán
Arthur Rimbaud	Arthur Rimbaud
Torino	Turín
Kaoc'h	Excremento
Fraezh	Ano
Kazel	Axila
Suraval	Citrus × limon
Charles Baudelaire	Charles Baudelaire
Stendhal	Stendhal
Émile Zola	Émile Zola
666	666
Bleuñv	Flor
Gogol	Gúgol
Vladimir Vysotsky	Vladímir Vysotski
Menez Everest	Monte Everest
Korfadurezh	Anatomía
Kêr	Ciudad
Napoleon Iañ	Napoleón Bonaparte
Olympus Mons	Monte Olimpo (Marte)
Steredenn	Estrella
Vesuvio	Monte Vesubio
Heol	Sol
Oabl	Cielo
Louis Pasteur	Louis Pasteur
Bloavezh-gouloù	Año luz
Victor Hugo	Victor Hugo
Okeania	Oceanía
Giuseppe Garibaldi	Giuseppe Garibaldi
Atleterezh	Atletismo
Koskoriad an Heol	Sistema Solar
Mor Baltel	Mar Báltico
Trieste	Trieste
Stêr Wisła	Vístula
Avenue des Champs-Élysées	Avenida de los Campos Elíseos
Oder	Óder
Hidrogen	Hidrógeno
Patti Smith	Patti Smith
Heliom	Helio
Brigitte Fontaine	Brigitte Fontaine
Ifern	Infierno
Wikimedia Commons	Wikimedia Commons
Angela Merkel	Angela Merkel
Litiom	Litio
Beriliom	Berilio
Levr	Libro
Deiz	Día
Timor ar Reter	Timor Oriental
Noz	Noche
Bloaz	Año
Kantved	Siglo
Łódź	Łódź
Menez Gwenn	Mont Blanc
Roen	Rin
Oslo	Oslo
Bonn	Bonn
Gouel an Hollsent	Día de Todos los Santos
Katowice	Katowice
Toull du	Agujero negro
Luís de Camões	Luís de Camões
Gae	Gay
Keres (korrblanedenn)	Ceres (planeta enano)
Lisbon	Lisboa
Ron	Ródano
Ì Chaluim Chille	Iona
136199 Eris	Eris (planeta enano)
Dubai	Dubái
Lionel Messi	Lionel Messi
Padova	Padua
Bor	Boro
Nicolaus Copernicus	Nicolás Copérnico
Versailhez	Versalles
Karbon	Carbono
Volga	Volga
Nitrogen	Nitrógeno
Bergamo	Bérgamo
Oksigen	Oxígeno
Football Club Internazionale Milano	Inter de Milán
Jean Moulin	Jean Moulin
Neil Young	Neil Young
Planedenn	Planeta
Kleopatra VII	Cleopatra VII
Kate Bush	Kate Bush
Sonerezh	Música
Venezia	Venecia
Naruto	Naruto
Po	Po
Neva	Río Nevá
Roazhon	Rennes
Lille	Lille
Moskov	Moscú
Fluor	Flúor
Italianeg	Idioma italiano
Chihuahua (ki)	Chihuahueño (perro)
Neon	Neón
Chihuahua (stad)	Chihuahua
Sant-Petersbourg	San Petersburgo
Tchad	Chad
Sodiom	Sodio
Norzh	Norte
Magneziom	Magnesio
Aluminiom	Aluminio
Zeland-Nevez	Nueva Zelanda
Lugdunum	Lugdunum
Su	Sur
India	India
Silisiom	Silicio
Frankiom	Francio
Tuvalu	Tuvalu
One Piece	One Piece
Fosfor	Fósforo
André-Marie Ampère	André-Marie Ampère
Komz-plaen	Prosa
Houarn	Hierro
Tonga	Tonga
Kornôg	Oeste
Alessandro Volta	Alessandro Volta
Sulfur	Azufre
Samoa	Samoa
Reter	Este
Inizi Salomon	Islas Salomón
Vanuatu	Vanuatu
Molière	Molière
Klor	Cloro
Delft	Delft
Papoua Ginea-Nevez	Papúa Nueva Guinea
William Shakespeare	William Shakespeare
Fablenn	Fábula
Zuid-Holland	Holanda Meridional
Palau	Palaos
Argon	Argón
Nauru	Nauru
Mozilla Firefox	Mozilla Firefox
Kontadenn	Cuento de hadas
Noord-Holland	Holanda Septentrional
Stadoù Kevreet Mikronezia	Estados Federados de Micronesia
Potasiom	Potasio
Olympique lyonnais	Olympique de Lyon
Zeeland	Zelanda
Kalsiom	Calcio
Flevoland	Flevolanda
Plom	Plomo
Inizi Marshall	Islas Marshall
Kiribati	Kiribati
Mongolia	Mongolia
Fidji	Fiyi
Skandiom	Escandio
Titaniom	Titanio
Venezuela	Venezuela
Echedoù	Ajedrez
Genghis Khan	Gengis Kan
Vanadiom	Vanadio
Maine (stad)	Maine
Krom	Cromo
Marc'h	Equus ferus caballus
Amsterdam	Ámsterdam
Arm	Arma
Loen	Animalia
Surinam	Surinam
Manganez	Manganeso
Paraguay	Paraguay
Guyana	Guyana
Arz	Arte
Ecuador	Ecuador
Reniom	Renio
Croque-monsieur	Croque-monsieur
Kolombia	Colombia
Kobalt	Cobalto
Jean Racine	Jean Racine
Wolfram (tungsten)	Wolframio
Nikel	Níquel
Boudaegezh	Budismo
Groningen (kêr)	Groninga
Bolivia	Bolivia
Osmiom	Osmio
Groningen (proviñs)	Provincia de Groninga
Kouevr	Cobre
Trinidad ha Tobago	Trinidad y Tobago
Plant	Plantae
Sant Visant hag an Inizi Granadinas	San Vicente y las Granadinas
Zink	Cinc
New Hampshire	Nuevo Hampshire
Santez-Lusia (stad)	Santa Lucía
Białystok	Białystok
Leonardo da Vinci	Leonardo da Vinci
Saint Kitts ha Nevis	San Cristóbal y Nieves
Fungi	Fungi
Dario Fo	Dario Fo
Jamaika	Jamaica
Grenada	Granada (país)
Friz	Frisia
Massachusetts	Massachusetts
Drenthe	Drente
Overijssel	Overijssel
Guatemala	Guatemala
Gelderland	Güeldres
Proviñs Utrecht	Provincia de Utrecht
Bahamas	Bahamas
Connecticut	Connecticut
Yar (evn)	Gallus gallus domesticus
Antigua ha Barbuda	Antigua y Barbuda
Hawaii	Hawái
Honduras	Honduras
Dominika	Dominica
Jerzenez	Jersey
Republik Dominikan	República Dominicana
Pemoc'h	Sus scrofa domestica
Meurvor skornek Arktika	Océano Ártico
Republik Haiti	Haití
Taumata­whakatangihanga­koauau­o­tamatea­turi­pukaka­piki­maungah­oronuku­pokai­whenuaki­tanatahu	Taumatawhakatangihangakoauauotamateaturipukakapikimaungahoronukupokaiwhenuakitanatahu
El Salvador	El Salvador
Zwolle	Zwolle
Iran	Irán
Sotoni	Tonto
Irak	Irak
Alaska	Alaska
Assen	Assen
Costa Rica	Costa Rica
Israel	Israel
Utrecht (kêr)	Utrecht
Panamá	Panamá
Yemen	Yemen
Randstad	Randstad
Lausanne	Lausana
Virus	Virus
Poloneg	Idioma polaco
Jordania	Jordania
Nicaragua	Nicaragua
Florida	Florida
Kirgizstan	Kirguistán
Arizona	Arizona
Koweit	Kuwait
Laos	Laos
Liban	Líbano
Oregon	Oregón
Maldivez	Maldivas
Amerika	América
Utah	Utah
Bos taurus	Bos primigenius taurus
Malaysia	Malasia
Valais	Cantón del Valais
Myanmar	Birmania
Nepal	Nepal
Oman	Omán
Pakistan	Pakistán
Katar	Catar
Tennis	Tenis
Arabia Saoudat	Arabia Saudita
Sri Lanka	Sri Lanka
Jozef Stalin	Iósif Stalin
Siria	Siria
Platon	Platón
Galliom	Galio
Iosif Brodskiy	Joseph Brodsky
Tadjikistan	Tayikistán
Pokémon	Pokémon
Republik Sina	República de China
Germaniom	Germanio
Aristoteles	Aristóteles
Thailand	Tailandia
Tren	Tren
Arsenik	Arsénico
Skingomz	Radiocomunicación
Meryl Streep	Meryl Streep
Turkmenistan	Turkmenistán
Seleniom	Selenio
Iridiom	Iridio
Emirelezhioù Arab Unanet	Emiratos Árabes Unidos
Brom	Bromo
Platin	Platino
Viêt Nam	Vietnam
Charlie Chaplin	Charles Chaplin
Novosibirsk	Novosibirsk
Republik Korea	Corea del Sur
Józef Piłsudski	Józef Piłsudski
The Simpsons	Los Simpson
Yekaterinbourg	Ekaterimburgo
Kripton	Kriptón
Afghanistan	Afganistán
Nijniy Novgorod	Nizhni Nóvgorod
John Ronald Reuel Tolkien	J. R. R. Tolkien
Samara (kêr Rusia)	Samara
Rubidiom	Rubidio
Aour	Oro
Omsk	Omsk
Kanol Suez	Canal de Suez
Kazan	Kazán
Bangladesh	Bangladés
Franz Kafka	Franz Kafka
Rostov-an-Don	Rostov del Don
Jorge Luis Borges	Jorge Luis Borges
Oufa (kêr)	Ufá
Mali	Malí
Sokrates	Sócrates
Volgograd	Volgogrado
Angola	Angola
Perm	Perm
Bhoutan	Bután
Twitter	Twitter
Brunei	Brunéi
Brač	Brač
Tanzania	Tanzania
Bevargant	Mercurio (elemento)
Roald Amundsen	Roald Amundsen
Filipinez	Filipinas
Republik Kreizafrikan	República Centroafricana
Talliom	Talio
Pennahel ar Su	Polo Sur
Pennahel an Norzh	Polo Norte
Isaac Newton	Isaac Newton
Albert Einstein	Albert Einstein
Strontiom	Estroncio
Pedro Iañ Brazil	Pedro I de Brasil y IV de Portugal
Itriom	Itrio
Bismut	Bismuto
Melen (liv)	Amarillo
Togo	Togo
Donald Tusk	Donald Tusk
Tunizia	Túnez
Zambia	Zambia
Zimbabwe	Zimbabue
Beijing	Pekín
Soudan ar Su	Sudán del Sur
Vladivostok	Vladivostok
Touva	Tuvá
Benin	Benín
Botswana	Botsuana
Burkina Faso	Burkina Faso
Burundi	Burundi
Komorez	Comoras
Republik Kongo	República del Congo
Alkmaar	Alkmaar
Ob	Río Obi
Republik Demokratel Kongo	República Democrática del Congo
San Antonio (Texas)	San Antonio (Texas)
Tomsk	Tomsk
Djibouti	Yibuti
Poloniom	Polonio
Bavaria	Baviera
Ginea ar C'heheder	Guinea Ecuatorial
Baden-Württemberg	Baden-Wurtemberg
Eritrea	Eritrea
New Delhi	Nueva Delhi
Yann-Baol II	Juan Pablo II
Fyodor Dostoyevskiy	Fiódor Dostoyevski
Amersfoort	Amersfoort
Ledenez Kamtchatka	Península de Kamchatka
Tbilisi	Tiflis
Appingedam	Appingedam
Andrey Sac'harov	Andréi Sájarov
Babig	Bebé
Astat	Ástato
Gabon	Gabón
Mahatma Gandhi	Mahatma Gandhi
Solidarność	Solidarność
Bannoù-treset	Historieta
Gambia	Gambia
Ginea	Guinea
Ginea-Bissau	Guinea-Bisáu
Aod an Olifant	Costa de Marfil
Kameroun	Camerún
Kab Glas	Cabo Verde
Lesotho	Lesoto
Liberia	Liberia
Libia	Libia
Aachen	Aquisgrán
Madagaskar	Madagascar
Malawi	Malaui
Stuttgart	Stuttgart
Maouritania	Mauritania
Maoris	Mauricio
Maroko	Marruecos
Mozambik	Mozambique
Namibia	Namibia
France Prešeren	France Prešeren
Niger	Níger
Nigeria	Nigeria
Biel/Bienne	Biel/Bienne
Charles Darwin	Charles Darwin
Ouganda	Uganda
Rwanda	Ruanda
Zirkoniom	Circonio
São Tomé ha Príncipe	Santo Tomé y Príncipe
Karlsruhe	Karlsruhe
Senegal	Senegal
Sechelez	Seychelles
Carl von Linné	Carlos Linneo
Sierra Leone	Sierra Leona
Somalia	Somalia
Niobiom	Niobio
Jawaharlal Nehru	Sri Pandit Jawaharlal Nehru
Caius Julius Caesar	Julio César
Soudan	Sudán
Swaziland	Suazilandia
Kanevedenn	Arco iris
Molibden	Molibdeno
Teknetiom	Tecnecio
Hamburg	Hamburgo
Metabolegezh	Metabolismo
Narendra Modi	Narendra Modi
Gujarat	Guyarat
Lenn Ontario	Lago Ontario
Alessandro Manzoni	Alessandro Manzoni
Aozadur ar Broadoù Unanet	Organización de las Naciones Unidas
Lenn Superior	Lago Superior
Dante Alighieri	Dante Alighieri
Douarouriezh	Geología
Douaroniezh	Geografía
Kalon	Corazón
Empenn	Cerebro
Kroc'hen	Piel
Liv	Color
Star Trek (heuliadenn orin)	Star Trek: La serie original
Salerno	Salerno
Anv-kadarn	Sustantivo
Praha	Praga
Ruteniom	Rutenio
Rodiom	Rodio
Glas (liv)	Azul
Palladiom	Paladio
Arc'hant (metal)	Plata
Kadmiom	Cadmio
Star Trek	Star Trek
Limburg (Izelvroioù)	Limburgo (Países Bajos)
Indiom	Indio (elemento)
Limbourg (Belgia)	Provincia de Limburgo (Bélgica)
Staen	Estaño
Uraniom	Uranio
Antimon	Antimonio
Telluriom	Telurio
Noord-Brabant	Brabante Septentrional
Plutoniom	Plutonio
Iod	Yodo
Neptuniom	Neptunio
Ksenon	Xenón
Anime	Anime
Keziom	Cesio
Protaktiniom	Protactinio
Bariom	Bario
Proviñs Kornôg-Flandrez	Provincia de Flandes Occidental
Reter-Flandrez	Provincia de Flandes Oriental
Toriom	Torio
Antwerpen (proviñs)	Provincia de Amberes
Brabant Flandrez	Brabante Flamenco
Hafniom	Hafnio
Aktiniom	Actinio
Brabant Wallonia	Provincia del Brabante Valón
Tantalom	Tantalio
Bill Clinton	Bill Clinton
Namur (proviñs)	Provincia de Namur
Luksembourg (proviñs)	Provincia de Luxemburgo
Liège (proviñs)	Provincia de Lieja
Radiom	Radio (elemento)
Hainaut (proviñs)	Provincia de Henao
Radon	Radón
Lorraine (rannvro)	Lorena (Francia)
Elzas	Alsacia
Jean-Philippe Rameau	Jean-Philippe Rameau
Indira Gandhi	Indira Gandhi
Merc'her (doue)	Mercurio (mitología)
Louis Hector Berlioz	Hector Berlioz
Auvergne (rannvro)	Auvernia
Mumbai	Bombay
Andhra Pradesh	Andhra Pradesh
Arunachal Pradesh	Arunachal Pradesh
Asam	Assam
Bihar	Bihar
Michigan	Míchigan
Chhattisgarh	Chhattisgarh
Lenn Michigan	Lago Míchigan
Goa	Goa
Bourgogn (rannvro)	Borgoña
Haryana	Haryana
Himachal Pradesh	Himachal Pradesh
Maurice Ravel	Maurice Ravel
Akitania (rannvro)	Aquitania
Jammu ha Kachmir	Jammu y Cachemira
Puerto Rico	Puerto Rico
Jharkhand	Jharkhand
Karnataka	Karnataka
Kerala	Kerala
Madhya Pradesh	Madhya Pradesh
Usain Bolt	Usain Bolt
Limousin (rannvro)	Lemosín
Maharashtra	Maharastra
Jean-Baptiste Lully	Jean-Baptiste Lully
Manipur	Manipur
Schleswig-Holstein	Schleswig-Holstein
Meghalaya	Megalaya
Mecklenburg-Pomerania ar C'hornaoueg	Mecklemburgo-Pomerania Occidental
Saks-Izel	Baja Sajonia
Nordrhein-Westfalen	Renania del Norte-Westfalia
Hessen	Hesse
Rheinland-Pfalz	Renania-Palatinado
Saarland	Sarre
Saks	Sajonia
John Lennon	John Lennon
Illinois	Illinois
Thüringen	Turingia
Saks-Anhalt	Sajonia-Anhalt
North Dakota	Dakota del Norte
Brandenburg	Brandeburgo
Bremen	Bremen (estado)
Lombardia	Lombardía
South Dakota	Dakota del Sur
Montana	Montana
Wyoming	Wyoming
Piemonte	Piamonte
Jeruzalem	Jerusalén
Giorgio Napolitano	Giorgio Napolitano
Idaho	Idaho
Traoñienn Aosta	Valle de Aosta
Washington (stad)	Washington (estado)
Rutherfordiom	Rutherfordio
Nevada	Nevada
Francesco Cossiga	Francesco Cossiga
Dubniom	Dubnio
Seaborgiom	Seaborgio
Trentino-Alto Adige	Trentino-Alto Adigio
Meurvor Indez	Océano Índico
Veneto	Véneto
Kosovo	Kosovo
Mor Karib	Mar Caribe
Bohriom	Bohrio
Friuli-Venezia Giulia	Friuli-Venecia Julia
Hasiom	Hassio
Ban Ki-moon	Ban Ki-moon
Kofi Annan	Kofi Annan
Liguria (Rannvro)	Liguria
Meitneriom	Meitnerio
Kurt Waldheim	Kurt Waldheim
Colorado	Colorado
Emilia-Romagna	Emilia-Romaña
Colorado (stêr)	Río Colorado
Darmstadtiom	Darmstadio
Frédéric Chopin	Frédéric Chopin
Roentgeniom	Roentgenio
Toskana	Toscana
Leonard Cohen	Leonard Cohen
Kopernisiom	Copernicio
Marche	Marcas
Umbria	Umbría (Italia)
Rummad:Rummad pennañ	Categoría:Índice de categorías
Lazio	Lacio
Abruzzo	Abruzos
Alpoù	Alpes
Karpatoù	Montes Cárpatos
Grenoble	Grenoble
Blaise Pascal	Blaise Pascal
Dortmund	Dortmund
Gent	Gante
Chicago	Chicago
The Beatles	The Beatles
Fleroviom	Flerovio
Livermoriom	Livermorio
Maastricht	Maastricht
Arnhem	Arnhem
Goañv	Invierno
Nevezamzer	Primavera
Hañv	Verano
Diskar-amzer	Otoño
Kedez	Equinoccio
Saddam Husain	Sadam Husein
Ousama ben Laden	Osama bin Laden
Spagnoleg	Idioma español
Montevideo	Montevideo
Johann Sebastian Bach	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Pittsburgh	Pittsburgh
C'hoarigan	Ópera
Philadelphia	Filadelfia
Kolkata	Calcuta
Chennai	Chennai
Delhi	Delhi
Dhaka	Daca
Bangalore	Bangalore
Kornôg Bengal	Bengala Occidental
Kevnid	Araneae
Arthropoda	Arthropoda
Islamabad	Islamabad
Tripura	Tripura
Frouezh	Fruto
Marmouz (loen)	Mono
Arc'hant	Dinero
Virginia	Virginia
West Virginia	Virginia Occidental
Kevioù hag Erevent	Dungeons & Dragons
Gary Gygax	Gary Gygax
Dave Arneson	Dave Arneson
Lenn Huron	Lago Hurón
New York (Stad)	Nueva York (estado)
Keriom	Cerio
Prazeodimiom	Praseodimio
Rhode Island	Rhode Island
Neodimiom	Neodimio
Amprevan	Insecta
Maryland	Maryland
Delaware	Delaware
Vladimir Lenin	Lenin
Europiom	Europio
Ohio	Ohio
Publius Vergilius Maro	Virgilio
Niccolò Machiavelli	Nicolás Maquiavelo
Pennsylvania	Pensilvania
Petrarca	Petrarca
Giovanni Boccaccio	Giovanni Boccaccio
Luigi Pirandello	Luigi Pirandello
Uetersen	Uetersen
Aogust (impalaer)	César Augusto
Microsoft Windows	Microsoft Windows
Tiberius Caesar Augustus	Tiberio
New Jersey	Nueva Jersey
Caligula	Calígula
Jibraltar	Gibraltar
Glaoda Iañ	Claudio
Finneg	Idioma finés
Indiana	Indiana
Vitellius	Vitelio
Vespasianus	Tito Flavio Vespasiano
Karr-tan	Automóvil
Titus (impalaer)	Tito
Domitianus	Domiciano
Roger Federer	Roger Federer
Hadrian	Adriano
Georgia	Georgia (Estados Unidos)
Antoninus Pius	Antonino Pío
Marcus Aurelius	Marco Aurelio
Zagreb	Zagreb
Rajasthan	Rayastán
Campania	Campania
Texas	Texas
Molise	Molise
Tamil Nadu	Tamil Nadu
Caracalla	Caracalla
Puglia	Apulia
Genova	Génova
Bruno Mars	Bruno Mars
Basilicata	Basilicata
North Carolina	Carolina del Norte
South Carolina	Carolina del Sur
Calabria	Calabria
Heureuchin skouarnek	Hemiechinus auritus
Sikilia	Sicilia
Manila	Manila
Sardigna	Cerdeña
Ferdinand Marcos	Ferdinand Marcos
Benigno Aquino III	Benigno Aquino III
Liger	Río Loira
Saena	Río Sena
Ar Mañs	Le Mans
Bourdel	Burdeos
Lupus	Lupus eritematoso sistémico
Buenos Aires	Buenos Aires
Kêr-Vec'hiko	México, D. F.
Tokyo	Tokio
La Paz (Bolivia)	La Paz
Barcelona	Barcelona
Mississippi (stad)	Misisipi
Fernão de Magalhães	Fernando de Magallanes
Mississippi (stêr)	Río Misisipi
Uttar Pradesh	Uttar Pradesh
Uttarakhand	Uttarakhand
José Rizal	José Rizal
Poull-neuial	Piscina
Mizoram	Mizorán
Sikkim	Sikkim
Patagonia	Patagonia
Tennessee	Tennessee
Richard Wagner	Richard Wagner
Robert Louis Stevenson	Robert Louis Stevenson
Abidjan	Abiyán
Abu Dhabi	Abu Dabi
Astana	Astaná
New Mexico	Nuevo México
Ramses II	Ramsés II
Aten	Atenas
Minnesota	Minnesota
Baghdad	Bagdad
Caracas	Caracas
UTC	Tiempo universal coordinado
Wisconsin	Wisconsin
Marcus Tullius Cicero	Marco Tulio Cicerón
Associazione Calcio Milan	Associazione Calcio Milan
Iowa	Iowa
Nebraska	Nebraska
