Afrika	África
Kurap	Rap
1335	1335
Sally McLellan	Sally Pearson
1336	1336
1337	1337
1338	1338
1339	1339
1340	1340
50 Cent	50 Cent
1341	1341
1342	1342
1343	1343
1344	1344
Kemerovo Oblast	Óblast de Kémerovo
1345	1345
Dr. Dre	Dr. Dre
1346	1346
1347	1347
1348	1348
1349	1349
1350	1350
Snoop Doggy	Snoop Dogg
Chai	Té
Marco Polo	Marco Polo
1351	1351
Hebe Camargo	Hebe Camargo
Portland, Oregon	Portland
Tupac Shakur	Tupac Shakur
1400	1400
1401	1401
1352	1352
1402	1402
1353	1353
1403	1403
1354	1354
1404	1404
1355	1355
1405	1405
1500	1500
1406	1406
1356	1356
1501	1501
1407	1407
1357	1357
1502	1502
1408	1408
1358	1358
1503	1503
1359	1359
1409	1409
1504	1504
1360	1360
1410	1410
1505	1505
1506	1506
1411	1411
1361	1361
1507	1507
1412	1412
1362	1362
1413	1413
1508	1508
1363	1363
1509	1509
1414	1414
1510	1510
1415	1415
1364	1364
Ukomunisti	Comunismo
1511	1511
1416	1416
1365	1365
1512	1512
1417	1417
1366	1366
Horatius	Horacio
Utawala huria	Anarquismo
1513	1513
1418	1418
1367	1367
1514	1514
1419	1419
Ubepari	Capitalismo
1368	1368
1515	1515
1420	1420
1369	1369
1516	1516
1421	1421
1370	1370
Brescia	Brescia
Ufashisti	Fascismo
Utaifa	Nacionalismo
Hafez	Hafez de Shiraz
Sahara ya Magharibi	Sahara Occidental
Monza	Monza
1371	1371
Nchi	País
1372	1372
1373	1373
1422	1422
1517	1517
Taifa	Nación
1423	1423
1518	1518
1374	1374
1424	1424
1375	1375
1519	1519
1376	1376
1425	1425
1520	1520
1521	1521
1377	1377
1426	1426
Hillary Rodham Clinton	Hillary Clinton
1522	1522
1523	1523
1427	1427
1378	1378
1524	1524
1525	1525
1428	1428
1379	1379
1526	1526
1429	1429
1380	1380
1381	1381
1382	1382
1383	1383
1430	1430
Karthago	Cartago
1431	1431
Indianapolis, Indiana	Indianápolis
1384	1384
1432	1432
1385	1385
1386	1386
1433	1433
1387	1387
1434	1434
1435	1435
1388	1388
1436	1436
1389	1389
1437	1437
1390	1390
1438	1438
1391	1391
1439	1439
1392	1392
1440	1440
1393	1393
Brive-la-Gaillarde	Brive-la-Gaillarde
Avignon	Aviñón
1394	1394
1395	1395
1441	1441
1396	1396
1397	1397
1442	1442
1527	1527
1528	1528
1398	1398
1443	1443
1444	1444
1529	1529
1399	1399
1445	1445
1530	1530
1446	1446
1531	1531
1447	1447
1532	1532
1448	1448
Montpellier	Montpellier
1533	1533
1449	1449
1534	1534
1450	1450
1535	1535
Calais	Calais
1451	1451
1536	1536
Guovdageaidnu	Kautokeino
1452	1452
1537	1537
Orodha ya départements za Ufaransa	Departamentos de Francia
1453	1453
1538	1538
1454	1454
1539	1539
1455	1455
1540	1540
Antalya	Antalya
Jamii:Astronomia	Categoría:Astronomía
Dardaneli	Dardanelos
1541	1541
1456	1456
1457	1457
1542	1542
1458	1458
1543	1543
1459	1459
1544	1544
Jean-Jacques Rousseau	Jean-Jacques Rousseau
1460	1460
1545	1545
1461	1461
1546	1546
Mapinduzi ya Ufaransa	Revolución francesa
Alta	Alta (Finnmark)
Vicenza	Vicenza
Günter Grass	Günter Grass
Libourne	Libourne
1462	1462
1547	1547
Orléans	Orleans
1463	1463
1548	1548
1464	1464
1549	1549
Narbonne	Narbona
1465	1465
1550	1550
1466	1466
1551	1551
1467	1467
Krasnoyarsk Krai	Krai de Krasnoyarsk
1468	1468
1552	1552
1469	1469
1553	1553
1470	1470
1554	1554
1471	1471
1555	1555
Carcassonne	Carcasona
Sahara	Desierto del Sahara
Irkutsk Oblast	Óblast de Irkutsk
Rome, New York	Rome (Nueva York)
Périgueux	Périgueux
1472	1472
1556	1556
Vannes	Vannes
1473	1473
1557	1557
1474	1474
1558	1558
Strasbourg	Estrasburgo
Gitaa	Guitarra
1475	1475
1559	1559
1476	1476
1560	1560
1477	1477
Poitiers	Poitiers
1478	1478
1561	1561
1479	1479
1562	1562
Agen	Agen
1480	1480
1563	1563
1481	1481
1564	1564
1482	1482
1565	1565
1483	1483
1566	1566
1484	1484
1567	1567
1485	1485
1486	1486
1568	1568
1487	1487
1569	1569
Kikroatia	Idioma croata
1570	1570
1489	1489
1571	1571
1490	1490
1572	1572
Ibilisi	Diablo
1491	1491
1573	1573
1492	1492
1574	1574
Gustave Doré	Gustave Doré
1493	1493
1575	1575
Jamii:Fasihi ya Kifaransa	Literatura francesa
Homer	Homero
1494	1494
Alexander von Humboldt	Alexander von Humboldt
1495	1495
1496	1496
1576	1576
1497	1497
1577	1577
1498	1498
1578	1578
1499	1499
1579	1579
1580	1580
1581	1581
1582	1582
1600	1600
Carl Friedrich Gauss	Carl Friedrich Gauss
1601	1601
1583	1583
1602	1602
1584	1584
Perpignan	Perpiñán
1603	1603
1585	1585
1604	1604
1586	1586
1605	1605
1587	1587
1606	1606
1607	1607
1588	1588
1608	1608
1589	1589
Livorno	Livorno
1609	1609
1590	1590
1610	1610
1591	1591
1611	1611
1592	1592
1612	1612
1593	1593
1613	1613
1594	1594
1614	1614
1595	1595
1615	1615
1596	1596
1616	1616
1597	1597
1617	1617
1598	1598
1618	1618
1599	1599
1619	1619
1620	1620
1621	1621
1700	1700
1701	1701
1622	1622
1623	1623
1702	1702
1624	1624
1703	1703
1704	1704
1625	1625
Speyer	Espira
1705	1705
1626	1626
Ravensburg	Ravensburg
1627	1627
1706	1706
Zabaykalsky Krai	Krai de Zabaikalie
1628	1628
1707	1707
1708	1708
1629	1629
Lörrach	Lörrach
1630	1630
1709	1709
1631	1631
1710	1710
Amur (mto)	Río Amur
1632	1632
1711	1711
Umoja wa kimataifa wa astronomia	Unión Astronómica Internacional
Heidenheim an der Brenz	Heidenheim an der Brenz
1633	1633
1712	1712
1634	1634
1713	1713
Rastatt	Rastatt
1800	1800
1801	1801
1714	1714
1635	1635
James Joyce	James Joyce
1802	1802
1715	1715
1636	1636
Amur Oblast	Óblast de Amur
1803	1803
1637	1637
1716	1716
1638	1638
1804	1804
1717	1717
1639	1639
1805	1805
1718	1718
1640	1640
1719	1719
1806	1806
Frankenthal	Frankenthal (Palatinado)
1641	1641
1720	1720
1807	1807
1642	1642
1721	1721
1808	1808
1643	1643
1722	1722
1809	1809
1644	1644
1723	1723
1810	1810
1645	1645
1724	1724
Karne ya 20	Siglo XX
1811	1811
1646	1646
1725	1725
1812	1812
1647	1647
1726	1726
1813	1813
Karne ya 21	Siglo XXI
1648	1648
1727	1727
1814	1814
1649	1649
1728	1728
1815	1815
1650	1650
1729	1729
1816	1816
Karne ya 19	Siglo XIX
1651	1651
1730	1730
1817	1817
1652	1652
1731	1731
1818	1818
1653	1653
1732	1732
1819	1819
1654	1654
1733	1733
1820	1820
1655	1655
1821	1821
1734	1734
Singen (Hohentwiel)	Singen (Hohentwiel)
1656	1656
1822	1822
1735	1735
1657	1657
1823	1823
1736	1736
1658	1658
1737	1737
1824	1824
1659	1659
1738	1738
1825	1825
Gimba la angani	Objeto astronómico
1660	1660
1739	1739
Dijon	Dijon
1826	1826
1661	1661
1740	1740
1827	1827
Leonberg	Leonberg
Kālidāsa	Kalidasa
Kimondo	Meteoroide
Karne ya 18	Siglo XVIII
Karne ya 17	Siglo XVII
Karne ya 16	Siglo XVI
Karne ya 15	Siglo XV
Albstadt	Albstadt
Filderstadt	Filderstadt
Karne ya 14	Siglo XIV
Jamii:Nyota	Categoría:Estrellas
Lahr	Lahr (Selva Negra)
Bad Kreuznach	Bad Kreuznach
Karne ya 13	Siglo XIII
Landau in der Pfalz	Landau in der Pfalz
Bruchsal	Bruchsal
Karne ya 12	Siglo XII
Karne ya 11	Siglo XI
Ukanaji Mungu	Ateísmo
Li Bai	Li Bai
Pinneberg	Pinneberg
Rottenburg am Neckar	Rotemburgo del Néckar
Uyakinifu	Materialismo
Niels Bohr	Niels Bohr
Biokemia	Bioquímica
Biotekinolojia	Biotecnología
Hifadhi ya mazingira	Ecología
Umoja wa Afrika	Unión Africana
Jenetikia	Genética
Siasa	Política
Benki ya Dunia	Banco Mundial
Ukoloni	Colonialismo
Ushikiliaji Ukale	Conservadurismo
Jumuiya ya Nchi za Kiarabu	Liga Árabe
Demokrasia	Democracia
Nagib Mahfuz	Naguib Mahfuz
Shirika za msalaba mwekundu na hilali nyekundu	Cruz Roja
Utandawazi	Globalización
Nasaba ya Qin	Dinastía Qin
NATO	OTAN
Marie Curie	Marie Curie
Serikali	Gobierno
Tuzo ya Nobel	Premio Nobel
Qin Shi Huang	Qin Shi Huang
Mkoa wa Gerona	Provincia de Gerona
Simone de Beauvoir	Simone de Beauvoir
Ovid	Ovidio
Marcel Proust	Marcel Proust
Aleksander Pushkin	Aleksandr Pushkin
Mashariki ya Kati	Oriente Medio
Elizabeth I wa Uingereza	Isabel I de Inglaterra
Nasaba ya Han	Dinastía Han
Jeanne d'Arc	Juana de Arco
Rosa Luxemburg	Rosa Luxemburgo
Sophokles	Sófocles
Kiumbehai	Ser vivo
Rabindranath Tagore	Rabindranath Tagore
Uzuri	Belleza
Leo Tolstoy	León Tolstói
Mark Twain	Mark Twain
Alan Turing	Alan Turing
Itikadi	Ideología
Ubeberu	Imperialismo
Ufalme	Monarquía
Jamhuri	República
Chama cha kisiasa	Partido político
Ugaidi	Terrorismo
Johannes Brahms	Johannes Brahms
Kilimanjaro (mlima)	Kilimanjaro
Antonín Dvořák	Antonín Dvořák
Georg Friederich Händel	Georg Friedrich Händel
Gustav Mahler	Gustav Mahler
Giacomo Puccini	Giacomo Puccini
Franz Schubert	Franz Schubert
Igor Stravinsky	Ígor Stravinski
Pyotr Ilyich Tchaikovsky	Piotr Ilich Chaikovski
Giuseppe Verdi	Giuseppe Verdi
Dola la Tatu	Alemania nazi
NSDAP	Partido Nacionalsocialista Obrero Alemán
Jacques Cartier	Jacques Cartier
Kristoforo Kolumbus	Cristóbal Colón
James Cook	James Cook
Hernando Cortes	Hernán Cortés
Yuri Gagarin	Yuri Gagarin
Vasco da Gama	Vasco da Gama
Ibn Battuta	Ibn Battuta
Zheng He	Zheng He
Great Barrier Reef	Gran barrera de coral
John Coltrane	John Coltrane
Maziwa makubwa ya Amerika Kaskazini	Grandes Lagos (América del Norte)
Indus (mto)	Río Indo
Joseph Haydn	Joseph Haydn
Mfereji wa Panama	Canal de Panamá
Robert Schumann	Robert Schumann
Bahari ya Kusini	Océano Antártico
Mto Njano	Río Amarillo
Sikio	Oído
Pua	Nariz
Jicho	Ojo
Musuli	Músculo
Wimbo	Canción
Mbu	Culicidae
Kondoo-kaya	Ovis orientalis aries
Federico Fellini	Federico Fellini
Papa (samaki)	Selachimorpha
Alfred Hitchcock	Alfred Hitchcock
Ngamia	Camelus
Mamalia	Mammalia
Sisimizi	Formicidae
Nyuki	Anthophila
Nasaba ya Sui	Dinastía Sui
Kiholanzi	Idioma neerlandés
The Walt Disney Company	The Walt Disney Company
Margaret Thatcher	Margaret Thatcher
DNA	Ácido desoxirribonucleico
Spishi	Especie
Richard Stallman	Richard Stallman
Dorothy Hodgkin	Dorothy Crowfoot Hodgkin
Kiaari	Idioma arí
Mbiringani	Solanum melongena
Prince	Prince (músico)
Ingmar Bergman	Ingmar Bergman
Bata	Anatidae
Theluji	Nieve
Lombok	Lombok
Mtoto	Niño
1828	1828
1829	1829
1741	1741
1662	1662
1742	1742
1830	1830
1663	1663
1831	1831
1743	1743
1664	1664
1665	1665
1744	1744
1832	1832
1666	1666
1745	1745
1833	1833
1667	1667
1746	1746
Usafiri	Transporte
1834	1834
1668	1668
1747	1747
1835	1835
1748	1748
1836	1836
1669	1669
Leonard Euler	Leonhard Euler
1670	1670
1749	1749
1837	1837
Nyumbu	Connochaetes
1671	1671
1750	1750
1838	1838
1672	1672
1751	1751
1839	1839
1673	1673
1752	1752
1840	1840
1674	1674
1753	1753
1841	1841
1754	1754
1675	1675
1842	1842
1755	1755
1676	1676
1843	1843
1677	1677
1756	1756
1844	1844
1678	1678
1757	1757
1845	1845
Ward Cunningham	Ward Cunningham
1679	1679
1758	1758
1846	1846
1680	1680
1759	1759
1847	1847
1681	1681
1760	1760
1848	1848
1682	1682
1761	1761
1849	1849
1683	1683
1762	1762
1850	1850
1684	1684
1763	1763
1851	1851
1764	1764
1685	1685
1852	1852
1686	1686
1765	1765
1853	1853
1687	1687
1766	1766
1854	1854
1688	1688
1767	1767
1855	1855
1689	1689
1768	1768
1856	1856
1690	1690
1769	1769
1857	1857
1691	1691
1770	1770
1858	1858
1692	1692
1771	1771
1859	1859
1693	1693
1772	1772
1860	1860
1773	1773
1861	1861
1694	1694
1695	1695
1774	1774
1862	1862
1696	1696
1775	1775
1863	1863
1697	1697
1776	1776
1864	1864
1698	1698
1865	1865
1777	1777
1699	1699
1866	1866
1778	1778
1779	1779
1867	1867
1780	1780
1868	1868
1781	1781
1869	1869
Dakika	Minuto
Grazia Deledda	Grazia Deledda
Yoshua	Josué (personaje bíblico)
Kirusi	Idioma ruso
1782	1782
1870	1870
Louis XIV wa Ufaransa	Luis XIV de Francia
1783	1783
1871	1871
Vladimir Putin	Vladímir Putin
Sheria	Derecho
Rock and roll	Rock and roll
1784	1784
1872	1872
Katiba	Constitución
1785	1785
1873	1873
1786	1786
1874	1874
1787	1787
1875	1875
1788	1788
1876	1876
Umoja wa Nchi za Asia ya Kusini-Mashariki	Asociación de Naciones del Sudeste Asiático
1789	1789
1877	1877
1790	1790
1878	1878
Jumuiya ya Nchi Huru	Comunidad de Estados Independientes
1879	1879
1791	1791
Jumuiya ya Madola	Mancomunidad de Naciones
Khabarovsk Krai	Krai de Jabárovsk
Jumuiya ya nchi zinazozalisha mafuta duniani	Organización de Países Exportadores de Petróleo
Sakhalin Oblast	Óblast de Sajalín
Mahakama Kuu ya Kimataifa	Corte Internacional de Justicia
Mkate	Pan
IMF	Fondo Monetario Internacional
1792	1792
1880	1880
1793	1793
1881	1881
UNESCO	Unesco
1794	1794
1882	1882
Azimio la ulimwengu juu ya haki za binadamu	Declaración Universal de los Derechos Humanos
Giotto	Giotto
1795	1795
1883	1883
Shirika la Afya Duniani	Organización Mundial de la Salud
1796	1796
1884	1884
1797	1797
1885	1885
1886	1886
1798	1798
Shirika la Biashara Duniani	Organización Mundial del Comercio
1887	1887
1799	1799
1888	1888
1889	1889
1890	1890
1891	1891
Kiswahili	Idioma suajili
1892	1892
1893	1893
1894	1894
1895	1895
1896	1896
1897	1897
1898	1898
Kichina	Idioma chino
1899	1899
Seli	Célula
Damu	Sangre
Toulouse	Toulouse
Kiunzi cha mifupa	Esqueleto
Mapafu	Pulmones
Kiromania	Idioma rumano
Kibulgaria	Idioma búlgaro
Mvua	Lluvia
Banguko	Alud
Tabianchi	Clima
El Ninyo	El Niño (patrón climático)
Kupanda kwa halijoto duniani	Calentamiento global
Tetemeko la ardhi	Terremoto
Madini	Mineral
Kamchatka Krai	Krai de Kamchatka
Ukweli	Verdad
Gandunia	Tectónica de placas
Zen	Zen
Magadan Oblast	Óblast de Magadán
Puku (kompyuta)	Ratón (informática)
Sergei Eisenstein	Serguéi Eisenstein
Akira Kurosawa	Akira Kurosawa
Franklin D. Roosevelt	Franklin D. Roosevelt
Sayansi za dunia	Ciencias de la Tierra
Ibn Sina	Avicena
Nyumba ya sanaa Kwenye Makavazi ya Derby	Derby Museum and Art Gallery
Winston Churchill	Winston Churchill
Agostino wa Hippo	Agustín de Hipona
Nelson Mandela	Nelson Mandela
Martin Luther King, Jr.	Martin Luther King
Kimeng'enya	Enzima
Karne ya 10	Siglo X
Protini	Proteína
Mwamba (jiolojia)	Roca
Amino asidi	Aminoácido
Mafuriko	Inundación
Tsunami	Tsunami
Volkeno	Volcán
Wingu	Nube
Mantiki	Lógica
Tufani	Tornado
Karne ya 9	Siglo IX
Karne ya 8	Siglo VIII
Karne ya 7	Siglo VII
Karne ya 6	Siglo VI
Sarufi	Gramática
Kimbunga	Ciclón tropical
Upepo	Viento
Karne ya 5	Siglo V
Karne ya 4	Siglo IV
Karne ya 3	Siglo III
Karne ya 2	Siglo II
Karne ya 1	Siglo I
Kigeorgia	Idioma georgiano
Palembang	Palembang
Somo la Uchumi	Economía
Rasilmali	Capital (economía)
Sarafu (mfumo)	Divisa
Yen	Yen
Sekta ya viwanda	Industria
Kodi (ushuru)	Impuesto
Isimu	Lingüística
Neno	Palabra
Fonimu	Fonema
Silabi	Sílaba
Maandishi	Sistema de escritura
Herufi za Kiarabu	Alfabeto árabe
Mwandiko wa Kichina	Sinograma
Kikyrili	Alfabeto cirílico
Alfabeti ya Kigiriki	Alfabeto griego
Alfabeti ya Kilatini	Alfabeto latino
Jamii:Bulgaria	Categoría:Bulgaria
Fasihi	Literatura
Jamii:Ufaransa	Categoría:Francia
Ufundi wa vita	El arte de la guerra
Bunilizi	Ficción
Jamii:Muziki	Categoría:Música
Alfu Lela U Lela	Las mil y una noches
Jamii:Fasihi	Categoría:Literatura
Riwaya	Novela
Jamii:Historia ya Ufaransa	Categoría:Historia de Francia
Utenzi wa Gilgamesh	Poema de Gilgamesh
Manga	Manga
Ilias	Ilíada
Mahabharata	Majabhárata
Shahnameh	Shahnameh
Mto Arkansas	Río Arkansas
Mbweha Mwekundu	Vulpes vulpes
FBI	FBI
Tarumbeta	Trompeta
Jazz	Jazz
Valladolid	Valladolid
Oullins	Oullins
Punyeto	Masturbación
Aleksander Mashuhuri	Alejandro Magno
Konstantino Mkuu	Constantino I (emperador)
Koreshi Mkuu	Ciro II el Grande
Jamii	Sociedad
Ustaarabu	Civilización
Elimu	Educación
Familia	Familia
Mwanaume	Varón
Otto von Bismarck	Otto von Bismarck
Ndoa	Matrimonio
Wikipedia ya Kifaransa	Wikipedia en francés
Wikipedia ya Kihispania	Wikipedia en español
Utoaji mimba	Aborto
Adhabu ya kifo	Pena de muerte
Haki za binadamu	Derechos humanos
Ubaguzi wa rangi	Racismo
Timur	Tamerlán
Utumwa	Esclavitud
Vita ya wenyewe kwa wenyewe	Guerra civil
Umar ibn al-Khattab	Umar ibn al-Jattab
Reggio Calabria	Regio de Calabria
Jeshi	Militar
Suleiman I	Süleyman Kanuni
Peter I wa Urusi	Pedro I de Rusia
Kahawa	Café
Maji ya matunda	Zumo
Maziwa	Leche
Mlima	Montaña
Jangwa	Desierto
Sun Yat-sen	Sun Yat-sen
Salah ad-Din	Saladino
Ashoka	Aśoka
Akbar	Akbar
Simon Bolivar	Simón Bolívar
Andrew Johnson	Andrew Johnson
Kwame Nkrumah	Kwame Nkrumah
Hong Kong	Hong Kong
Miami	Miami
Karachi	Karachi
Vita ya Korea	Guerra de Corea
Mapambano kati ya Israeli na Palestina	Conflicto árabe-israelí
Lagos	Lagos
Vita vya wenyewe kwa wenyewe vya Marekani	Guerra de Secesión
Rio de Janeiro	Río de Janeiro
Milki ya Uingereza	Imperio británico
Vita baridi	Guerra Fría
Seoul	Seúl
Shanghai	Shanghái
Mdororo Mkuu	Gran Depresión
Walt Disney	Walt Disney
Sevilla	Sevilla
Mapinduzi ya Urusi ya 1917	Revolución rusa
Nasaba ya Qing	Dinastía Qing
Mkataba wa Versailles	Tratado de Versalles (1919)
Archimedes	Arquímedes
Vita ya Vietnam	Guerra de Vietnam
Thomas Edison	Thomas Alva Edison
Euklides	Euclides
Michael Faraday	Michael Faraday
Enrico Fermi	Enrico Fermi
Fibonacci	Leonardo de Pisa
Henry Ford	Henry Ford
Joseph Fourier	Jean-Baptiste Joseph Fourier
Galenos	Galeno
Kiukraine	Idioma ucraniano
Granada	Granada
HTML	HTML
Valence, Drôme	Valence (Drôme)
Satyajit Ray	Satyajit Ray
Steven Spielberg	Steven Spielberg
Kundinyota	Constelación
Johannes Gutenberg	Johannes Gutenberg
James Prescott Joule	James Prescott Joule
Johannes Kepler	Johannes Kepler
Granada mpya	Virreinato de Nueva Granada
Cancún, Quintana Roo	Cancún
Mo Yan	Mo Yan
Max Planck	Max Planck
Guadalajara, Jalisco	Guadalajara (México)
Kiswidi	Idioma sueco
Kidenmark	Idioma danés
Nikola Tesla	Nikola Tesla
Khwarizmi	Al-Juarismi
James Watt	James Watt
Kinorwei	Idioma noruego
Chanakya	Chanakia
Gottfried Leibniz	Gottfried Leibniz
Noam Chomsky	Noam Chomsky
Kicheki	Idioma checo
Kislovakia	Idioma eslovaco
Karl Marx	Karl Marx
Kihungaria	Idioma húngaro
Voltaire	Voltaire
Musa	Moisés
LaShawn Merritt	LaShawn Merritt
Kilituanya	Idioma lituano
Uhindu	Hinduismo
Kibelarus	Idioma bielorruso
James Clerk Maxwell	James Clerk Maxwell
Titi	Mama
Dimitri Mendeleyev	Dmitri Mendeléyev
Asbel Kiprop	Asbel Kiprop
Atomi	Átomo
Ernest Rutherford	Ernest Rutherford
Nuru	Luz
Kigiriki	Idioma griego
Erwin Schrödinger	Erwin Schrödinger
Brimin Kipruto	Brimin Kipruto
Taj Mahal	Taj Mahal
Ngwini	Spheniscidae
Dayron Robles	Dayron Robles
Lagny-sur-Marne	Lagny-sur-Marne
Barua pepe	Correo electrónico
Umoja wa Mungu	Monoteísmo
Kimalta	Idioma maltés
Kiajemi	Idioma persa
Dini	Religión
Kikorea	Idioma coreano
Abrahamu	Abraham
Mwanzo (Biblia)	Génesis
Jengo la Empire State	Edificio Empire State
Kutoka (Biblia)	Éxodo
René Descartes	René Descartes
Mtakatifu Paulo	Pablo de Tarso
Sanamu ya Uhuru	Estatua de la Libertad
Sigmund Freud	Sigmund Freud
Kithai	Idioma tailandés
Ujain	Jainismo
Georg Wilhelm Friedrich Hegel	Georg Wilhelm Friedrich Hegel
Kiindonesia	Idioma indonesio
Baku	Bakú
Kikazakhi	Idioma kazajo
Urithi wa Dunia	Patrimonio de la Humanidad
Kitajiki	Idioma tayiko
Kiuzbeki	Idioma uzbeko
Uyahudi	Judaísmo
Thimphu	Timbu
Bandar Seri Begawan	Bandar Seri Begawan
Kiebrania	Idioma hebreo
Kiazeri	Idioma azerí
Ibn Khaldun	Ibn Jaldún
Kiserbokroatia	Idioma serbocroata
Kigalicia	Idioma gallego
Kiwelisi	Idioma galés
Dili	Dili
Immanuel Kant	Immanuel Kant
Kalasinga	Sijismo
John Maynard Keynes	John Maynard Keynes
Vientiane	Vientián
Tabia	Comportamiento
Laozi	Lao-Tsé
Malé	Malé
John Locke	John Locke
Friedrich Nietzsche	Friedrich Nietzsche
Bishkek	Biskek
Jean-Paul Sartre	Jean-Paul Sartre
Dushanbe	Dusambé
Google	Buscador de Google
Ini	Hígado
Sima Qian	Sima Qian
Figo	Riñón
Adam Smith	Adam Smith
Max Weber	Max Weber
Ludwig Wittgenstein	Ludwig Wittgenstein
Zhu Xi	Zhu Xi
Hisia	Emoción
Elimunafsia	Psicología
Fikira	Pensamiento
Timbuktu	Tombuctú
Bahari kuu	Océano
Thomas Aquinas Mtakatifu	Tomás de Aquino
Viktoria wa Uingereza	Victoria del Reino Unido
Gautama Buddha	Buda Gautama
Msitu wa mvua	Selva
Muhammad	Mahoma
Maadili	Ética
Epistemolojia	Epistemología
Uhuru wa nafsi	Libre albedrío
Kindi (mnyama)	Sciuridae
Yamkini	Probabilidad
BBC	BBC
Al-Ghazali	Al-Ghazali
Martin Luther	Martín Lutero
Ukonfusio	Confucianismo
Gerald Ford	Gerald Ford
Washia	Chiismo
Richard Nixon	Richard Nixon
Kanisa Katoliki	Iglesia católica
Trimurti	Trimurti
Utao	Taoísmo
Uzoroastro	Zoroastrismo
Kibengali	Idioma bengalí
Chelsea F.C.	Chelsea Football Club
Arsenal FC	Arsenal Football Club
Shingo	Cuello
Kinywa	Boca
Utumbo	Intestino
Lyndon B. Johnson	Lyndon B. Johnson
Kifua	Tórax
Visiwa vya Falkland	Islas Malvinas
Mfumo wa Mmeng'enyo wa Chakula	Aparato digestivo
A	A
Isle of Man	Isla de Man
Elizabeth II wa Uingereza	Isabel II del Reino Unido
The New York Times	The New York Times
Schiphol	Aeropuerto de Ámsterdam-Schiphol
John F. Kennedy	John F. Kennedy
B	B
Muziki wa Klasiki	Música clásica
Nouméa	Numea
Simfoni	Sinfonía
G	G
U	U
Z	Z
Blues	Blues
F	F
J	J
Venlo	Venlo
Alfabeti	Alfabeto
Herufi	Letra
Reggae	Reggae
Heerlen	Heerlen
T	T
C	C
Eindhoven	Eindhoven
Helmond	Helmond
R	R
Oss	Oss (ciudad)
D	D
Alfa	Α
Omega	Ω
I	I
Amstelveen	Amstelveen
Ming (nasaba)	Dinastía Ming
E	E
H	H
Dwight D. Eisenhower	Dwight D. Eisenhower
Haarlem	Haarlem
K	K
Haarlemmermeer	Haarlemmermeer
L	L
M	M
Hilversum	Hilversum
N	N
O	O
P	P
Q	Q
Purmerend	Purmerend
S	S
Ronald Reagan	Ronald Reagan
V	V
W	W
X	X
Y	Y
Zaanstad	Zaanstad
Wikipedia ya Kiholanzi	Wikipedia en neerlandés
Deventer	Deventer
Enschede	Enschede
Hengelo (Overijssel)	Hengelo
Tangerang	Tangerang
Kizulu	Idioma zulú
Utegili (fizikia)	Plasma (estado de la materia)
Pythagoras	Pitágoras
Koloseo	Coliseo
Parthenon	Partenón
Umaskini	Pobreza
Bandung	Bandung
Bekasi	Bekasi
Depok	Depok
Fernando Alonso	Fernando Alonso
Saskatoon	Saskatoon
1100	1100
Jamii:Venezuela	Categoría:Venezuela
PlayStation 2	PlayStation 2
Belfast	Belfast
Cardiff	Cardiff
Mfumo radidia	Tabla periódica de los elementos
Robert Mugabe	Robert Mugabe
Georgetown	Georgetown
Jiua	Suicidio
Nguruwe	Sus
Shambulio la 11 Septemba 2001	Atentados del 11 de septiembre de 2001
Reptilia	Reptilia
Rodentia	Rodentia
Vita ya wenyewe kwa wenyewe ya Hispania	Guerra Civil Española
Archaea	Archaea
Upofu	Ceguera
Bakteria	Bacteria
Mti	Árbol
Protista	Protista
Amfibia	Amphibia
Kodata	Chordata
Jibini	Queso
Mtaguso wa pili wa Lyon	Concilio de Lyon II
Zabibu	Uva
Asali	Miel
Nyama	Carne
Tiger Woods	Tiger Woods
Kiazi cha kizungu	Solanum tuberosum
Sukari	Azúcar
Mboga za majani	Verdura
Soya	Glycine max
Jozi	Nuez (fruto)
Teknolojia	Tecnología
Parafujo	Tornillo
Uhandisi	Ingeniería
Mawasiliano	Comunicación
Gazeti	Prensa escrita
Vyombo vya habari	Medio de comunicación de masas
Simu	Teléfono
The Rolling Stones	The Rolling Stones
Utamaduni	Cultura
Kihindustani	Idioma indostánico
Kisanskrit	Sánscrito
Ugonjwa wa Alzheimer	Enfermedad de Alzheimer
Utumbo mwembamba	Intestino delgado
Milango ya fahamu	Sistema sensorial
Hazebrouck	Hazebrouck
Asidi	Ácido
Kampaundi	Compuesto químico
Kalenda ya Juliasi	Calendario juliano
Tiba	Medicina
Besi (kemia)	Base (química)
Sarayevo	Sarajevo
Hesabu	Aritmética
The Pentagon	El Pentágono
Mfumo majira	Sistema de coordenadas
Asilimia	Porcentaje
Fidel Castro	Fidel Castro
Jamii:Brazil	Categoría:Brasil
Manhattan	Manhattan
Jamii:Historia ya Bulgaria	Categoría:Historia de Bulgaria
Jamii:Historia ya Romania	Categoría:Historia de Rumania
Jamii:Romania	Categoría:Rumania
Elementi za kikemia	Elemento químico
Pembe (jiometria)	Ángulo
Hidrati kabonia	Glúcido
Homoni	Hormona
Molekuli	Molécula
Shiva	Shiva
Nishati	Energía
Uainishaji wa kisayansi	Clasificación biológica
Muziki wa rock	Rock
Muziki wa hip hop	Hip hop
Ngoma (ala ya muziki)	Tambor
Filimbi	Flauta
Apartheid	Apartheid
Graviti	Gravedad
Go (mchezo)	Go
Karate	Karate
Judo	Judo
Sumaku	Imán
Masi	Masa
Filamu	Película
Metali	Metal
