Africa	África
Albania	Albania
Groentlālpan	Groenlandia
Croacia	Croacia
Bosnia īhuān Hertzegovina	Bosnia y Herzegovina
Nuuk	Nuuk
Azerbaiyan	Azerbaiyán
Andorra	Andorra
Chipre	Chipre
Georgia	Georgia
Cazaquistan	Kazajistán
Malta	Malta
Monaco	Mónaco
Tlīltepēc	Montenegro
In Vaticano	Ciudad del Vaticano
San Marino	San Marino
Brusel	Bruselas
Cuba	Cuba
Belice	Belice
Eiffel Huehcapan Calli	Torre Eiffel
Barbados	Barbados
Volkswagen	Volkswagen
Volkswagen Golf	Volkswagen Golf
Indonesia	Indonesia
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Ludwig van Beethoven	Ludwig van Beethoven
Africa Huitztlāmpa	Sudáfrica
Argelia	Argelia
Ehecanamictiliztli Sandy	Huracán Sandy
Uzbequistan	Uzbekistán
Poznan	Poznań
Varsovia	Varsovia
Modena	Módena
Huino	Vino
Ātl	Agua
Huehcaīxipcaxitl	Televisión
Iztlahtōlli	Idioma islandés
Chile	Chile
Jesucristo	Jesús de Nazaret
Elvis Presley	Elvis Presley
Galileo Galilei	Galileo Galilei
Payīnalcītlalli	Mercurio (planeta)
Huēhuehcāyōmatiliztli	Historia
Apple Computer	Apple
Cītlalpōl	Venus (planeta)
Tlahtōlli (tlahtōlmatiliztli)	Lenguaje
Tlazohtiliztli	Amor
Huēyitzitzimicītlalli	Júpiter (planeta)
Cītlalin īcue (Ilhuicamatiliztli)	Vía Láctea
Ilhuicateōcītlalli	Urano (planeta)
Ricardo Lagos	Ricardo Lagos
Tlāloccītlalli	Neptuno (planeta)
Ilhuicamatiliztli	Astronomía
Singapur	Singapur
Tlamatiliztli	Ciencia
Mictlāntēuccītlalli	Plutón (planeta enano)
María Ichpōchtli	María (madre de Jesús)
Liechtenstein	Liechtenstein
Adolf Hitler	Adolf Hitler
Facebook	Facebook
Īyāōyo in Cemānāhuac Inic Cē	Primera Guerra Mundial
Īyāōyo in Cemānāhuac Inic Ōme	Segunda Guerra Mundial
Köln	Colonia (Alemania)
Vodka	Vodka
Tlapōhualtepoztli	Reloj
Tlapōhualmatiliztli	Matemáticas
U2 (tlacuīcaliztli)	U2
Latintlahtōlli	Latín
Bahrein	Baréin
Armenia	Armenia
Serbia	Serbia
Mētztli	Luna
Estambul	Estambul
Australia	Australia
Carl Sagan	Carl Sagan
Iuhcāyōtl	Física
Argentina	Argentina
Peru	Perú
Yōlizmatiliztli	Biología
Corea Mictlāmpa	Corea del Norte
Camboya	Camboya
Tēpouhtitlāzcuetzpalin	Dinosauria
Islam	Islam
Pera	Pyrus
Liubliana	Liubliana
Tlanelhuayōmatiliztli	Botánica
Malacatl	Rueda
Denis Diderot	Denis Diderot
Lyon	Lyon
Europan Cētiliztli	Unión Europea
Cihuātl	Mujer
Sofiya	Sofía
Ñ	Ñ
El Ingenioso Hidalgo Don Quixote de la Mancha	Don Quijote de la Mancha
Xōchicuīcayōtl	Poesía
Milano	Milán
Torino	Turín
Cuichilli	Ano
Limacuahuitl	Citrus × limon
Émile Zola	Émile Zola
666	666
Xōchitl	Flor
Āltepētl	Ciudad
Cītlalli	Estrella
Tōnatiuh	Sol
Ilhuicatl	Cielo
Tlāhuīlxihuitl	Año luz
Victor Hugo	Victor Hugo
Oceania	Oceanía
Tonacayōhuapāhualiztli	Atletismo
Tōnatiuh Īchān	Sistema Solar
Baltico huēyātl	Mar Báltico
Āyōcoxqui	Hidrógeno
Tōnatiuhyoh	Helio
Tlantli	Diente
Angela Merkel	Angela Merkel
Iztactlāltepoztli	Berilio
Āmoxtli	Libro
Tōnalli	Día
Timor Tlāpcopa	Timor Oriental
Yohualli	Noche
Xihuitl (cāhuitl)	Año
Mācuīlpōhualxihuitl	Siglo
Lodz	Łódź
Oslo	Oslo
Bonn	Bonn
Katowice	Katowice
Tecuīlontiliztli	Gay
Ceres	Ceres (planeta enano)
Lisboa	Lisboa
Makemake	Makemake (planeta enano)
Eris	Eris (planeta enano)
Lionel Messi	Lionel Messi
Padova	Padua
Xacoiztatl	Boro
Mikołaj Kopernik	Nicolás Copérnico
Tecolli	Carbono
Ehēcatehuiltic	Nitrógeno
Bergamo	Bérgamo
Ehēcayoh	Oxígeno
Nehnencācītlalli	Planeta
Cuīcayōtl	Música
Venezia	Venecia
Naruto	Naruto
Moscohuia	Moscú
Italiatlahtōlli	Idioma italiano
Techichi	Chihuahueño (perro)
Yancuīquehēcatl	Neón
Chihuahhua	Chihuahua
Sankt Peterburg	San Petersburgo
Chad	Chad
Yancuīc Zetlālpan	Nueva Zelanda
India	India
Tecpatepozteuh	Silicio
Tuvalu	Tuvalu
Tlīltic tepoztli	Hierro
Tonga	Tonga
Tlequiquiztlālli	Azufre
Samoa	Samoa
Salomón Tlālhuāctli	Islas Salomón
Vanuatu	Vanuatu
Papua Yancuīc Guinea	Papúa Nueva Guinea
William Shakespeare	William Shakespeare
Palaos	Palaos
Nauru	Nauru
Micronesia	Estados Federados de Micronesia
Tenextepoztli	Calcio
Temētztli	Plomo
Marshall Tlālhuāctli	Islas Marshall
Quiribati	Kiribati
Mongolia	Mongolia
Fiyi	Fiyi
Venezuela	Venezuela
Cuappatōlli	Ajedrez
Maine	Maine
Tlapāltepoztli	Cromo
Cahuāyoh	Equus ferus caballus
Amsterdam	Ámsterdam
Yōlcatl	Animalia
Surinam	Surinam
Paraguay	Paraguay
Guyana	Guyana
Tōltēcayōtl	Arte
Ecuador	Ecuador
Colombia	Colombia
Iztāctepoztli	Níquel
Bolivia	Bolivia
Chīchīltic tepoztli	Cobre
Trinidad īhuān Tobago	Trinidad y Tobago
Tlanelhuayōtl	Plantae
San Vicente īhuān in Granadinas	San Vicente y las Granadinas
Yancuīc Hampshire	Nuevo Hampshire
Santa Lucía	Santa Lucía
Leonardo da Vinci	Leonardo da Vinci
San Cristóbal īhuān Nevis	San Cristóbal y Nieves
Nanacatl	Fungi
Xamaica	Jamaica
Granada (tlācatiyān)	Granada (país)
Massachusetts	Massachusetts
Cuauhtēmallān	Guatemala
Bahamas	Bahamas
Connecticut	Connecticut
Cuānaca	Gallus gallus domesticus
Antigua īhuān Barbuda	Antigua y Barbuda
Hawaii	Hawái
Honduras	Honduras
Dominica	Dominica
Domingotlācatlahtohcāyōtl	República Dominicana
Ilhuicaātl Ártico	Océano Ártico
Haiti	Haití
Cōzcatlān	El Salvador
Iran	Irán
Irac	Irak
Alaska	Alaska
Costa Rica	Costa Rica
Israel	Israel
Utrecht	Utrecht
Panama	Panamá
Yemen	Yemen
Poloniatlahtōlli	Idioma polaco
Iordania	Jordania
Nicānāhuac	Nicaragua
Florida	Florida
Quirhuistan	Kirguistán
Arizona	Arizona
Cuhuait	Kuwait
Lao	Laos
Libano	Líbano
Oregon	Oregón
Maldivas	Maldivas
Ixachitlān	América
Utah	Utah
Cuācuahueh	Bos primigenius taurus
Malasia	Malasia
Mianma	Birmania
Nepal	Nepal
Omān	Omán
Paquistan	Pakistán
Catar	Catar
Saudarabia	Arabia Saudita
Sri Lanca	Sri Lanka
Siria	Siria
Plátōn	Platón
Tayiquistan	Tayikistán
Pokémon	Pokémon
Taihuan	República de China
YouTube	YouTube
Aristotelēs	Aristóteles
Taitlālpan	Tailandia
Tepozcōātl	Tren
Turcmenistan	Turkmenistán
Tlacetilīlli Arabiaemiryōtl	Emiratos Árabes Unidos
Vietnam	Vietnam
Charles Chaplin	Charles Chaplin
Novosibirsk	Novosibirsk
Corea Huitztlāmpa	Corea del Sur
The Simpsons	Los Simpson
Yekaterinburg	Ekaterimburgo
Afganistan	Afganistán
Nizhniy Novgorod	Nizhni Nóvgorod
J.R.R. Tolkien	J. R. R. Tolkien
Cōztic teōcuitlatl	Oro
Omsk	Omsk
Tlamatiliztlācatl	Científico
Bangladex	Bangladés
Chelyabinsk	Cheliábinsk
Rostov na Donu	Rostov del Don
Mali	Malí
Sōcratēs	Sócrates
Volgograd	Volgogrado
Angola	Angola
Butan	Bután
Brunei	Brunéi
Tanzania	Tanzania
Yōliamochitl	Mercurio (elemento)
Roald Amundsen	Roald Amundsen
Filipinas	Filipinas
Tlācatlahtohcāyōtl Tlahco Africa	República Centroafricana
Isaac Newton	Isaac Newton
Albert Einstein	Albert Einstein
Cōztic	Amarillo
Togo	Togo
Tunez	Túnez
Zambia	Zambia
Zimbahue	Zimbabue
Pequin	Pekín
Sudan Huitztlāmpa	Sudán del Sur
Benin	Benín
Botzhuana	Botsuana
Burquina Faso	Burkina Faso
Burundi	Burundi
Comoras	Comoras
Tlācatlahtohcāyōtl in Congo	República del Congo
Tlācatlahtohcāyōtl Tlācatēpacholiztli in Congo	República Democrática del Congo
San Antonio, Texas	San Antonio (Texas)
Yibuti	Yibuti
Bavaria	Baviera
Guinea Tlahcotlālticpac	Guinea Ecuatorial
Baden-Württemberg	Baden-Wurtemberg
Eritrea	Eritrea
Yancuīc Delhi	Nueva Delhi
Ioannes Paulus II	Juan Pablo II
Tibilisi	Tiflis
Conētzintli	Bebé
Gabon	Gabón
Gambia	Gambia
Guinea	Guinea
Guinea Bissau	Guinea-Bisáu
Tlanomihuēyātēnco	Costa de Marfil
Camerun	Camerún
Cabo Xoxoctic	Cabo Verde
Lesoto	Lesoto
Liberia	Liberia
Libia	Libia
Madagascar	Madagascar
Malahui	Malaui
Stuttgart	Stuttgart
Mauritania	Mauritania
Mauricio	Mauricio
Marruecos	Marruecos
Mozambique	Mozambique
Namibia	Namibia
Niger	Níger
Nigeria	Nigeria
Charles Darwin	Charles Darwin
Uganda	Uganda
Ruanda	Ruanda
Santo Tomé īhuān Tlahtohcāpilli	Santo Tomé y Príncipe
Senegal	Senegal
Seychelles	Seychelles
Sierra Leona	Sierra Leona
Somalia	Somalia
Nextictepoztli	Niobio
Julius Caesar	Julio César
Sudan	Sudán
Suazitlālpan	Suazilandia
Cōzamālōtl	Arco iris
Hamburg	Hamburgo
Tlacetilīlli Tlācatiyān	Organización de las Naciones Unidas
Dante Alighieri	Dante Alighieri
Tlālmatiliztli	Geología
Cemānāhuacāyōtl	Geografía
Yōllōtl	Corazón
Cuāyōllōtl	Cerebro
Cuetlaxtli	Piel
Tlapālli	Color
Praha	Praga
Texohtic	Azul
Iztāc teōcuitlatl	Plata
Amochitl	Estaño
Ilhuicateōtepoztli	Uranio
Mictlāntēuctepoztli	Plutonio
Tlāloctepoztli	Neptunio
Anime	Anime
Nelnextictepoztli	Tantalio
Bill Clinton	Bill Clinton
Mumbai	Bombay
Michigan	Míchigan
Aquitania	Aquitania
Puerto Rico	Puerto Rico
Schleswig-Holstein	Schleswig-Holstein
Mecklenburg-Pommern Cihuātlāmpa	Mecklemburgo-Pomerania Occidental
Tlani Saxonia	Baja Sajonia
Rhein Mictlāmpa-Westfalen	Renania del Norte-Westfalia
Hessen	Hesse
Rheinland-Pfalz	Renania-Palatinado
Saarland	Sarre
Saxonia	Sajonia
John Lennon	John Lennon
Illinois	Illinois
Thüringen	Turingia
Saxonia-Anhalt	Sajonia-Anhalt
Dakota Mictlāmpa	Dakota del Norte
Brandenburg	Brandeburgo
Bremen	Bremen (estado)
Lombardia	Lombardía
Dakota Huitztlāmpa	Dakota del Sur
Montana	Montana
Wyoming	Wyoming
Ierusalem	Jerusalén
Idaho	Idaho
Washington	Washington (estado)
Nevada	Nevada
Ilhuicaātl Índico	Océano Índico
Cosovo	Kosovo
Huēyātl Caribe	Mar Caribe
Ban Ki-moon	Ban Ki-moon
Kofi Annan	Kofi Annan
Javier Pérez de Cuéllar	Javier Pérez de Cuéllar
Colorado	Colorado
Frédéric Chopin	Frédéric Chopin
Neneuhcāyōtl:Índice de categorías	Categoría:Índice de categorías
Gent	Gante
Chicago	Chicago
The Beatles	The Beatles
Maastricht	Maastricht
Cehuetzilizpan	Invierno
Xōxōpan	Primavera
Xōpantlah	Verano
Pixcayān	Otoño
Caxtillāntlahtōlli	Idioma español
Montevideo	Montevideo
Johann Sebastian Bach	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Opera	Ópera
Calcuta	Calcuta
Opel Astra	Opel Astra
Daca	Daca
Tocatl	Araneae
Islamabad	Islamabad
Ozomahtli	Mono
Virginia	Virginia
Virginia Tlāpcopa	Virginia Occidental
Yancuīc York	Nueva York (estado)
Rhode Island	Rhode Island
Yolcatzin	Insecta
Maryland	Maryland
Delaware	Delaware
Ohio	Ohio
Pennsylvania	Pensilvania
Uetersen	Uetersen
Augustus	César Augusto
Yancuīc Jersey	Nueva Jersey
Fintlahtōlli	Idioma finés
Indiana	Indiana
Nokia	Nokia
Tepozmalacatl	Automóvil
Georgia (Tlacetilīlli Tlahtohcāyōtl)	Georgia (Estados Unidos)
Zagreb	Zagreb
Texas	Texas
Genova	Génova
Carolina Mictlāmpa	Carolina del Norte
Carolina Huitztlāmpa	Carolina del Sur
Calabria	Calabria
Sicilia	Sicilia
Manillah	Manila
Sardegna	Cerdeña
Feltre	Feltre
Buenos Aires	Buenos Aires
Āltepētl Mēxihco	México, D. F.
Tōquiō	Tokio
La Paz, Bolivia	La Paz
Barcelona	Barcelona
Matzahtli	Ananas comosus
Mississippi	Misisipi
Tennessee	Tennessee
Richard Wagner	Richard Wagner
Astana	Astaná
Yancuīc Mēxihco	Nuevo México
Atēna	Atenas
Minnesota	Minnesota
Bagdād	Bagdad
Caracas	Caracas
Tlatēcpānalli cemānāhuaccāhuitl	Tiempo universal coordinado
Wisconsin	Wisconsin
Cyndi Lauper	Cyndi Lauper
Iowa	Iowa
Nebraska	Nebraska
Āltepētl Cuauhtēmallān	Ciudad de Guatemala
Kansas	Kansas
La Ahuana	La Habana
Inditlahtōlli	Hindi
Maratitlahtōlli	Idioma maratí
Missouri	Misuri
Louisiana	Luisiana
Kentucky	Kentucky
Arkansas	Arkansas
Urdutlahtōlli	Urdu
Oklahoma	Oklahoma
Danubio	Danubio
Kiel	Kiel
Schwerin	Schwerin
Potsdam	Potsdam
Hannover	Hannover
Düsseldorf	Düsseldorf
Mainz	Maguncia
Wiesbaden	Wiesbaden
Saarbrücken	Sarrebruck
Munich	Múnich
Erfurt	Érfurt
Dresden	Dresde
Magdeburg	Magdeburgo
Innsbruck	Innsbruck
Viena	Viena
Madonna	Madonna
Copenague	Copenhague
Estocolmo	Estocolmo
Helsinqui	Helsinki
Dublin	Dublín
Reikiavik	Reikiavik
Tallin	Tallin
Rīga	Riga
Bratislava	Bratislava
Budapest	Budapest
Gdansk	Gdansk
Frankfurt in Main	Fráncfort del Meno
Wroclaw	Breslavia
Cemānāuhtic Quixtianayōtl	Catolicismo
Vaduz	Vaduz
Teōāmoxtli	Biblia
Āltepētl San Marino	San Marino (ciudad)
Nom Pen	Nom Pen
Āltepētl Ho Chi Minh	Ciudad Ho Chi Minh
Hanoi	Hanói
Jesús Nelli Iglesia	Verdadera Iglesia de Jesús
Inglatlahtōlli	Idioma inglés
Andorra in Huehcāuh	Andorra la Vieja
Dong Hoi	Đồng Hới
Concepción, Chile	Concepción (Chile)
Bologna	Bolonia
Cagliari	Cagliari
Kiev	Kiev
Ontario	Ontario
Ottawa	Ottawa
Huēyitzitzimicītlalli īmētz	Satélites de Júpiter
Yuba	Yuba (Sudán del Sur)
Manitoba	Manitoba
Alberta	Alberta
Yancuīc Escocia	Nueva Escocia
Erevan	Ereván
Końskowola	Końskowola
Formula 1	Fórmula 1
Tzitzimicītlalli īmētz	Satélites de Saturno
British Columbia	Columbia Británica
2000	2000
2003	2003
2002	2002
2001	2001
Saskatchewan	Saskatchewan
2012	2012
2011	2011
2010	2010
2009	2009
2013	2013
2014	2014
2015	2015
2008	2008
Yukon	Yukón
2004	2004
2005	2005
2006	2006
Nunavut	Nunavut
2007	2007
Verona	Verona
1900	1900
1901	1901
1902	1902
Florencia	Florencia
1903	1903
1904	1904
1905	1905
1907	1907
1906	1906
1908	1908
1909	1909
1992	1992
1991	1991
1990	1990
1993	1993
Essen	Essen
1994	1994
1995	1995
1996	1996
1910	1910
1911	1911
1912	1912
Leipzig	Leipzig
1913	1913
1914	1914
1915	1915
1916	1916
1997	1997
1998	1998
Nürnberg	Núremberg
1999	1999
1917	1917
1918	1918
Tlacualli	Alimento
Cōātl	Serpentes
Onohuayān Arica īhuān Parinacota	Región de Arica y Parinacota
Onohuayān Antofagasta	Región de Antofagasta
Onohuayān Atacama	Región de Atacama
Onohuayān Coquimbo	Región de Coquimbo
Winnipeg	Winnipeg
Tlāloccītlalli īmētz	Satélites de Neptuno
Āltepētl Quebec	Quebec (ciudad)
1 ic cē mētztli	1 de enero
2 ic cē mētztli	2 de enero
Ilhuicateōcītlalli īmētz	Satélites de Urano
1920	1920
3 ic cē mētztli	3 de enero
1919	1919
1921	1921
1922	1922
Onohuayān Maule	Región del Maule
4 ic cē mētztli	4 de enero
1923	1923
Onohuayān Biobío	Región del Bío-Bío
1924	1924
Onohuayān La Araucanía	Región de la Araucanía
Onohuayān Los Ríos	Región de Los Ríos
Onohuayān Los Lagos	Región de Los Lagos
5 ic cē mētztli	5 de enero
Arica	Arica
6 ic cē mētztli	6 de enero
7 ic cē mētztli	7 de enero
8 ic cē mētztli	8 de enero
9 ic cē mētztli	9 de enero
10 ic cē mētztli	10 de enero
11 ic cē mētztli	11 de enero
12 ic cē mētztli	12 de enero
13 ic cē mētztli	13 de enero
14 ic cē mētztli	14 de enero
15 ic cē mētztli	15 de enero
16 ic cē mētztli	16 de enero
17 ic cē mētztli	17 de enero
18 ic cē mētztli	18 de enero
19 ic cē mētztli	19 de enero
20 ic cē mētztli	20 de enero
21 ic cē mētztli	21 de enero
22 ic cē mētztli	22 de enero
23 ic cē mētztli	23 de enero
Roma Emperadoryōtl	Imperio romano
24 ic cē mētztli	24 de enero
25 ic cē mētztli	25 de enero
Minsk	Minsk
26 ic cē mētztli	26 de enero
27 ic cē mētztli	27 de enero
28 ic cē mētztli	28 de enero
29 ic cē mētztli	29 de enero
30 ic cē mētztli	30 de enero
31 ic cē mētztli	31 de enero
2 Tlamahtlācōnti	2 de diciembre
1 Tlamahtlācōnti	1 de diciembre
Tlamahtlācōnti 3	3 de diciembre
Tlamahtlācōnti 7	7 de diciembre
Tlamahtlācōnti 5	5 de diciembre
Tlamahtlācōnti 8	8 de diciembre
Tlamahtlācōnti 10	10 de diciembre
Tlamahtlācōnti 6	6 de diciembre
Tlamahtlācōnti 9	9 de diciembre
Pink Floyd	Pink Floyd
AvtoVAZ	AvtoVAZ
Tlamahtlācōnti 4	4 de diciembre
1 Tlaōnti	1 de febrero
2 Tlaōnti	2 de febrero
3 Tlaōnti	3 de febrero
Kurów	Kurów
Tlaōnti 4	4 de febrero
Tlaōnti 5	5 de febrero
Tlaōnti 6	6 de febrero
Tlaōnti 7	7 de febrero
Tlaōnti 8	8 de febrero
Tlaōnti 9	9 de febrero
10 Tlaōnti	10 de febrero
14 Tlaōnti	14 de febrero
13 Tlaōnti	13 de febrero
15 Tlaōnti	15 de febrero
11 Tlaōnti	11 de febrero
12 Tlaōnti	12 de febrero
19 Tlaōnti	19 de febrero
17 Tlaōnti	17 de febrero
16 Tlaōnti	16 de febrero
18 Tlaōnti	18 de febrero
Tlaōnti 20	20 de febrero
21 Tlaōnti	21 de febrero
Tlaōnti 22	22 de febrero
Tlaōnti 23	23 de febrero
24 tlaōnti	24 de febrero
25 tlaōnti	25 de febrero
Tlaōnti 26	26 de febrero
27	27
Tlaōnti 27	27 de febrero
Tlaōnti 28	28 de febrero
Tlamahtlācōnti 11	11 de diciembre
Tlaōnti 29	29 de febrero
Tlamahtlācōnti 12	12 de diciembre
Tlamahtlācōnti 13	13 de diciembre
Tlamahtlācōnti 14	14 de diciembre
Tlamahtlācōnti 15	15 de diciembre
Tlayēti 2	2 de marzo
Tlayēti 3	3 de marzo
Tlayēti 5	5 de marzo
Tlayēti 1	1 de marzo
Tlayēti 7	7 de marzo
Tlayēti 8	8 de marzo
Tlayēti 4	4 de marzo
Tlayēti 10	10 de marzo
11 tlayēti	11 de marzo
Tlayēti 6	6 de marzo
Tlayēti 13	13 de marzo
Tlayēti 9	9 de marzo
12 tlayēti	12 de marzo
Tlayēti 15	15 de marzo
Tlayēti 14	14 de marzo
Tlamahtlācōnti 16	16 de diciembre
Tlamahtlācōnti 17	17 de diciembre
Tlayēti 16	16 de marzo
Tlayēti 17	17 de marzo
Tlayēti 18	18 de marzo
Tlayēti 19	19 de marzo
1989	1989
1988	1988
Tlayēti 20	20 de marzo
1987	1987
1986	1986
1985	1985
1984	1984
Tlayēti 21	21 de marzo
1983	1983
Tlayēti 22	22 de marzo
1982	1982
1981	1981
Tlamahtlācōnti 18	18 de diciembre
1980	1980
Tlayēti 23	23 de marzo
19 tlamahtlācōnti	19 de diciembre
Tlayēti 24	24 de marzo
Tlayēti 25	25 de marzo
Tlamahtlācōnti 20	20 de diciembre
Tlayēti 26	26 de marzo
Tlayēti 27	27 de marzo
Tlayēti 28	28 de marzo
Tlayēti 29	29 de marzo
Tlayēti 30	30 de marzo
Tlayēti 31	31 de marzo
Nassau	Nasáu
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
Konrad Adenauer	Konrad Adenauer
Benedictus XVI	Benedicto XVI
Ludwig Erhard	Ludwig Erhard
15 Tlanāuhti	15 de abril
Tlanāuhti 13	13 de abril
Tlanāuhti 12	12 de abril
Tlanāuhti 14	14 de abril
Tlanāuhti 11	11 de abril
Tlanāuhti 10	10 de abril
Tlanāuhti 8	8 de abril
Tlanāuhti 9	9 de abril
7 tlanāuhti	7 de abril
Tlanāuhti 6	6 de abril
Tlanāuhti 5	5 de abril
Tlanāuhti 4	4 de abril
Tlanāuhti 3	3 de abril
Tlanāuhti 1	1 de abril
Tlanāuhti 2	2 de abril
Kurt Georg Kiesinger	Kurt Georg Kiesinger
Willy Brandt	Willy Brandt
Helmut Schmidt	Helmut Schmidt
Helmut Kohl	Helmut Kohl
Tlanāuhti 16	16 de abril
Tlanāuhti 17	17 de abril
Tlanāuhti 18	18 de abril
Tlanāuhti 19	19 de abril
20 Tlanāuhti	20 de abril
Tlanāuhti 21	21 de abril
22 Tlanāuhti	22 de abril
Tlanāuhti 23	23 de abril
Tlanāuhti 24	24 de abril
Gerhard Schröder	Gerhard Schröder
Tlanāuhti 25	25 de abril
Tlanāuhti 26	26 de abril
Tlanāuhti 27	27 de abril
Tlanāuhti 28	28 de abril
Tlanāuhti 29	29 de abril
Tlanāuhti 30	30 de abril
Christian Wulff	Christian Wulff
Horst Köhler	Horst Köhler
Tlamācuīlti 1	1 de mayo
Tlamācuīlti 2	2 de mayo
Tlamācuīlti 3	3 de mayo
Tlamācuīlti 4	4 de mayo
Tlamācuīlti 5	5 de mayo
Johannes Rau	Johannes Rau
Tlamācuīlti 6	6 de mayo
Tlamācuīlti 7	7 de mayo
Tlamācuīlti 8	8 de mayo
Tlamācuīlti 9	9 de mayo
Tlamācuīlti 10	10 de mayo
Tlamācuīlti 11	11 de mayo
Tlamācuīlti 12	12 de mayo
Tlamācuīlti 13	13 de mayo
Tlamācuīlti 14	14 de mayo
Tlamācuīlti 15	15 de mayo
Tlamācuīlti 16	16 de mayo
Tlamācuīlti 17	17 de mayo
Tlamācuīlti 18	18 de mayo
Tlamācuīlti 19	19 de mayo
Tlamācuīlti 20	20 de mayo
Tlamācuīlti 21	21 de mayo
Tlamācuīlti 22	22 de mayo
Tlamācuīlti 23	23 de mayo
Tlamācuīlti 24	24 de mayo
Tlamācuīlti 25	25 de mayo
Tlamācuīlti 26	26 de mayo
Tlamācuīlti 27	27 de mayo
Tlamācuīlti 28	28 de mayo
Tlamācuīlti 29	29 de mayo
Tlamācuīlti 30	30 de mayo
Tlamācuīlti 31	31 de mayo
Paul McCartney	Paul McCartney
Tlamahtlācōnti 21	21 de diciembre
Erich Honecker	Erich Honecker
Tlachicuazti 14	14 de junio
Tlachicuazti 15	15 de junio
Tlachicuazti 13	13 de junio
Tlachicuazti 10	10 de junio
7 Tlachicuazti	7 de junio
Tlachicuazti 11	11 de junio
9 Tlachicuazti	9 de junio
Tlachicuazti 12	12 de junio
6 Tlachicuazti	6 de junio
8 Tlachicuazti	8 de junio
