Africa	África
Hugo Laurentius Augustus Hofmann von Hofmannsthal	Hugo von Hofmannsthal
Iuncta Extremadurae	Junta de Extremadura
Alanus J. Pakula	Alan J. Pakula
Sydney Pollack	Sydney Pollack
Miloslaus Forman	Miloš Forman
Ludovicus Buñuel	Luis Buñuel
Iacobus Tati	Jacques Tati
Romanus Polański	Roman Polanski
Sidney Lumet	Sidney Lumet
Ioannes Landis	John Landis
Spike Lee	Spike Lee
Iacobus Ivory	James Ivory
Iosephus Leo Mankiewicz	Joseph L. Mankiewicz
Gustavus Leonhardt	Gustav Leonhardt
Providentia (Chilia)	Providencia (Chile)
Promontorium Arenosum	Punta Arenas
Epistula ad Philippenses	Epístola a los filipenses
Requiem	Réquiem
Annus liturgicus	Año litúrgico
Canonizatio	Canonización
Canon (Biblia)	Canon bíblico
Messias	Mesías
Nativitas Iesu	Natividad
Parabolae (Iesus)	Parábolas de Jesús
Ultima Cena	La Última Cena
Crucifixio Iesu	Crucifixión de Jesús
Ascensio Domini	Día de la Ascensión
Parusia	Segunda Venida
Sermo montanus	Sermón del monte
Beatitudines	Bienaventuranza
Ecclesia antiqua	Cristianismo primitivo
Oecumenicum concilium	Concilio ecuménico
Schisma anni 1054	Cisma de Oriente
Prima expeditio sacra	Primera Cruzada
Secunda expeditio sacra	Segunda Cruzada
Tertia expeditio sacra	Tercera Cruzada
Quarta expeditio sacra	Cuarta Cruzada
Expeditio sacra in Albigenses	Cruzada albigense
Peregrinatio puerorum	Cruzada de los niños
Quinta expeditio sacra	Quinta Cruzada
The Passion of the Christ	La pasión de Cristo
Israelitae	Tribus de Israel
Canticum Canticorum	Cantar de los Cantares
Sancti Magi	Reyes Magos
Herodes	Herodes I el Grande
Marcus Antonius	Marco Antonio
Prophetia Malachiae	Libro de Malaquías
Aaron	Aarón
Pontifex (Iudaismus)	Sumo sacerdote de Israel
Pagopago	Pago Pago
Houma	Houma
Jedi	Jedi
Mace Windu	Mace Windu
Yoda	Yoda
Ascension Paroecia	Parroquia de Ascension
Qui-Gon Jinn	Qui-Gon Jinn
Obi-Wan Kenobi	Obi-Wan Kenobi
Luke Skywalker	Luke Skywalker
Ahsoka Tano	Ahsoka Tano
Darth Maul	Darth Maul
Palpatine	Palpatine
Sith	Sith
C-3PO	C-3PO
R2-D2	R2-D2
Padmé Amidala	Padmé Amidala
Jar Jar Binks	Jar Jar Binks
Jabba the Hutt	Jabba el Hutt
Principissa Leia	Leia Organa
Han Solo	Han Solo
Chewbacca	Chewbacca
Index personarum ex Star Wars	Anexo:Personajes de Star Wars
Aquaviva (Barium)	Acquaviva delle Fonti
Adelphia	Adelfia
Silva Alborelli	Alberobello
Binectum	Binetto
Bitettum	Bitetto
Bitrictum	Bitritto
Capursium	Capurso
Casa Maxima	Casamassima
Cassanum (Apulia)	Cassano delle Murge
Castellana	Castellana Grotte
Locus Rotundus	Locorotondo
Cupersanum	Conversano
Coratum	Corato
Gioia (Apulia)	Gioia del Colle
Gravina (Apulia)	Gravina in Puglia
Grumum (Apulia)	Grumo Appula
Meduneum	Modugno
Mola (Apulia)	Mola di Bari
Monopolis	Monopoli
Nucum	Noci
Noia (Apulia)	Noicàttaro
Palum (Apulia)	Palo del Colle
Podium Ursini	Poggiorsini
Polinianum	Polignano a Mare
Puteanum	Putignano
Rutilianum	Rutigliano
Rubi (Apulia)	Ruvo di Puglia
Casalis Sancti Michaelis	Sammichele di Bari
Fanum Sancti Nicandri Barensis	Sannicandro di Bari
Fanum Sancti Erasmi	Santeramo in Colle
Terlitium	Terlizzi
Turittum	Toritto
Trigianum	Triggiano
Turium	Turi
Valenzanum	Valenzano
Carovineum	Carovigno
Cilium Peucetium	Ceglie Messapica
Caelinum	Cellino San Marco
Cisterninum	Cisternino
Terra Hercularum Messapicarum	Erchie
Fasanum	Fasano
Francavilla (Apulia)	Francavilla Fontana
Lateanum	Latiano
Messapia (urbs)	Mesagne
Uria (Apulia)	Oria (Italia)
Ostunium	Ostuni
Fanum Sancti Donacii	San Donaci
Fanum Sancti Michaelis (Brundisium)	San Michele Salentino
Fanum Sancti Pancratii (Apulia)	San Pancrazio Salentino
Fanum Sancti Petri Vernotii	San Pietro Vernotico
Fanum Sancti Viti Sclavorum	San Vito dei Normanni
Torchearolum	Torchiarolo
Turris Sanctae Susannae	Torre Santa Susanna
Villa Montis Castelli	Villa Castelli (Italia)
Iohannes Damascenus	Juan Damasceno
Aquadia	Accadia
Alvarona	Alberona
Anxanum (Apulia)	Anzano di Puglia
Apricena	Apricena
Asculum Apulum	Ascoli Satriano
Biccarum (Apulia)	Biccari
Bovinum	Bovino (Italia)
Cagnanum	Cagnano Varano
Candela	Candela (Italia)
Carapella	Carapelle
Carlantinus	Carlantino
Carpenum	Carpino
Casalis Novi Montis Rotarii	Casalnuovo Monterotaro
Casalevetus	Casalvecchio di Puglia
Castrum Saurorum	Castelluccio dei Sauri
Castrum Vallis Maioris	Castelluccio Valmaggiore
Castrum Sclavorum	Castelnuovo della Daunia
Celemna	Celenza Valfortore
Cellae Sancti Viti	Celle di San Vito
Pleuctum	Chieuti
Ilicetum	Deliceto
Faetum	Faeto
Eschitella	Ischitella
Diomedeae insulae	Islas Tremiti
Lesina (Italia)	Lesina
Luceria	Lucera
Matinata	Mattinata
Mons Sancti Angeli	Monte Sant'Angelo
Mons Leo (Apulia)	Monteleone di Puglia
Mocta Montis Corvini	Motta Montecorvino
Herdonea	Ordona
Castrum Ursariae	Orsara di Puglia
Hortua	Orta Nova
Castrum Pandi	Panni
Pescutium	Peschici
Podium Imperiale	Poggio Imperiale
Arinianum (Apulia)	Rignano Garganico
Rocheta (Apulia)	Rocchetta Sant'Antonio
Rhodium (Apulia)	Rodi Garganico
Rositum	Roseto Valfortore
Fanum Sancti Ioannis Rotundi	San Giovanni Rotondo
Fanum Sancti Marci in Lamis	San Marco in Lamis
Fanum Sancti Marci ad Catulam	San Marco la Catola
Fanum Sancti Nicandris	San Nicandro Garganico
Fanum Sancti Pauli Graecorum	San Paolo di Civitate
Fanum Sanctae Agathae Apuliae	Sant'Agata di Puglia
Castrum Serrae Capriolae	Serracapriola
Stornara	Stornara
Stornarella	Stornarella
Turris Maior	Torremaggiore
Aecae	Troia
Castrum Vici	Vico del Gargano
Vesta (Apulia)	Vieste
Vulturaria (Apulia)	Volturara Appula
Vulturinus	Volturino
Zapponetum	Zapponeta
Ioannes Gottfried Schadow	Johann Gottfried Schadow
Ebola febris haemorrhagica	Enfermedad por el virus del Ébola
Vetrana	Avetrana
Carosinus	Carosino
Castania (Apulia)	Castellaneta
Crispianum	Crispiano
Faggianus	Faggiano
Fragagnanus	Fragagnano
Genusia	Ginosa
Cryptaleae	Grottaglie
Latertia	Laterza
Leporanus	Leporano
Licyanum	Lizzano
Mandurium	Manduria
Martina (Italia)	Martina Franca
Marubium (Apulia)	Maruggio
Massa Afra	Massafra
Mons Iasium	Monteiasi
Mons Mesula	Montemesola
Mons Paranus	Monteparano
Motula	Mottola
Palatianellus	Palagianello
Palatianus	Palagiano
Pulsanus	Pulsano
Casalis Rocae	Roccaforzata
Fanum Sancti Georgii (Apulia)	San Giorgio Ionico
Fanum Sancti Martialis	San Marzano di San Giuseppe
Sava	Sava (Italia)
Statiae	Statte
Turricella (Apulia)	Torricella
Dialecti Theodiscae altae	Lenguas altogermánicas
Anglarium	Anghiari
Abbatia Teudalda	Badia Tedalda
Biblena	Bibbiena
Castrum Bucinae	Bucine
Campus Leonis	Capolona
Caprisae	Caprese Michelangelo
Castrum Foconianum	Castel Focognano
Castrum Sancti Nicolai	Castel San Niccolò
Castrum Francum Superius	Castelfranco di Sopra
Castillio de Filiis Bocchi	Castiglion Fibocchi
Castillio Florentinus	Castiglion Fiorentino
Caprilia (Tuscia)	Cavriglia
Chitinianum	Chitignano
Clusa (Tuscia)	Chiusi della Verna
Civitella Vicecomitatus Vallis Ambrae	Civitella in Val di Chiana
Cortona	Cortona
Foianum (Tuscia)	Foiano della Chiana
Laterinus	Laterina
Laurus (Tuscia)	Loro Ciuffenna
Lucinianum	Lucignano
Marcianus (Arretium)	Marciano della Chiana
Mons Sancti Sabini	Monte San Savino
Mons Mignarius	Montemignaio
Mons Ercli	Monterchi
Mons Varchi	Montevarchi
Ortignanum Castrum Rozoli	Ortignano Raggiolo
Pergina	Pergine Valdarno
Planities ad Rescum	Pian di Scò
Plebs Sancti Stephani	Pieve Santo Stefano
Popium	Poppi
Pratum Vetus	Pratovecchio
Fanum Sancti Ioannis in Altura	San Giovanni Valdarno
Burgus Sancti Sepulcri	Sansepolcro
Sentinum (Tuscia)	Sestino
Staia	Stia
Medioburgum	Middelburg
Subianum	Subbiano
Castrum Sanctae Mariae	Terranuova Bracciolini
Habitatio	Hábitat
Biogeographia	Biogeografía
Geographia physica	Geografía física
Aquara Capitis	Acquarica del Capo
Alexanum	Alessano
Aletium	Alezio
Alista	Alliste
Andranum	Andrano
Aradeum	Aradeo
Arnesanum	Arnesano
Balneolum (Apulia)	Bagnolo del Salento
Botrunum	Botrugno
Calimera	Calimera
Campiae (Apulia)	Campi Salentina
Cannulae	Cannole
Caprarica Lycii	Caprarica di Lecce
Carmianum	Carmiano
Carpinianum (Apulia)	Carpignano Salentino
Caesaranum	Casarano
Castra Lupiensia	Castri di Lecce
Castrinianum Graecorum	Castrignano de' Greci
Castrinianum Sanctae Mariae de Finibus Terrae	Castrignano del Capo
Castrum Minervae	Castro (Italia)
Caballinum	Cavallino (Italia)
Collispatium	Collepasso
Cupertinum	Copertino
Corilianum	Corigliano d'Otranto
Corsanum	Corsano
Cursium	Cursi
Cutrophianum	Cutrofiano
Disum	Diso
Galianum (Apulia)	Gagliano del Capo
Galatina	Galatina
Galatona	Galatone
Gallipolis	Gallipoli (Italia)
Juianellum	Giuggianello
Jurdinianum	Giurdignano
Guanianum	Guagnano
Lequilae	Lequile
Liberanum	Leverano
Licyanellum	Lizzanello
Malleae	Maglie
Marthanum	Martano
Martinianum	Martignano
Matinum (Provincia Lupiensis)	Matino
Malenduneum	Melendugno
Melissanum	Melissano
Melpinianum	Melpignano
Misianum	Miggiano
Minervinum (Apulia)	Minervino di Lecce
Montaurunium	Monteroni di Lecce
Mons Sanus Sallentinus	Montesano Salentino
Phaedrus	Gayo Julio Fedro
Morcianum (Apulia)	Morciano di Leuca
Murus (Apulia)	Muro Leccese
Neritum	Nardò
Nevianum	Neviano
Nociliae	Nociglia
Fanum Sanctae Mariae de Novis	Novoli
Hortellae	Ortelle
Hydruntum	Otranto
Palmaricium	Palmariggi
Parabita	Parabita
Patum	Patù
Podium Arduum	Poggiardo
Portus Sasinae	Porto Cesareo
Praesitium	Presicce
Racleum	Racale
Rufanum	Ruffano
Hasina Wajed	Sheikh Hasina
Casalis Salicis	Salice Salentino
Salvium	Salve (Italia)
Fanum Sancti Cassiani (Apulia)	San Cassiano (Italia)
Fanum Sancti Caesarii (Apulia)	San Cesario di Lecce
Fanum Sancti Donati (Apulia)	San Donato di Lecce
Fanum Sancti Petri in Lama	San Pietro in Lama
Sanarica	Sanarica
Rinocallum	Sannicola
Fanum Sanctae Caesariae	Santa Cesarea Terme
Scorranum	Scorrano
Syclum	Seclì
Soleanum	Sogliano Cavour
Soletum	Soleto
Specla Presbyterorum	Specchia
Sponganum	Spongano
Quintianum (Apulia)	Squinzano
Sternathia	Sternatia
Supersanum	Supersano
Suranum (Apulia)	Surano
Surbium	Surbo
Trantor	Trántor
Taurisanum	Taurisano
Tavianum	Taviano
Tigianum	Tiggiano
Treputiae	Trepuzzi
Tricasium	Tricase
Tugliae	Tuglie
Uxentum	Ugento
Ugianum Ecclesiae	Uggiano la Chiesa
Argelata	Argelato
Veliae	Veglie
Vernulae	Vernole
Zullinum	Zollino
Méallet	Méallet
Aula (Italia)	Aulla
Bagnonis	Bagnone
Casula (Tuscia)	Casola in Lunigiana
Comanum (Tuscia)	Comano (Italia)
Filictaria	Filattiera
Fivisanum	Fivizzano
Fosdenovum	Fosdinovo
Liciana	Licciana Nardi
Mons Tiniosus	Montignoso
Munatium	Mulazzo
Potentiana	Podenzana
Apua	Pontremoli
Tresiana	Tresana
Villa Franca (Tuscia)	Villafranca in Lunigiana
Silva Cerri	Zeri
Iron Comitatus (Visconsinia)	Condado de Iron (Wisconsin)
Alexius Stachanov	Alekséi Stajánov
Acceptura	Accettura
Alianum	Aliano
Bernauda	Bernalda
Calcianum	Calciano
Cirilianum	Cirigliano
Colobrarium	Colobraro
Cracum	Craco
Troilia	Ferrandina
Garagusium	Garaguso
Gurgulio	Gorgoglione
Grassanum (Lucania)	Grassano
Cryptulae	Grottole
Mons Pelusiae	Irsina
Categoria:Alkanum	Categoría:Alcanos
Categoria:Alkenum	Categoría:Alquenos
Categoria:Alkinum	Categoría:Alquinos
Milionicum	Miglionico
Mons Albanus (Lucania)	Montalbano Jonico
Mons Caveosus	Montescaglioso
Bucita	Nova Siri
Olivetum (Lucania)	Oliveto Lucano
Pisticium	Pisticci
Polychorium	Policoro
Pomaricum	Pomarico
Rotundella	Rotondella
Salandra	Salandra
Fanum Sancti Georgii (Lucania)	San Giorgio Lucano
Fanum Sancti Mauri (Lucania)	San Mauro Forte
Scantianum	Scanzano Jonico
Stilianum	Stigliano
Tricaricum	Tricarico
Tursium	Tursi
Favalis Sancti Cataldi	Valsinni
Universitas Kansiensis	Universidad de Kansas
Dorsum Durum	Dorsoduro
Canareclus	Cannaregio
Castellum (Venetiae)	Castello (Venecia)
Sextarius Sancti Marci	San Marco (Venecia)
Sextarius Sancti Pauli	San Polo
Spina Longa	Giudecca
Murianum	Murano
Boreanum	Burano
Turricellum	Torcello
Wu-Tang Clan	Wu-Tang Clan
Formula:Taxobox	Plantilla:Ficha de taxón
Apriola	Abriola
Acheruntia	Acerenza
Albanum (Lucania)	Albano di Lucania
Ansia	Anzi
Armentum	Armento
Atella (Lucania)	Atella
Avilianum (Lucania)	Avigliano
Balvanum	Balvano
Bantium	Banzi
Baragianum	Baragiano
Barelium	Barile (Italia)
Basilica Sanctae Mariae Salutis	Basílica de Santa Maria della Salute
Abella (Lucania)	Bella (Italia)
Burgentia	Brienza
Brundisium de Montanea	Brindisi Montagna
Calvellum (Lucania)	Calvello
Calaura	Calvera (Italia)
Campus Maior (Lucania)	Campomaggiore
Cancellaria	Cancellara (Italia)
Carboni	Carbone (Italia)
Castrum Grandine	Castelgrande
Castellucium Inferum	Castelluccio Inferiore
Castellucium Superum	Castelluccio Superiore
Castrum Medianum	Castelmezzano
Castrum Saracenum	Castelsaraceno
Castrum Novum (Lucania)	Castronuovo di Sant'Andrea
Cersosimum	Cersosimo (Italia)
Clarus Mons (Italia)	Chiaromonte
Corletum (Lucania)	Corleto Perticara
Episcopia	Episcopia
Fardella	Fardella
Filianum	Filiano
Forentia	Forenza
Franca Villa (Lucania)	Francavilla in Sinni
Gallicchium	Gallicchio
Gentianum (Lucania)	Genzano di Lucania
Genestrum	Ginestra (Italia)
Grumentum Vetus	Grumento Nova
Castrum Perticarii	Guardia Perticara
Nerulus	Lagonegro
Latronicum	Latronico
Laurentiana (Lucania)	Laurenzana
Laurea	Lauria
Labellum	Lavello
Marathea	Maratea
Marsicum Novum	Marsico Nuovo
Marsicum Vetus	Marsicovetere
Marchesium	Maschito
Missanellum	Missanello
Moliternum	Moliterno
Mons Milo	Montemilone
Mons Murrus	Montemurro
Murus (Lucania)	Muro Lucano
Nemus Olim	Nemoli
Noia (Lucania)	Noepoli
Oppidum Lucanum	Oppido Lucano
Frumentaria	Formentera
Palatium Sancti Gervasii	Palazzo San Gervasio
Paternum (Lucania)	Paterno (Italia)
Ebusus	Ibiza
Petrapagana	Pescopagano
Picernum	Picerno
Petragalla	Pietragalla
Minorica	Menorca
Petrapertusia	Pietrapertosa
Vineola (Lucania)	Pignola
Rapolla	Rapolla
Rapo	Rapone
Rivus Niger (Lucania)	Rionero in Vulture
Ripacandida	Ripacandida
Rivellum (Lucania)	Rivello
Roccha Nova	Roccanova
Capraria (Insulae Baliares)	Isla de Cabrera
Rotunda	Rotonda (Italia)
Rotum	Ruoti
Rubi (Lucania)	Ruvo del Monte
Fanum Sancti Quirici	San Chirico Nuovo
Fanum Sancti Quirici Rapari	San Chirico Raparo
Fanum Sancti Costantini Albanici	San Costantino Albanese
Fanum Sancti Felicis (Lucania)	San Fele
Fanum Sancti Martini ad Acirem	San Martino d'Agri
Fanum Sancti Pauli Albanici	San Paolo Albanese
Fanum Sancti Severini (Lucania)	San Severino Lucano
Fanum Sancti Angeli de Fractis	Sant'Angelo Le Fratte
Fanum Sancti Archangeli (Lucania)	Sant'Arcangelo
Sarconium	Sarconi
Saxum (Lucania)	Sasso di Castalda
Petrafisia	Satriano di Lucania
Salvia (Lucania)	Savoia di Lucania
Senisium	Senise
Spinusium	Spinoso
Theana	Teana
Terra Nova (Lucania)	Terranova di Pollino
Titus (Italia)	Tito (Italia)
Tulbium	Tolve
Tramutula	Tramutola
Triclina	Trecchina
Trivineum	Trivigno
Balium	Vaglio Basilicata
Venusia	Venosa
Vetrum	Vietri di Potenza
Vingianellum	Viggianello (Italia)
Videianum	Viggiano
Barges (Clivus Aureus)	Barges (Côte-d'Or)
Bévy	Bévy
Bresco	Brochon
Broindon	Broindon
Chambœuf (Clivus Aureus)	Chambœuf (Côte-d'Or)
Chambolle-Musigny	Chambolle-Musigny
Chevannes (Clivus Aureus)	Chevannes (Côte-d'Or)
Clémencey	Clémencey
Collonges-lès-Bévy	Collonges-lès-Bévy
Corcelles-lès-Cîteaux	Corcelles-lès-Cîteaux
Couchey	Couchey
Communitas oeconomica Europaea	Comunidad Económica Europea
Ethanum	Etano
Curley (Clivus Aureus)	Curley
Curtil-Vergy	Curtil-Vergy
Détain-et-Bruant	Détain-et-Bruant
Épernay-sous-Gevrey	Épernay-sous-Gevrey
L'Étang-Vergy	L'Étang-Vergy
Fénay	Fénay
Fiscinis	Fixin
Gevrey-Chambertin	Gevrey-Chambertin
Messanges (Clivus Aureus)	Messanges (Côte-d'Or)
Morey-Saint-Denis	Morey-Saint-Denis
Noiron-sous-Gevrey	Noiron-sous-Gevrey
Xaverius Zanetti	Javier Zanetti
Gustavus VI Adolphus (rex Sueciae)	Gustavo VI Adolfo de Suecia
Quemigny-Poisot	Quemigny-Poisot
Reulle-Vergy	Reulle-Vergy
Saint-Philibert (Clivus Aureus)	Saint-Philibert (Côte-d'Or)
Saulon-la-Chapelle	Saulon-la-Chapelle
Saulon-la-Rue	Saulon-la-Rue
Savouges	Savouges
Segrois	Segrois
Semezanges	Semezanges
Ternant (Clivus Aureus)	Ternant (Côte-d'Or)
Urcy	Urcy
Gustavus V (rex Sueciae)	Gustavo V de Suecia
Ostrovia	Ostrów Wielkopolski
La sombra del viento	La sombra del viento
Fridericus Reinfeldt	Fredrik Reinfeldt
Carolus Bildt	Carl Bildt
Anscharius II (rex Sueciae)	Óscar II de Suecia
Carolus XV (rex Sueciae)	Carlos XV de Suecia
Anscharius I (rex Sueciae)	Óscar I de Suecia
Carolus XIV (rex Sueciae)	Carlos XIV Juan de Suecia
Carolus XIII (rex Sueciae)	Carlos XIII de Suecia
Gustavus IV Adolphus (rex Sueciae)	Gustavo IV Adolfo de Suecia
Gustavus III (rex Sueciae)	Gustavo III de Suecia
Adolphus Fridericus (rex Sueciae)	Adolfo Federico de Suecia
Fridericus I (rex Sueciae)	Federico I de Suecia
Ulrica Eleonora (regina Sueciae)	Ulrica Leonor de Suecia
Carolus XII (rex Sueciae)	Carlos XII de Suecia
Carolus XI (rex Sueciae)	Carlos XI de Suecia
Carolus X Gustavus (rex Sueciae)	Carlos X Gustavo de Suecia
Christina (regina Sueciae)	Cristina de Suecia
Gustavus II Adolphus (rex Sueciae)	Gustavo II Adolfo de Suecia
Carolus IX (rex Sueciae)	Carlos IX de Suecia
Sigismundus (rex Sueciae)	Segismundo III Vasa
Ioannes III (rex Sueciae)	Juan III de Suecia
Ericus XIV (rex Sueciae)	Erico XIV de Suecia
Gustavus I (rex Sueciae)	Gustavo I de Suecia
Alphonsinae	Alfonsine
Carolus Ioannes Thyselius	Carl Johan Thyselius
Bagnacaballum	Bagnacavallo
Anscharius Robertus Themptander	Robert Themptander
Silva Balnearia	Bagnara di Romagna
Castrum Brasichellae	Brisighella (Italia)
Casula Vallis Simnii	Casola Valsenio
Ericus Gustavus Boström	Erik Gustaf Boström
Fridericus Gulielmus de Otter	Fredrik von Otter
Castrum Bononiense	Castel Bolognese
Caervia	Cervia
Caput Silicis	Conselice
Cotoniola	Cotignola
Faventia	Faenza
Fusinianum	Fusignano
Lucus (Italia)	Lugo (Italia)
Massa Langobardica	Massa Lombarda
Hergé	Hergé
Riolus	Riolo Terme
Castrum Russi	Russi (Italia)
Plebs Sanctae Agathae	Sant'Agata sul Santerno
Castrum Solarolii	Solarolo
Otto Preminger	Otto Preminger
Ioannes Lucas Godard	Jean-Luc Godard
Franciscus Truffaut	François Truffaut
Robertus Rossellini	Roberto Rossellini
Victorius De Sica	Vittorio De Sica
Bernardus Bertolucci	Bernardo Bertolucci
Marcus Bellocchio	Marco Bellocchio
Darius Argento	Dario Argento
Marcus Ferreri	Marco Ferreri
Marius Monicelli	Mario Monicelli
Iulianus Montaldo	Giuliano Montaldo
Gilbertus Pontecorvo	Gillo Pontecorvo
Dinus Risi	Dino Risi
Maximus Troisi	Massimo Troisi
Hector Scola	Ettore Scola
Lina Wertmüller	Lina Wertmüller
Franciscus Zeffirelli	Franco Zeffirelli
Iosephus Tornatore	Giuseppe Tornatore
Franciscus Rosi	Francesco Rosi
Claudius Mons Viridis	Claudio Monteverdi
Saltillo	Saltillo
Coahuila	Coahuila de Zaragoza
Hyracoidea	Hyracoidea
High School Musical	High School Musical
High School Musical 2	High School Musical 2
High School Musical 3: Senior Year	High School Musical 3: Senior Year
Birotatio	Ciclismo
Universitas Nationalis Pusanensis	Universidad Nacional de Pusan
Copriva	Capriva del Friuli
Cormones	Cormòns
Dobradanum	Doberdò del Lago
Dolenia	Dolegna del Collio
Fara (Forum Iulii-Venetia Iulia)	Farra d'Isonzo
Folianum	Fogliano Redipuglia
Gradisca (Italia)	Gradisca d'Isonzo
Gradum	Grado (Italia)
Marianum (Provincia Goritiensis)	Mariano del Friuli
Medegia	Medea (Italia)
Mons Falconis (Italia)	Monfalcone
Morarium	Moraro
Mossa	Mossa
Romani (Forum Iulii-Venetia Iulia)	Romans d'Isonzo
Ronches (Goritia)	Ronchi dei Legionari
Sagratum	Sagrado (Italia)
Tschita	Chitá
Aquae Gradatae	San Canzian d'Isonzo
Fanum Sancti Floriani Collii	San Floriano del Collio
Fanum Sancti Laurentii Aesontini	San Lorenzo Isontino
Fanum Sancti Petri Aesontii	San Pier d'Isonzo
Savonia (Goritia)	Savogna d'Isonzo
Starantianum	Staranzano
Turiacum	Turriaco
Vilessum	Villesse
Andreis	Andreis
Arba (Italia)	Arba (Italia)
Arzen	Arzene
Avianum	Aviano
Attianum (Forum Iulii-Venetia Iulia)	Azzano Decimo
Barcis	Barcis
Brugnara	Brugnera
Budoia	Budoia
Canipa	Caneva
Caxarsa	Casarsa della Delizia
Castrum Novum Foroiuliense	Castelnovo del Friuli
Cavassum Novum	Cavasso Nuovo
Chaum	Chions
Cimolais	Cimolais
Clautum	Claut
Claucedum	Clauzetto
Curtis Naonis	Cordenons
Curtevadum	Cordovado
Erctum et Cassum	Erto e Casso
Fana	Fanna
Flumen (Italia)	Fiume Veneto
Fons Frigida	Fontanafredda
Frasanchum	Frisanco
Curtis Maniaci	Maniago
Medunum	Meduno
Mons Regalis Vallis Cellinae	Montereale Valcellina
Paselanum	Pasiano di Pordenone
Pincianum	Pinzano al Tagliamento
Paucinicum	Polcenigo
Castrum de Porcileis	Porcia
Prata (Forum Iulii-Venetia Iulia)	Prata di Pordenone
Pratum Vicedomini	Pravisdomini
Roveredum (Forum Iulii-Venetia Iulia)	Roveredo in Piano
Sacilum	Sacile
Fanum Sancti Georgii (Forum Iulii-Venetia Iulia)	San Giorgio della Richinvelda
Fanum Sancti Martini (Forum Iulii-Venetia Iulia)	San Martino al Tagliamento
Fanum Sancti Quirini	San Quirino
Fanum Sancti Viti (Forum Iulii-Venetia Iulia)	San Vito al Tagliamento
Subcolles	Sequals
Sextus ab Urbe Lapis (Forum Iulii-Venetia Iulia)	Sesto al Reghena
Castrum de Spengenberg	Spilimbergo
Tramons Superior	Tramonti di Sopra
Tramons Inferior	Tramonti di Sotto
Travesium	Travesio
Valleonis	Vajont
Valvason	Valvasone
Vitus (Italia)	Vito d'Asio
Vivarium (Forum Iulii et Venetia Iulia)	Vivaro
Zaupola	Zoppola
Agellum (Forum Iulii-Venetia Iulia)	Aiello del Friuli
Amarum	Amaro (Italia)
Amplitium	Ampezzo
Aquileia	Aquilea (Italia)
Arcta	Arta Terme
Artenia	Artegna
Attemis	Attimis
Balnearia (Forum Iulii-Venetia Iulia)	Bagnaria Arsa
Basilianum (Forum Iulii-Venetia Iulia)	Basiliano
Bertiolum	Bertiolo
Bicinis	Bicinicco
Bordanum	Bordano
Boga	Buja
Buttrium	Buttrio
Caminum de Quadrupio	Camino al Tagliamento
Campoformium	Campoformido
Campolongum Tapolianum	Campolongo Tapogliano
Carlinum	Carlino (Italia)
Cassacchum	Cassacco
Castillio de Strata Hungarorum	Castions di Strada
Cabatium	Cavazzo Carnico
Circumventum	Cercivento
Cervenianum (Forum Iulii-Venetia Iulia)	Cervignano del Friuli
Teupris - Viscon	Chiopris-Viscone
Clausa Fortis	Chiusaforte
Forum Iulii (Italia)	Cividale del Friuli
Quadruvium (Italia)	Codroipo
Colloretum	Colloredo di Monte Albano
Comelicanum	Comeglians
Cornium	Corno di Rosazzo
Coseanum	Coseano
Adinianum (Italia)	Dignano
Dogna	Dogna
Drenchia	Drenchia
Enemum	Enemonzo
Fagete	Faedis
Fagannia	Fagagna
Flumisellum	Fiumicello
Flaibanum	Flaibano
Furgaria	Forgaria nel Friuli
Furnum Avoltri	Forni Avoltri
Furnum Superius	Forni di Sopra
Furnum Inferius	Forni di Sotto
Glemona	Gemona del Friuli
Gonarium	Gonars
Grimaccum	Grimacco
Toyota	Toyota
Apicilia	Latisana
Laucum	Lauco
Lastiza	Lestizza
Linianum	Lignano Sabbiadoro
Ligosullum	Ligosullo
Lusevera	Lusevera
Magnanum (Forum Iulii-Venetia Iulia)	Magnano in Riviera
Mayanum	Majano (Italia)
Bambergetum	Malborghetto Valbruna
Manzanum	Manzano (Italia)
Maranum (Forum Iulii-Venetia Iulia)	Marano Lagunare
Martignacchum	Martignacco
Wernerus Faymann	Werner Faymann
Meleretum de Tomba	Mereto di Tomba
Modium Utinensium	Moggio Udinese
Moimacum	Moimacco
Montenarium	Montenars
Mortelianum	Mortegliano
Murutium	Moruzzo
Mucianum	Muzzana del Turgnano
Carolus Staaff	Karl Staaff
Arvid Lindman	Arvid Lindman
Nimis	Nimis
Ossopum	Osoppo
Ovarum	Ovaro
Paniacum	Pagnacco
Palatiolum (Forum Iulii-Venetia Iulia)	Palazzolo dello Stella
Palma (Forum Iulii-Venetia Iulia)	Palmanova (Italia)
Palluca	Paluzza
Pasilianum (Provincia Utinensis)	Pasian di Prato
Paularum	Paularo
Papia (Forum Iulii-Venetia Iulia)	Pavia di Udine
Pulcinia	Pocenia
Pontebbia	Pontebba
Nicolaus Edén	Nils Edén
Porpetum	Porpetto
Popoletum	Povoletto
Puteolum (Forum Iulii-Venetia Iulia)	Pozzuolo del Friuli
Predamanum	Pradamano
Pratum (Forum Iulii-Venetia Iulia)	Prato Carnico
Prissinicum	Precenicco
Primariacum	Premariacco
Prion	Preone
Prepottum	Prepotto
Pulferum	Pulfero
Reunia	Ragogna
Ravascletum	Ravascletto
Rapeum	Raveo
