Africa	África
Isaac Newton	Isaac Newton
Togo	Togo
Tunisia	Túnez
Zambia (nyika)	Zambia
Zimbabwe	Zimbabue
Beijing	Pekín
South Sudan	Sudán del Sur
Benin	Benín
Botswana	Botsuana
Burkina Faso	Burkina Faso
Burundi	Burundi
Comoros	Comoras
Republic of the Congo	República del Congo
Democratic Republic of the Congo	República Democrática del Congo
Djibouti	Yibuti
Equatorial Guinea	Guinea Ecuatorial
Eritrea	Eritrea
New Delhi	Nueva Delhi
Tbilisi	Tiflis
Mucheche	Bebé
Gabon	Gabón
Gambia	Gambia
Guinea	Guinea
Guinea-Bissau	Guinea-Bisáu
Côte d'Ivoire	Costa de Marfil
Cameroon	Camerún
Cape Verde	Cabo Verde
Lesotho	Lesoto
Liberia	Liberia
Libya	Libia
Madagascar	Madagascar
Malawi	Malaui
Mauritania	Mauritania
Mauritius	Mauricio
Morocco	Marruecos
Mozambique	Mozambique
Namibia	Namibia
Niger	Níger
Nigeria	Nigeria
Uganda	Uganda
Rwanda	Ruanda
Sao Tome and Principe	Santo Tomé y Príncipe
Senegal	Senegal
Seychelles	Seychelles
Sierra Leone	Sierra Leona
Somalia	Somalia
Julius Caesar	Julio César
Sudan	Sudán
Swaziland	Suazilandia
Mubatanidzwa weNyika Pasirose	Organización de las Naciones Unidas
Ketanyika	Geología
Taranyika	Geografía
Moyo	Corazón
Huropi	Cerebro
Prague	Praga
Jerusalem	Jerusalén
Kosovo	Kosovo
Chicago	Chicago
Chirimo	Primavera
Tsazahusiku	Equinoccio
Montevideo	Montevideo
Dhaka	Daca
Buwe	Araneae
Islamabad	Islamabad
Muchero	Fruto
Shoko	Mono
Mari	Dinero
Zagreb	Zagreb
Manila	Manila
Buenos Aires	Buenos Aires
Mexico City	México, D. F.
Tokyo	Tokio
La Paz	La Paz
Dziva rokushambira	Piscina
Abu Dhabi	Abu Dabi
Astana	Astaná
Athens	Atenas
Baghdad	Bagdad
Caracas	Caracas
Guatemala City	Ciudad de Guatemala
Havana	La Habana
Fodya	Tabaco
Vienna	Viena
Copenhagen	Copenhague
Stockholm	Estocolmo
Helsinki	Helsinki
Dublin	Dublín
Reykjavík	Reikiavik
Tallinn	Tallin
Riga	Riga
Bratislava	Bratislava
Budapest	Budapest
Vaduz	Vaduz
Bhaibheri	Biblia
City of San Marino	San Marino (ciudad)
Phnom Penh	Nom Pen
Guta reHo Chi Minh	Ciudad Ho Chi Minh
Hanoi	Hanói
True Jesus Church	Verdadera Iglesia de Jesús
Chirungu	Idioma inglés
Bangkok	Bangkok
Andorra la Vella	Andorra la Vieja
Kuala Lumpur	Kuala Lumpur
Taipei	Taipéi
Dong Hoi	Đồng Hới
Kyiv	Kiev
Ottawa	Ottawa
Juba	Yuba (Sudán del Sur)
Yerevan	Ereván
Dar es Salaam	Dar es-Salam
Khartoum	Jartum
Kudya	Alimento
Nyoka	Serpentes
Nhanzvi	Sexo oral
Minsk	Minsk
Chemishonga	Química
Mogadishu	Mogadiscio
Nassau	Nasáu
Sana'a	Saná
Nhabvu	Fútbol
Rutsvamhumburu	Holocausto
Madrid	Madrid
Bogotá	Bogotá
Brasília	Brasilia
Lima	Lima
Santiago	Santiago de Chile
Quito	Quito
Asunción	Asunción
Mbudzi	Capra aegagrus hircus
Mhuru	Novillo
Paramaribo	Paramaribo
Kathmandu	Katmandú
Belmopan	Belmopán
San José	San José (Costa Rica)
San Salvador	San Salvador
Canberra	Canberra
Moto	Fuego
Tegucigalpa	Tegucigalpa
Managua	Managua
Panama City	Panamá (ciudad)
Rwizi Nile	Nilo
Rabat	Rabat
Algiers	Argel
Tunis	Túnez (ciudad)
Tripoli	Trípoli
Djibouti (city)	Yibuti (ciudad)
Tehran	Teherán
Addis Ababa	Adís Abeba
Jakarta	Yakarta
Ankara	Ankara
Asmara	Asmara
N'Djamena	Yamena
Nouakchott	Nuakchot
Riyadh	Riad
Bamako	Bamako
Belgrade	Belgrado
Dakar	Dakar
Banjul	Banjul
Conakry	Conakri
Bissau	Bisáu
Monrovia	Monrovia
Praia	Praia
Accra	Acra
Damascus	Damasco
Yamoussoukro	Yamusukro
French Guiana	Guayana Francesa
Ouagadougou	Uagadugú
Freetown	Freetown
Abuja	Abuya
Lomé	Lomé
Porto-Novo	Porto Novo
Amman	Amán
Yaoundé	Yaundé
Malabo	Malabo
Beirut	Beirut
Libreville	Libreville
Muscat	Mascate
Bangui	Bangui
Kinshasa	Kinsasa
Brazzaville	Brazzaville
Bujumbura	Buyumbura
Nicosia	Nicosia
Kigali	Kigali
Doha	Doha
Dodoma	Dodoma
Nairobi	Nairobi
Lilongwe	Lilongüe
Lusaka	Lusaka
Manama	Manama
Kudzikatidzwa kwezuva	Eclipse solar
Maputo	Maputo
Kampala	Kampala
Luanda	Luanda
Moroni	Moroni (Comoras)
Mbabane	Mbabane
Maseru	Maseru
Muravanembiri	Sistema binario
Chikoro	Escuela
Antananarivo	Antananarivo
Gaborone	Gaborone
Harare	Harare
Pretoria	Pretoria
Port Louis	Port Louis
São Tomé	Santo Tomé (capital)
Windhoek	Windhoek
Victoria (Seychelles)	Victoria (Seychelles)
Imba	Casa
Rwizi	Río
Boterekwa	Órbita
Dong Hoi Airport	Aeropuerto de Đồng Hới
Mukaha weChadenga	Espacio exterior
Chiringakure	Telescopio
Curitiba	Curitiba
Sango	Bosque
Category:Masvomhu	Categoría:Matemáticas
Mbiru	Columna (arquitectura)
Gungwa Mediterranean	Mar Mediterráneo
Chitendero chechiKristu	Cristianismo
Mupunga	Arroz
Ziwumbe	Continente
Shiri	Aves
Mwedzi (Mwaka)	Mes
Peji Rekutanga	Wikipedia:Portada
Cape Town	Ciudad del Cabo
Durban	Durban
Bhazi	Autobús
Kabul	Kabul
Gumbeze	Frazada
Kusvira	Relación sexual
Mbutu	Vagina
Category:Candidates for speedy deletion	Categoría:Wikipedia:Borrar (definitivo)
Shambira	Natación
Category:Zvechadenga	Categoría:Astronomía
Mbayo	Materialismo
Matongerwo eNyika	Política
Baradzira	Propaganda
Kilimanjaro	Kilimanjaro
Kutsvoda	Beso
Rudzi rwaIsrael	Pueblo judío
Nzeve	Oído
Mhuno	Nariz
Ziso	Ojo
Humhutu	Culicidae
Hwayi	Ovis orientalis aries
Nghamera	Camelus
Dzinoyamwisa	Mammalia
Nyuchi	Anthophila
Amai (vakakubereka)	Madre
Sinowo	Nieve
Baba	Padre
Vabereki	Parental
Vana	Niño
Ngongoni	Connochaetes
Chingwa	Pan
Sangano reHutano Pasirose	Organización Mundial de la Salud
Chimbuzi	Inodoro
Sera (rezvinorarama)	Célula
Ropa	Sangre
Mapapu	Pulmones
Casablanca	Casablanca
Kundengenyeka kwenyika	Terremoto
Muchegwa	Mineral
Chokwadi	Verdad
Mashandiro eZvinhu Zvisingararami	Ciencias naturales
Dombo	Roca
Chikwatamabwe	Volcán
Pimagonyonhatu	Trigonometría
Pimanyika	Geometría
Mhepo	Viento
Gute romweya	Atmósfera
Muchenga Pfuma	Economía
Hushangazhi	Industria
Misambo paBonde	Anexo:Posturas sexuales
Bonyora	Masturbación
Chita	Sociedad
Mhuri	Familia
Murume	Varón
Rusaruraganda	Racismo
Muranda	Esclavitud
Mukaka	Leche
Gomo	Montaña
Gwenga	Desierto
Lagos	Lagos
Seoul	Seúl
Ruzivo	Conocimiento
Zamu	Mama
Chiedza	Luz
Chinamato	Religión
Genesisi	Génesis
Eksodo	Éxodo
Baku	Bakú
Thimphu	Timbu
Bandar Seri Begawan	Bandar Seri Begawan
Dili	Dili
Vientiane	Vientián
Malé	Malé
Bishkek	Biskek
Dushanbe	Dusambé
Chitaka	Hígado
Itsvo	Riñón
Jende	Testículo
Gungwa	Océano
Tsindi	Sciuridae
Kufema	Respiración
Muzongoza	Médula espinal
Chibereko	Útero
Rurimi	Lengua (anatomía)
Dzira (nhengo)	Nervio
Makandiro	Ovario
Mutsipa	Cuello
Matumbu	Intestino
Chipfuva	Tórax
Tsatsadzi	Glándula
Muronga wechikafu	Aparato digestivo
Huronyo	Semen
Nouméa	Numea
Ronald Reagan	Ronald Reagan
Cardiff	Cardiff
Robert Gabriel Mugabe	Robert Mugabe
Georgetown	Georgetown
Bununu	Desnudez
Dzinokambaira	Reptilia
Muti	Árbol
Dzehugaro huviri	Amphibia
Huchi	Miel
Nyama	Carne
Mbatatisi	Solanum tuberosum
Shuga	Azúcar
Muriwo	Verdura
Pepanhau	Prensa escrita
Runhare	Teléfono
Tsika	Cultura
Sarajevo	Sarajevo
Mhetapawa	Logaritmo
Huwandu	Aritmética
Zviringani	Sistema de coordenadas
Munyu	Sal
Enzane	Ecuación
Munangatire	Función matemática
Gonyo	Ángulo
Chidenhi	Hormona
Rufangu	Aceleración
Simba	Energía
Manikidzo	Fuerza
Ngoma	Tambor
Chinyenze	Flauta
Gunganidzo	Gravedad
Huremu	Masa
Simbi	Metal
Misandu yeSebhe	Estado de agregación de la materia
Gasi	Gas
Mutuvi	Líquido
Godo	Sólido
Kurima	Agricultura
Zvipfeko	Ropa
Kurima neMombe	Arado (agricultura)
Muchacha	Velocidad
Hujoto	Temperatura
Kukorora Simbi	Metalurgia
Nguva	Tiempo
Nharaunda	Área
Dudzirazivo raPythagoras	Teorema de Pitágoras
Nhamba	Número
Chibage	Zea mays
Kudzana	Danza
Rufuvha (magetsi)	Corriente eléctrica
Hwiriro	Frecuencia
Sikarudzi	Reproducción
Nhumbu	Embarazo humano
Gorosi	Triticum
Mapfunde	Sorghum
Hutano	Salud
Kufuta	Obesidad
Zambuko	Puente
Dhamu	Represa
Kupimirana	Simetría
Nhamba mhumburu	Número entero
Mburungwa	Esfera
Danhiko	Escalera
Munondo	Espada
Zvombo zveShomwe	Arma nuclear
Majuro	Majuro
Dehenya	Cráneo
Ranjisi	Citrus × sinensis
Ruomba	Crema de leche
Bhodhi	Sostén (prenda de vestir)
Penzura	Lápiz
Tafura	Mesa
Template:Location map Zimbabwe	Plantilla:Mapa de localización de Zimbabue
Twiza	Giraffa camelopardalis
Muromo	Labio
Tsoka	Pie
Dzvinyu	Lacertilia
Pahuro	Garganta
Template:Link FA	Plantilla:Destacado
Pasirose	Mundo
Wikipedia:Community Portal	Wikipedia:Café
Guam	Guam
American Samoa	Samoa Americana
Northern Mariana Islands	Islas Marianas del Norte
Lolol	Lolol
Chipatara	Hospital
Kereke	Iglesia (edificio)
Zai	Huevo (biología)
Denderedzwa	Circunferencia
Mutsendo	Plano (geometría)
Mhou (shiri)	Struthio camelus
Dudzirazivo	Teoría
Pyongyang	Pionyang
Pfumbamwe	Nueve
Tirana	Tirana
Mbongoro	Equus africanus asinus
Gonyonhatu	Triángulo
Cecil John Rhodes	Cecil Rhodes
Chișinău	Chisináu
Gumbapamwe reZviringani ZveTaranyika	Coordenadas geográficas
Njanji	Ferrocarril
Shangu	Zapato
Nomwe	Siete
Nhuta	Chrysochloridae
Sere	Ocho
Vhiki	Semana
Nyanza	Lago
Ulaanbaatar	Ulán Bator
Edinburgh	Edimburgo
Ashgabat	Asjabad
Chitsuwa	Isla
Tanhatu	Seis
Madomasi	Solanum lycopersicum
Muenzanisi	Ecuador terrestre
Podgorica	Podgorica
Duramahwi	Diccionario
Musoro	Cabeza
Wellington	Wellington (Nueva Zelanda)
Valletta	La Valeta
Gumi	Diez
Dindingwe	Acinonyx jubatus
Mwaka yepaNyika	Estaciones del año
Zizi	Strigiformes
Nguva dzezuva	Hora
Dzemuzongoza	Vertebrata
Nowy Dwór Królewski	Nowy Dwór Królewski
Pristina	Pristina
Nyundo	Martillo
Pichilemu	Pichilemu
Bete	Blattodea
Pawa	Potencia (física)
Shuramurove	Ciconia ciconia
Mukweso	Resistencia eléctrica
Haka	Manis
Mukwava	Vértice (geometría)
Cook Islands	Islas Cook
Chipo (huwandu)	Aproximación
Vhudzi	Pelo
Pimamuganhu	Perímetro
Chedza	Tentativa
Huduma	Densidad
Mbiti	Lutra lutra
Mafuro	Prado
Twana	Caracal caracal
Alofi	Alofi (Niue)
Jamestown	Jamestown (Santa Elena)
French Polynesia	Polinesia Francesa
Hagåtña	Agaña
Mata-Utu	Mata-Utu
Yaren	Yaren (distrito)
Tambo	Cuerda
Wedzaniso	Suma
Tsiva	Boxeo
Banga	Cuchillo
Mbizi	Cebra
ChiBantu	Lenguas bantúes
Muradanuro	Potenciación
Mheni	Rayo
New Caledonia	Nueva Caledonia
Hugari hwevanhu	Población
Shizha	Hoja
ChiShona	Idioma shona
Niue	Niue
Rumbariro	Latitud
Mapopoma	Cascada
Funafuti	Funafuti
Humburumbira	Cilindro
Port-au-Prince	Puerto Príncipe
Chitendero	Creencia
Sipo	Jabón
Mugwagwa	Carretera
Mvuu	Hippopotamus amphibius
Munwe	Dedo
Mirairo gumi yaMwari	Diez Mandamientos
Johannesburg	Johannesburgo
Jecha	Arena
Kingston	Kingston
Mbada	Panthera pardus
Chipembere	Rhinocerotidae
Santo Domingo	Santo Domingo
Kuwait City	Kuwait (ciudad)
Arab	Pueblo árabe
Colombo	Colombo
Bako	Cueva
Wallis and Futuna	Wallis y Futuna
Mhakatwa	Materia
Huni	Leña
Kukotsira	Sueño
Kubhabhatidza	Bautismo
Igwa	Barco
Mushenjere	Bambuseae
Ivhu (Dhaga)	Suelo
Bridgetown	Bridgetown
Hurefu	Longitud
Apia	Apia
Saint John's	Saint John (Antigua y Barbuda)
Roseau	Roseau
Chiroto	Ensueño
Hunhungo	Longitud (cartografía)
Port Moresby	Puerto Moresby
Kupirimuka kwemishonga	Reacción química
Chipfambi	Prostitución
Gonhi	Puerta
Gonyoina	Cuadrilátero
Tokelau	Tokelau
Gumi nembiri	Doce
Chiso	Cara
Shambadza	Publicidad
Mutsetse	Recta
Gumi neimwe	Once
Gumi nenhatu	Trece
Masaisai	Onda
Gurapakati	Diámetro
Mudzidzisi	Maestro
Mweya Mutsvene	Espíritu Santo
Nzungu	Arachis hypogaea
Naypyidaw	Naipyidó
Zana	Cien
Mabvi	Articulación de la rodilla
Bvungapfunga	Niebla
Gonyozhinji	Polígono (geometría)
Chivhuramabwe	Granizo
Musika (Kunotengeswa)	Mercado
Rwavhi	Chamaeleonidae
Bloemfontein	Bloemfontein
Mawuto ehondo	Ejército
Port Vila	Port Vila
Firiji	Refrigerador
Mbambaira	Ipomoea batatas
Mitemo yeruhambo yaNewton	Leyes de Newton
Gumi neina	Catorce
Nwiwa	Citrullus lanatus
Gumi neshanu	Quince
Gumi nesere	Dieciocho
Suva	Suva
Nukuʻalofa	Nukualofa
Port of Spain	Puerto España
Mbeva	Mus (animal)
Puresha	Presión
Chiremba	Médico
Mupata	Valle
Kuverengwa kweVanhu	Censo (estadística)
Gumi nepfumbamwe	Diecinueve
Mudhebhe	Pantalón
Mwaka wechikumi	Década
Zvidhinha	Ladrillo
Denderende	Elipse
Gumi nenomwe	Diecisiete
Gumi nenhanhatu	Dieciséis
Kuunga huwandu	Multiplicación
Makumi maviri	Veinte
Gweta	Abogado
Kubvisa	Resta
Mbeu	Semilla
Mhando	Kata
Gakanje	Brachyura
Honiara	Honiara
Mutundo	Orina
Huma	Frente (anatomía)
Mapisarema	Libro de los Salmos
Dova	Rocío (fenómeno físico)
Gonyoina tsazamativi	Rombo
Mburungwagama rekuchamhembe	Hemisferio sur
Runhanhira	Cantidad de movimiento
Basseterre	Basseterre
Kingstown	Kingstown
St. George's, Grenada	Saint George (Granada)
Castries	Castries
Rudzi	Etnia
Fanza	Ebullición
Chisumamunyati	Hipótesis (método científico)
Zvakazarurwa	Apocalipsis
Bere	Hyaenidae
Magaro	Nalga
Mubhedha	Cama
Basa	Trabajo (física)
Gwenzi	Arbusto
Munyakwe	Arcilla
Makumi mana	Cuarenta
Charaka	Cono (geometría)
Mutsimba	Lucha (deporte)
Nzunza	Leptailurus serval
Palikir	Palikir
Ndebvu	Barba
Makumi matatu	Treinta
Muchovha	Vehículo
Muduso	Finanzas
Shangwa	Sequía
Rwizi Zambezi	Río Zambeze
Garwe	Crocodylidae
Tsivatsaona	Seguro
Gonyeti	Camión
Victoria Falls	Cataratas Victoria
Gunguwo	Corvus
Nzvari	Hembra
Ruwoko	Brazo
Tsime	Pozo
Cotonou	Cotonú
Sokisi	Calcetín
Ngarikuni	Meleagris
Guvhu	Ombligo
Hono	Masculino
Injini	Motor
Kudzikatidzwa kwemwedzi	Eclipse lunar
Cayenne	Cayena
Madziya	Calor
Pfumo	Lanza
Chigayo	Molino
Mugodhi	Minería
Poyindi	Punto (geometría)
Gonyoina sambamba	Paralelogramo
Museve	Flecha
Annaba	Annaba
Hweru	Orycteropus afer
Dandare remagetsi	Campo eléctrico
Simba reNhekairo	Energía cinética
Gonyoina sambambiri	Trapecio (geometría)
Uta	Arco (arma)
Kamba	Testudinidae
Mandundu	Cordillera
Chindori	Anillo
Saint-Denis	Saint-Denis (Reunión)
Mugomo	Cubo (recipiente)
Chiyero chekupimisa	Unidad de medida
Bhoni	Lámpara incandescente
Chitupa	Documento de identidad
Template:Commons category	Plantilla:Commonscat
Chitunha	Cadáver
Kennedy Space Center	Centro espacial John F. Kennedy
Penti	Braga (prenda de vestir)
Kuramwa Basa	Huelga
Muchato	Boda
Gwaro	Documento
Muzasedimbu	Proporcionalidad
Quilicura	Quilicura
Pago Pago	Pago Pago
Saipan	Saipán
Chirwere cheEbola	Enfermedad por el virus del Ébola
Hurukuro	Conversación
Datya	Anura
Sambamba	Paralelismo (matemática)
Musenerera	Ósmosis
Choya	Vello púbico
Ndiro (yokudyira)	Plato
Morgan Tsvangirai	Morgan Tsvangirai
Nhare	Fortificación
Dandira (zvakarongeka)	Sistema
Swakopmund	Swakopmund
Chivi (kutadza)	Pecado
Pakati	Center
Marudzi aShem	Pueblos semitas
Chanduru	Vesícula biliar
Kugetsenura	Electrólisis
Dimbu	Fracción
Rutsaudzo rwechiedza	Refracción
Doworume	Espermatozoide
Duvurwi	Meseta
Misodzi	Lágrima
Mushonga	Sustancia química
Makumi matanhatu	Sesenta
Mukonikoni	Anisoptera
Bhodhoro	Botella
Jerenyenje	Herpestidae
Derere	Abelmoschus esculentus
Fes	Fez (Marruecos)
Nhevedzwa dzeMvura	Ciclo hidrológico
Muravanegumi	Sistema de numeración decimal
Chikara (mhuka)	Carnívoro
Kurwadziwa	Dolor
Nyanga	Cuerno
Mhesvi	Catálisis
Rudzindi	Fricción
Dunhu	Región
Zita	Nombre
Gonyonhanhatu	Hexágono
Denga (Remba)	Cubierta (construcción)
Chidembo	Mephitidae
Dzingiswa	Circuncisión
Huchenjeri	Inteligencia
Honha	Lingote
Mazita eMhuri	Apellido
Dare	Campana (instrumento)
Lobamba	Lobamba
Marrakesh	Marrakech
Mhopo	Verruga
Chitofu (mugodhi)	Mena (minería)
Nyauka	Fusión (cambio de estado)
Kayiti	Deltoide
Dendera	Movimiento de rotación
Gwamba	Solidificación
Marin County	Condado de Marin
Kuperekera magetsi	Resistividad
Bumha	Bandada
Chinepfu (ruhambo)	Inercia
Tsika yekurava nhamba	Sistema de numeración
Gora	Buitre
Huyu	Panal
Zuvaragodza	Solsticio
Mhanda (Kurwa)	Violencia
Chisipiti	Manantial
Chindunduma	Rebelión
Port Elizabeth	Puerto Elizabeth
Nhambwe	Distancia
Tangier	Tánger
Kurutsa	Vómito
Gavakava	Aloe
Bhomba	Bomba (explosivo)
Makunakuna	Incesto
Tsanga (ziso)	Catarata
Mafuta	Grasa
Zvidya	Muslo
Papeetē	Papeete
Jekanyika	Geodesia
Badza	Azada
South Tarawa	Tarawa Sur
Chidzayo	Cuña (máquina)
2 Johane	Segunda epístola de Juan
Muprofita Isaya	Libro de Isaías
3 Johane	Tercera epístola de Juan
Judi	Epístola de Judas
Nhoo	Escudo
Muprofita Jeremia	Libro de Jeremías
Menduru	Medalla
Sandhuru	Sandalia
Kuverereka	Sublimación
Oran	Orán
Zano	Idea
Mhara	Aepyceros melampus
Mamoudzou	Mamoudzou
Sasauka	Evaporación
Mhondi	Asesinato
Africa Zasi kweSahara	África negra
Haro	Puerto (montaña)
Gumbo	Pata
Bvurunuro	Difracción (física)
Bhande (chipfeko)	Cinturón (prenda)
Chikero	Balanza
Pombi	Bomba hidráulica
Kun'ura	Corrosión
Nhoro	Tragelaphus strepsiceros
Tsono (kusona)	Aguja (costura)
Gwaya	Abramis brama
Munyungu	Disolvente
Kisangani	Kisangani
Dovi	Mantequilla de maní
Rumanda	Alambrada
Mufundisi	Pastor (ministro religioso)
Chisuvi chemvura	Divisoria de aguas
Dota	Ceniza
Kamba dzenhapwa	Campo de concentración
Gomo reNyangani	Monte Nyangani
Kamba dzekuuraya	Campo de exterminio
Poto	Cazuela (recipiente)
Chidzudzani	Congruencia (geometría)
Simba reChakunga	Energía potencial
Gonyonhatu tsazakose	Triángulo equilátero
Zenda	Esponsales
Ramallah	Ramala
Gonyonhatu yakarurama	Triángulo rectángulo
Nhokwe	Cyperus papyrus
Gonje	Agave sisalana
Chiwundudzi	Moho
Gudo	Papio
Mapatya	Gemelos (biología)
Mureza weZimbabwe	Bandera de Zimbabue
Mumvuri	Sombra
Nyati	Syncerus caffer
Mhene	Llanura
Ruchichinuko	Convección
Keetmanshoop	Keetmanshoop
Muchacha pima negonya	Velocidad angular
Munyonga	Curva
Ketamabwe	Petrología
Mukoko	Colmena
Mhiripiri	Chile (pimiento)
Tsanga	Arundo
Nhanga (Muchero)	Calabaza gigante
Francistown	Francistown
Nhunzi	Musca domestica
Kubundira	Condensación (cambio de estado)
Betafo	Betafo
Remba	Lemba (tribu)
Ambuya	Abuelo
Mhete	Pendiente (indumentaria)
Caselle Landi	Caselle Landi
Hargeisa	Hargeisa
Hwata	Sagittarius serpentarius
Nelspruit	Nelspruit
Matoro	Humedal
Avarua	Avarua
Agadir	Agadir
Maun	Maun
Zvombo zvinechefu	Arma biológica
Nhovo	Colchón
