Afraga	África
Montgomery County, Alabama	Condado de Montgomery (Alabama)
Iredell County, Carolina a Tuath	Condado de Iredell
Watauga County, Carolina a Tuath	Condado de Watauga
Todd County, Kentucky	Condado de Todd (Kentucky)
Washington County, Kentucky	Condado de Washington (Kentucky)
Vermillion County, Indiana	Condado de Vermillion (Indiana)
Wayne County, Kentucky	Condado de Wayne (Kentucky)
Wayne County, Indiana	Condado de Wayne (Indiana)
Putnam County, Florida	Condado de Putnam (Florida)
Taylor County, Florida	Condado de Taylor (Florida)
Wilcox County, Alabama	Condado de Wilcox (Alabama)
Winston County, Alabama	Condado de Winston (Alabama)
Warrick County, Indiana	Condado de Warrick
Tuaidh	Río Tweed
Russell County, Alabama	Condado de Russell (Alabama)
Lawton, Oklahoma	Lawton (Oklahoma)
Wolfe County, Kentucky	Condado de Wolfe
Woodford County, Kentucky	Condado de Woodford (Kentucky)
Spencer County, Kentucky	Condado de Spencer (Kentucky)
St. Clair County, Alabama	Condado de St. Clair (Alabama)
Walton County, Florida	Condado de Walton (Florida)
Robertson County, Kentucky	Condado de Robertson (Kentucky)
Wells County, Indiana	Condado de Wells (Indiana)
McLean County, Kentucky	Condado de McLean (Kentucky)
Leslie County, Kentucky	Condado de Leslie
Laurel County, Kentucky	Condado de Laurel
Martin County, Kentucky	Condado de Martin (Kentucky)
Magoffin County, Kentucky	Condado de Magoffin
Nicholas County, Kentucky	Condado de Nicholas (Kentucky)
Chris Pratt	Chris Pratt
Oisean	Ossian
Tuscaloosa County, Alabama	Condado de Tuscaloosa
Sumter County, Florida	Condado de Sumter (Florida)
Camden County, Carolina a Tuath	Condado de Camden (Carolina del Norte)
Brunswick County, Carolina a Tuath	Condado de Brunswick (Carolina del Norte)
Bertie County, Carolina a Tuath	Condado de Bertie
Buncombe County, Carolina a Tuath	Condado de Buncombe
Burke County, Carolina a Tuath	Condado de Burke (Carolina del Norte)
Bartholomew County, Indiana	Condado de Bartholomew
Alamance County, Carolina a Tuath	Condado de Alamance
Bladen County, Carolina a Tuath	Condado de Bladen
Carroll County, Indiana	Condado de Carroll (Indiana)
Caswell County, Carolina a Tuath	Condado de Caswell
Clark County, Indiana	Condado de Clark (Indiana)
Benton County, Indiana	Condado de Benton (Indiana)
Bearaig (baile)	Berwick-upon-Tweed
Fayette County, Virginia an Iar	Condado de Fayette (Virginia Occidental)
Marshall County, Virginia an Iar	Condado de Marshall (Virginia Occidental)
Gilmer County, Virginia an Iar	Condado de Gilmer (Virginia Occidental)
Marion County, Virginia an Iar	Condado de Marion (Virginia Occidental)
Harrison County, Virginia an Iar	Condado de Harrison (Virginia Occidental)
Jackson County, Virginia an Iar	Condado de Jackson (Virginia Occidental)
Hancock County, Virginia an Iar	Condado de Hancock (Virginia Occidental)
Ainmear trusaidh	Nombre colectivo
Blackford County, Indiana	Condado de Blackford
Cass County, Indiana	Condado de Cass (Indiana)
Metcalfe County, Kentucky	Condado de Metcalfe
Northumberland County, Virginia	Condado de Northumberland (Virginia)
Wabash County, Indiana	Condado de Wabash (Indiana)
Lamar County, Alabama	Condado de Lamar (Alabama)
Vanderburgh County, Indiana	Condado de Vanderburgh
Owsley County, Kentucky	Condado de Owsley
Fountain County, Indiana	Condado de Fountain
Martin County, Carolina a Tuath	Condado de Martin (Carolina del Norte)
Perry County, Kentucky	Condado de Perry (Kentucky)
Trimble County, Kentucky	Condado de Trimble
Livingston County, Kentucky	Condado de Livingston (Kentucky)
Wakulla County, Florida	Condado de Wakulla
McCreary County, Kentucky	Condado de McCreary
Meade County, Kentucky	Condado de Meade (Kentucky)
Monroe County, Kentucky	Condado de Monroe (Kentucky)
Letcher County, Kentucky	Condado de Letcher
Rowan County, Kentucky	Condado de Rowan (Kentucky)
Oldham County, Kentucky	Condado de Oldham (Kentucky)
Redwood City, Calafòrnia	Redwood City
Sir y Fflint	Flintshire
Taylor County, Wisconsin	Condado de Taylor (Wisconsin)
Price County, Wisconsin	Condado de Price
Scott County, Virginia	Condado de Scott (Virginia)
Marathon County, Wisconsin	Condado de Marathon
Richmond County, Virginia	Condado de Richmond (Virginia)
Highland County, Virginia	Condado de Highland (Virginia)
Ozaukee County, Wisconsin	Condado de Ozaukee
Prince Edward County, Virginia	Condado de Prince Edward
Halifax County, Virginia	Condado de Halifax (Virginia)
Lancaster County, Virginia	Condado de Lancaster (Virginia)
Fairfield County, Carolina a Deas	Condado de Fairfield (Carolina del Sur)
Georgetown County, Carolina a Deas	Condado de Georgetown
Florence County, Carolina a Deas	Condado de Florence (Carolina del Sur)
Richland County, Carolina a Deas	Condado de Richland (Carolina del Sur)
McCormick County, Carolina a Deas	Condado de McCormick
Orangeburg County, Carolina a Deas	Condado de Orangeburg
Henry County, Indiana	Condado de Henry (Indiana)
Hamilton County, Indiana	Condado de Hamilton (Indiana)
Fulton County, Indiana	Condado de Fulton (Indiana)
Kershaw County, Carolina a Deas	Condado de Kershaw
Gibson County, Indiana	Condado de Gibson (Indiana)
Hancock County, Indiana	Condado de Hancock (Indiana)
Greene County, Indiana	Condado de Greene (Indiana)
York County, Virginia	Condado de York (Virginia)
Goochland County, Virginia	Condado de Goochland
Tazewell County, Virginia	Condado de Tazewell (Virginia)
Surry County, Virginia	Condado de Surry (Virginia)
Wake County, Carolina a Tuath	Condado de Wake
Pitt County, Carolina a Tuath	Condado de Pitt
Orange County, Virginia	Condado de Orange (Virginia)
Marion County, Indiana	Condado de Marion (Indiana)
Nash County, Carolina a Tuath	Condado de Nash
Giogha	Gigha
Walker County, Alabama	Condado de Walker (Alabama)
Madison County, Carolina a Tuath	Condado de Madison (Carolina del Norte)
Pulaski County, Kentucky	Condado de Pulaski (Kentucky)
Shelby County, Kentucky	Condado de Shelby (Kentucky)
Franklin County, Maine	Condado de Franklin (Maine)
Trigg County, Kentucky	Condado de Trigg
Mitchell County, Carolina a Tuath	Condado de Mitchell (Carolina del Norte)
Whitley County, Kentucky	Condado de Whitley (Kentucky)
Hancock County, Maine	Condado de Hancock (Maine)
Warren County, Kentucky	Condado de Warren (Kentucky)
Somerset County, Maine	Condado de Somerset (Maine)
McCracken County, Kentucky	Condado de McCracken
Kosciusko County, Indiana	Condado de Kosciusko
Rockcastle County, Kentucky	Condado de Rockcastle
Martinez, Calafòrnia	Martinez (California)
Martin County, Indiana	Condado de Martin (Indiana)
Hendricks County, Indiana	Condado de Hendricks
Harrison County, Indiana	Condado de Harrison (Indiana)
Fayette County, Indiana	Condado de Fayette (Indiana)
Noble County, Indiana	Condado de Noble (Indiana)
Putnam County, Indiana	Condado de Putnam (Indiana)
Parke County, Indiana	Condado de Parke
Ripley County, Indiana	Condado de Ripley (Indiana)
Randolph County, Indiana	Condado de Randolph (Indiana)
Madison County, Indiana	Condado de Madison (Indiana)
Johnson County, Indiana	Condado de Johnson (Indiana)
Wayne County, Carolina a Tuath	Condado de Wayne (Carolina del Norte)
Jay County, Indiana	Condado de Jay
Newark, Delaware	Newark (Delaware)
Bàthadh	Ahogamiento
Northampton County, Carolina a Tuath	Condado de Northampton (Carolina del Norte)
Stokes County, Carolina a Tuath	Condado de Stokes
Scotland County, Carolina a Tuath	Condado de Scotland (Carolina del Norte)
Montgomery County, Carolina a Tuath	Condado de Montgomery (Carolina del Norte)
Grant County, Indiana	Condado de Grant (Indiana)
Ohio County, Indiana	Condado de Ohio (Indiana)
Porter County, Indiana	Condado de Porter
Jasper County, Indiana	Condado de Jasper (Indiana)
Jackson County, Indiana	Condado de Jackson (Indiana)
Franklin County, Indiana	Condado de Franklin (Indiana)
Wexford County, Michigan	Condado de Wexford (Míchigan)
Roscommon County, Michigan	Condado de Roscommon (Míchigan)
Russell County, Virginia	Condado de Russell (Virginia)
Ogemaw County, Michigan	Condado de Ogemaw
Sagadahoc County, Maine	Condado de Sagadahoc
Lincoln County, Maine	Condado de Lincoln (Maine)
Piscataquis County, Maine	Condado de Piscataquis
Washington County, Maine	Condado de Washington (Maine)
Kearney County, Nebraska	Condado de Kearney
Spencer County, Indiana	Condado de Spencer (Indiana)
White County, Indiana	Condado de White (Indiana)
Union County, Indiana	Condado de Union (Indiana)
Warren County, Indiana	Condado de Warren (Indiana)
Tipton County, Indiana	Condado de Tipton (Indiana)
Howard County, Indiana	Condado de Howard (Indiana)
Tippecanoe County, Indiana	Condado de Tippecanoe
Starke County, Indiana	Condado de Starke
Whitley County, Indiana	Condado de Whitley (Indiana)
Vigo County, Indiana	Condado de Vigo
St. Joseph County, Indiana	Condado de Saint Joseph (Indiana)
Pasquotank County, Carolina a Tuath	Condado de Pasquotank
Switzerland County, Indiana	Condado de Switzerland
Huntington County, Indiana	Condado de Huntington
Spartanburg County, Carolina a Deas	Condado de Spartanburg
Macon County, Carolina a Tuath	Condado de Macon (Carolina del Norte)
Washington County, Carolina a Tuath	Condado de Washington (Carolina del Norte)
Pamlico County, Carolina a Tuath	Condado de Pamlico
Sampson County, Carolina a Tuath	Condado de Sampson
Robeson County, Carolina a Tuath	Condado de Robeson
Transylvania County, Carolina a Tuath	Condado de Transilvania
Lincoln County, Carolina a Tuath	Condado de Lincoln (Carolina del Norte)
Mecklenburg County, Carolina a Tuath	Condado de Mecklenburg (Carolina del Norte)
Moore County, Carolina a Tuath	Condado de Moore (Carolina del Norte)
Stanly County, Carolina a Tuath	Condado de Stanly
McDowell County, Carolina a Tuath	Condado de McDowell (Carolina del Norte)
Pender County, Carolina a Tuath	Condado de Pender
Lee County, Carolina a Tuath	Condado de Lee (Carolina del Norte)
Warren County, Carolina a Tuath	Condado de Warren (Carolina del Norte)
Richmond County, Carolina a Tuath	Condado de Richmond (Carolina del Norte)
Surry County, Carolina a Tuath	Condado de Surry (Carolina del Norte)
Polk County, Carolina a Tuath	Condado de Polk (Carolina del Norte)
Lenoir County, Carolina a Tuath	Condado de Lenoir
Tyrrell County, Carolina a Tuath	Condado de Tyrrell
Randolph County, Carolina a Tuath	Condado de Randolph (Carolina del Norte)
Orange County, Carolina a Tuath	Condado de Orange (Carolina del Norte)
Rowan County, Carolina a Tuath	Condado de Rowan (Carolina del Norte)
Vance County, Carolina a Tuath	Condado de Vance
Lunenburg County, Virginia	Condado de Lunenburg
New Hanover County, Carolina a Tuath	Condado de New Hanover
Onslow County, Carolina a Tuath	Condado de Onslow
Union County, Carolina a Tuath	Condado de Union (Carolina del Norte)
Rutherford County, Carolina a Tuath	Condado de Rutherford (Carolina del Norte)
Person County, Carolina a Tuath	Condado de Person
Laurens County, Carolina a Deas	Condado de Laurens (Carolina del Sur)
Dearborn County, Indiana	Condado de Dearborn
Davie County, Carolina a Tuath	Condado de Davie
Delaware County, Indiana	Condado de Delaware (Indiana)
Columbus County, Carolina a Tuath	Condado de Columbus
Gates County, Carolina a Tuath	Condado de Gates
Dubois County, Indiana	Condado de Dubois
Clinton County, Indiana	Condado de Clinton (Indiana)
Forsyth County, Carolina a Tuath	Condado de Forsyth (Carolina del Norte)
Racine County, Wisconsin	Condado de Racine
Outagamie County, Wisconsin	Condado de Outagamie
Mineral County, Virginia an Iar	Condado de Mineral (Virginia Occidental)
Mecklenburg County, Virginia	Condado de Mecklenburg (Virginia)
Wilson County, Carolina a Tuath	Condado de Wilson (Carolina del Norte)
Washington County, Virginia	Condado de Washington (Virginia)
Rappahannock County, Virginia	Condado de Rappahannock
Warren County, Virginia	Condado de Warren (Virginia)
Shenandoah County, Virginia	Condado de Shenandoah
Tyler County, Virginia an Iar	Condado de Tyler (Virginia Occidental)
Talbot County, Maryland	Condado de Talbot (Maryland)
Taylor County, Virginia an Iar	Condado de Taylor (Virginia Occidental)
Wicomico County, Maryland	Condado de Wicomico
St. Mary's County, Maryland	Condado de Saint Mary
Somerset County, Maryland	Condado de Somerset (Maryland)
Queen Anne's County, Maryland	Condado de Queen Anne
Washington County, Maryland	Condado de Washington (Maryland)
Colbhasa	Colonsay
Hyde County, Carolina a Tuath	Condado de Hyde (Carolina del Norte)
Davidson County, Carolina a Tuath	Condado de Davidson (Carolina del Norte)
Henderson County, Carolina a Tuath	Condado de Henderson (Carolina del Norte)
Currituck County, Carolina a Tuath	Condado de Currituck
Greene County, Carolina a Tuath	Condado de Greene (Carolina del Norte)
Duplin County, Carolina a Tuath	Condado de Duplin
Cumberland County, Carolina a Tuath	Condado de Cumberland (Carolina del Norte)
Gaston County, Carolina a Tuath	Condado de Gaston
San Sebastián de La Gomera	San Sebastián de La Gomera
Morgan County, Indiana	Condado de Morgan (Indiana)
Montgomery County, Indiana	Condado de Montgomery (Indiana)
Monroe County, Indiana	Condado de Monroe (Indiana)
Lawrence County, Indiana	Condado de Lawrence (Indiana)
Knox County, Indiana	Condado de Knox (Indiana)
Owen County, Indiana	Condado de Owen (Indiana)
Tallapoosa County, Alabama	Condado de Tallapoosa
Perry County, Indiana	Condado de Perry (Indiana)
Marlboro County, Carolina a Deas	Condado de Marlboro
Pike County, Indiana	Condado de Pike (Indiana)
Posey County, Indiana	Condado de Posey
Lake County, Indiana	Condado de Lake (Indiana)
Jennings County, Indiana	Condado de Jennings
Scott County, Illinois	Condado de Scott (Illinois)
Orange County, Indiana	Condado de Orange (Indiana)
Eilean Chaluim Chille	Eilean Chaluim Chille
Pittsylvania County, Virginia	Condado de Pittsylvania
Saluda County, Carolina a Deas	Condado de Saluda
Powhatan County, Virginia	Condado de Powhatan
Page County, Virginia	Condado de Page (Virginia)
Oconee County, Carolina a Deas	Condado de Oconee (Carolina del Sur)
Madison County, Virginia	Condado de Madison (Virginia)
Pickens County, Carolina a Deas	Condado de Pickens (Carolina del Sur)
Rockingham County, Virginia	Condado de Rockingham (Virginia)
Wythe County, Virginia	Condado de Wythe
Roanoke County, Virginia	Condado de Roanoke
Wise County, Virginia	Condado de Wise (Virginia)
Lee County, Virginia	Condado de Lee (Virginia)
Patrick County, Virginia	Condado de Patrick
Pulaski County, Virginia	Condado de Pulaski (Virginia)
Eige	Eigg
Nelson County, Virginia	Condado de Nelson (Virginia)
Louisa County, Virginia	Condado de Louisa (Virginia)
Newberry County, Carolina a Deas	Condado de Newberry
Nottoway County, Virginia	Condado de Nottoway
An Ùig	Uig
Rudolstadt	Rudolstadt
Sgioba nàiseanta rugbaidh na Frainge	Selección de rugby de Francia
Purt Çhiarn	Port Erin
Bardenas Reales	Bardenas Reales
Inbhir Theòrsa	Thurso
Craven County, Carolina a Tuath	Condado de Craven
Siorrachd Lannraig	Lanarkshire
Prionnsalachd Leyen	Principado de Leyen
Tannara Bheag	Tanera Beag
Prionnsalachd Reuß-Greiz	Principado de Reuss (línea mayor)
Tatacoa	Desierto de la Tatacoa
Còirnealair Parker	Tom Parker
2020an	Años 2020
Isaac Watts	Isaac Watts
Victoria	Victoria
Wyre, Arcaibh	Wyre (Orkney)
Hydra	Hidra
Cluaran	Cardo
C.B Obar Bhrothaig	Arbroath FC
Dùn nam Frangach	Fortaleza de Luisburgo
Puerto del Rosario	Puerto del Rosario
T in the Park	T in the Park
West Coast Region	West Coast (Nueva Zelanda)
Prionnsalachd Reuß-Ebersdorf	Reuss-Ebersdorf
Campamento (Antioquia)	Campamento (Antioquia)
Red Bluff, Calafòrnia	Red Bluff
Keow	Gugh
Siorrachd Bhaile na h-Uige	Wigtownshire
Uèir	Alambre
Whalsay	Whalsay
C. Aubrey Smith	Aubrey Smith
Gaoth an Fhaighein	Ventosidad vaginal
John Haldane	John Scott Haldane
Mariano Ospina Pérez	Mariano Ospina Pérez
Jean-Yves Le Drian	Jean-Yves Le Drian
Máirtín Ó Cadhain	Máirtín Ó Cadhain
Yodh	Yod
Tav	TAV
Bressay	Bressay
Anarag	Anorak
Ansonia, Connecticut	Ansonia (Connecticut)
Àibheis	Llanura abisal
Thal	Thal (Estiria)
Pearl City, Hawaii	Pearl City (Hawái)
Brynbuga	Usk
Oware	Oware
Cille Mheàrnaig	Kilmarnock
Coimeasach	Comparación (sintaxis)
Rìoghachd na Pòlainn (1025 - 1385)	Reino de Polonia (1025-1385)
Wilmette, Illinois	Wilmette
Sterling, Illinois	Sterling (Illinois)
The View (còmhlan)	The View
Mocoa	Mocoa
Pont Grog y Borth	Puente colgante de Menai
Alanais	Alness
Alcelaphus	Alcelaphus
Raghnallsaigh	South Ronaldsay
Lee Westwood	Lee Westwood
Fetlar	Fetlar
Westport, Connecticut	Westport (Connecticut)
Eileanan Albannach	Anexo:Islas de Escocia
Cocteau Twins	Cocteau Twins
Lihue, Hawaii	Lihue
Blàr na h-Eaglaise Brice (1298)	Batalla de Falkirk
Eideard VIII	Eduardo VIII del Reino Unido
Baile Ùr Dhùn Èideann	Ciudad nueva de Edimburgo
Sean Bhaile Dhùn Èideann	Ciudad vieja de Edimburgo
St. Croix County, Wisconsin	Condado de St. Croix
Rangitikei District	Distrito de Rangitikei
Consairtean	Concertina
Ceimigear	Químico
Shelton, Connecticut	Shelton (Connecticut)
Nelson County, Kentucky	Condado de Nelson (Kentucky)
Chester, Vermont	Chester (Vermont)
Siorrachd Cholchester	Condado de Colchester
Valentín González	Valentín González
Blaenau Gwent	Blaenau Gwent
Gore, Sealainn Nuadh	Gore (Nueva Zelanda)
Oxna	Oxna
Taisbeanadh Obar Bhrothaig	Declaración de Arbroath
Caldas	Caldas (Antioquia)
Sgioba nàiseanta rugbaidh na h-Èireann	Selección de rugby de Irlanda
Urras Nàiseanta na h-Alba	National Trust for Scotland
Malairt	Comercio
Camógaíocht	Camogie
El Rosal	El Rosal (Cundinamarca)
A' Cheò na h-Abhalon	Las nieblas de Avalón
Goldfrapp	Goldfrapp
Saoil	Seil
Cuan-choire	Remolino
Funza	Funza
Y Fenni	Abergavenny
Lorain, Ohio	Lorain (Ohio)
Sgioba nàiseanta rugbaidh na Cairtbheil	Selección de rugby de Georgia
Dover	Dover
Manawatu District	Distrito de Manawatu
Brot Cuilinn	Cullen Skink
Abhainn Anainn	Río Annan
Rinn Friù	Renfrew (Escocia)
Ian Poulter	Ian Poulter
Gruney	Gruney
An Creagán, Contae Dhoire	Creggan
Cherokee County, Carolina a Deas	Condado de Cherokee (Carolina del Sur)
Corrag	Dedos de la mano
Deist	Deísmo
Fàsach Lop	Desierto de Lop Nor
An Baile Gaelach	Irishtown
Bòrd-sgeadachaidh	Cómoda
Sgioba nàiseanta rugbaidh Astràilia	Selección de rugby de Australia
Alcelaphus buselaphus	Alcelaphus buselaphus
Beatragus hunteri	Beatragus hunteri
Zolochiv	Zolochiv
An Eaglais Bhreac	Falkirk
Tràth neo-choileanta	Pretérito imperfecto
Beannachd	Bendición
Arauca	Arauca
Arauca (baile)	Arauca (Arauca)
Stràc throm	Acento grave
Trearddur	Trearddur
Tourville-sur-Arques	Tourville-sur-Arques
Susanville, Calafòrnia	Susanville (California)
Prionnsalachd Schwarzburg-Sondershausen	Schwarzburgo-Sondershausen
Obar Bhrothaig	Arbroath
Poblachd Ghranada Ùire	República de la Nueva Granada
Norwich, Connecticut	Norwich (Connecticut)
San Rafael, Calafòrnia	San Rafael (California)
Nis	NIS
Waipahu, Hawaii	Waipahu
La Guajira (Fàsach)	Desierto de La Guajira
Lafayette, Indiana	Lafayette (Indiana)
Neiva	Neiva
Craoibh	Crieff
Àird Rosain	Ardrossan
Cebreros	Cebreros
Uainfheoil	Carne de cordero
Old Firm	Old Firm
Cathag nan casan dearg	Pyrrhocorax pyrrhocorax
Torfaen	Torfaen
Cath na Bòinne	Batalla del Boyne
Sgioba nàiseanta rugbaidh na h-Argantain	Selección de rugby de Argentina
Am Magh Fada	Moffat
Arrecife	Arrecife (España)
Gaspar de Rodas	Gaspar de Rodas
Farafra	Depresión de Farafra
Seumas Dùghlas, Tighearna Dhùghlais	James Douglas (señor de la guerra)
Martin County, Florida	Condado de Martín (Florida)
Rathad-iarainn Talyllyn	Ferrocarril Talyllyn
Siostam foirmeil	Sistema formal
Sir Ddinbych	Denbighshire
2050an	Años 2050
2040an	Años 2040
Gille-fionn	Bolinus brandaris
Blàr Chùil Lodair	Batalla de Culloden
Dùn Phrìs	Dumfries
Earra-Ghàidheal	Argyll
Broth	Eflorescencia (dermatología)
Tuatha Dè Danann	Tuatha Dé Danann
Inbhir Àir	Ayr (Escocia)
Cille Bhrìghde an Ear	East Kilbride
Galldachd	Tierras Bajas de Escocia
Metro de Medellín	Metro de Medellín
Slighe Costa na Cuimrigh	Sendero de la costa de Gales
Canterbury Region	Región de Canterbury
Cartagena de Indias	Cartagena de Indias
Uibhist a Tuath	North Uist
Constantin Guys	Constantin Guys
An Roinn Charaibeach	Caribe (región)
Siorrachd Rosbroig	Roxburghshire
Leabharlann Nàiseanta na Cuimrigh	Biblioteca Nacional de Gales
Tasman Region	Región de Tasman
Nevada City, Calafòrnia	Nevada City
Iòrdan	Jordan
Medellín (Spàinn)	Medellín (España)
Siorrachd an Rìgh	Condado de Kings (Nueva Escocia)
Prionnsalachd Hohenzollern-Hechingen	Hohenzollern-Hechingen
Tanami	Desierto de Tanami
Pacho	Pacho
BBC Scotland	BBC Scotland
Alpenhorn	Trompa de los Alpes
Santiago de Veraguas	Santiago de Veraguas
Crann-togail	Grúa Derrick
Bile (Pàrlamaid)	Proyecto de ley
Diùcachd Anhalt-Bernburg	Anhalt-Bernburg
Les Dirouilles	Les Dirouilles
Clifton, Arizona	Clifton (Arizona)
Cathair Challdainn	Kirkcaldy
Llyfr Du Caerfyrddin	Libro negro de Carmarthen
Otago	Otago
Gaoth Dobhair	Gweedore
Droimeanach	Drimnagh
Bowling Green, Kentucky	Bowling Green (Kentucky)
Prionnsalachd Schwarzburg-Rudolstadt	Schwarzburgo-Rudolstadt
Bermeo	Bermeo
Garfield County, Washington	Condado de Garfield (Washington)
Diùcachd Sagsainn-Eisenach	Ducado de Sajonia-Eisenach
Diùcachd Nassau-Weilburg	Casa de Nassau-Weilburg
Prionnsalachd Regensburg	Principado de Ratisbona
Oilthigh Erfurt	Universidad de Erfurt
Co-labhairt Évian	Conferencia de Evian
Liosta dùthchannan a-rèir àireamh-shluaigh	Anexo:Países por población
Aird nan Saighead	Arthur's Seat
2030an	Años 2030
Seòras Bochanan	George Buchanan
540an RC	Años 540 a. C.
Dùthchannan ann an Àisia	Anexo:División política de Asia
Cromleax	Obélix
Malachi Throne	Malachi Throne
Fuineadh	Horneado
Dealan-spèid	Telegrafía
Justin Rose	Justin Rose
Comar	Confluencia
Almost Famous	Casi famosos
Pluto	Pluto
Auckland Region	Región de Auckland
Llanbedr Pont Steffan	Lampeter
Danu	Dana (mitología celta)
SS Great Eastern	Great Eastern
Tahlequah, Oklahoma	Tahlequah (Oklahoma)
Neil Bartlett	Neil Bartlett (químico)
Tobar na Màthar	Motherwell
Portmeirion	Portmeirion
C.B. Greatna	Gretna Football Club
Mompós	Santa Cruz de Mompox
Nathair (Ceòl)	Serpentón
Tunnag	Anas platyrhynchos domesticus
Corra-ghràin mhòr Aimeireaga	Botaurus lentiginosus
SS Great Britain	SS Great Britain
Whangarei	Whangarei
Gairsay	Gairsay
Asaint	Assynt
Setsubun	Setsubun
Am Monadh Ruadh	Cairngorms
Woods Hole, Massachusetts	Woods Hole (Massachusetts)
Pàrtaidh Tòraidh Choloimbia	Partido Conservador Colombiano
Castell-nedd Port Talbot	Neath-Port Talbot
The Chronic	The Chronic
Nefud	Desierto de An-Nafud
Duine-uasal	Gentilhombre
Villavicencio	Villavicencio
BBC Radio 3	BBC Radio 3
Chatroulette.com	Chatroulette
Hertford County, Carolina a Tuath	Condado de Hertford
Latha Mhartin Luther King	Día de Martin Luther King Jr.
Woodstock (Oxfordshire)	Woodstock (Oxfordshire)
Status quo ante bellum	Statu quo ante bellum
Unst	Unst
Rehoboth Beach, Delaware	Rehoboth Beach (Delaware)
Guairá	Departamento de Guairá
Bristol, Connecticut	Bristol (Connecticut)
Torrington, Connecticut	Torrington (Connecticut)
Derby, Connecticut	Derby (Connecticut)
Hamden, Connecticut	Hamden (Connecticut)
New Castle, Delaware	New Castle (Delaware)
Georgetown, Delaware	Georgetown (Delaware)
Milford, Delaware	Milford (Delaware)
Randallstown, Maryland	Randallstown (Maryland)
Seaford, Delaware	Seaford (Delaware)
Smyrna, Delaware	Smyrna (Delaware)
Beinn na Faoghla	Benbecula
Greenville, Delaware	Greenville (Delaware)
Harrington, Delaware	Harrington (Delaware)
Milford, Connecticut	Milford (Connecticut)
Rockville, Connecticut	Rockville (Connecticut)
Delaware City, Delaware	Delaware City
Lewes, Delaware	Lewes (Delaware)
Caisteal Shruighlea	Castillo de Stirling
Karcag	Karcag
Lia Fàil	Piedra de Scone
Caisteal Conwy	Castillo de Conwy
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca	Centro Federal de Educação Tecnológica Celso Suckow da Fonseca
Auburn, Calafòrnia	Auburn (California)
Auburn, Maine	Auburn (Maine)
Springs	Springs (Sudáfrica)
Ceannardan na Spàinne	Presidente del Consejo de Ministros de España
Fara, Sealltainn	Isla Fair
Òrdag-coise	Hallux
Darrell Dexter	Darrell Dexter
Cruit	Rota (instrumento musical)
Oilthigh Cantàbria	Universidad de Cantabria
Dasht-e Lut	Desierto de Lut
Southaven, Mississippi	Southaven
Port an Dúnáin	Portadown
Cas-gwent	Chepstow
Sgioba nàiseanta rugbaidh Chanada	Selección de rugby de Canadá
Girardota	Girardota
Bus	Bus
Willows, Calafòrnia	Willows (California)
Écréhous	Les Écréhous
Klaipėda	Klaipėda
Pàirc Thanachais	Tannadice Park
Auskerry	Auskerry
Roinn Rianachdail Shònraichte Sluagh-Phoblachd na Sìne	Región administrativa especial
Aberteifi	Cardigan
Dùn-gainmhich Tottori	Dunas de arena de Tottori
Lebanon County, Pennsylvania	Condado de Lebanon
Na h-Eileanan Cròlainneach	Islas Crowlin
Moguer	Moguer
Siorrachd Bhearaig	Berwickshire
Graemsay	Graemsay
Am Baile Sear	Baleshare
Beddgelert	Beddgelert
Bealltainn	Beltane
Inbhir Àir Aonaichte	Ayr United Football Club
Siorrachd Àir	Ayrshire
Azinhaga	Azinhaga
BBC Radio 1Xtra	BBC Radio 1Xtra
BBC Radio 2	BBC Radio 2
BBC Radio 4 Extra	BBC Radio 4 Extra
BBC Radio 1	BBC Radio 1
BBC Radio 5 Live	BBC Radio 5 Live
BBC Radio 4	BBC Radio 4
Fàsach Cholistan	Desierto de Cholistán
Bonaid-snàimh	Gorro de natación
Stèisean Inbhir Nis	Estación de Inverness
Baja California	Desierto de Baja California
Blaenafon	Blaenavon
Baile Chluaidh	Balclutha (Nueva Zelanda)
Baile an Chaistil	Ballycastle
An Baile Meánach	Ballymena
Balta, Sealltainn	Balta (isla)
Beannchar	Banchory
Bonnach	Bannock (comida)
Allt a' Bhonnaich	Bannockburn
Both Cheit	Bathgate
Cabar	Lanzamiento de cáber
Fàsach Bhayuda	Desierto de Bayuda
Siontò	Sintoísmo
Beaufort, Carolina a Deas	Beaufort (Carolina del Sur)
Bròg-cleasachd	Calzado deportivo
Bella Vista, Arkansas	Bella Vista (Arkansas)
Bello	Bello (Antioquia)
Belmont, Massachusetts	Belmont (Massachusetts)
Quibdó	Quibdó
Beinn Hòb	Ben Hope
Rhondda Cynon Taf	Rhondda Cynon Taff
Bentonville, Arkansas	Bentonville (Arkansas)
Klickitat County, Washington	Condado de Klickitat
York, Pennsylvania	York (Pensilvania)
Sgioba nàiseanta rugbaidh na Cuimrigh	Selección de rugby de Gales
Riohacha (baile)	Riohacha
Dubhadh-grèine	Protector solar
Tinbheal	Tynwald
Cabstair	Bocado
Bono	Bono (músico)
Broken Arrow, Oklahoma	Broken Arrow (Oklahoma)
Caerfyrddin	Carmarthen
Diùcachd Nassau	Ducado de Nassau
Roinn Phruisianach Phomerania	Provincia de Pomerania (1815–1945)
Ukiah, Calafòrnia	Ukiah (California)
Woodland, Calafòrnia	Woodland (California)
Urial	Ovis vignei
Runrig	Runrig
