Afrika	África
Sondag	Domingo
Loper (skaak)	Alfil
Pion (skaak)	Peón (ajedrez)
Ruiter (skaak)	Caballo (ajedrez)
Toring (skaak)	Torre (ajedrez)
Koning (skaak)	Rey (ajedrez)
Dame (skaak)	Dama (ajedrez)
Leeu	Panthera leo
Frankryk	Francia
Esperanto	Esperanto
Hond	Canis lupus familiaris
Verenigde Koninkryk	Reino Unido
Kat	Felis silvestris catus
Volksrepubliek van Sjina	República Popular China
Frans	Idioma francés
WikiWoordeboek	Wikcionario
Vis	Pisces
Etanol	Etanol
Brasilië	Brasil
Alkohol	Alcohol
François Hollande	François Hollande
Rusland	Rusia
Walvisagtiges	Cetacea
Optiese vesel	Fibra óptica
Yorkshire	Yorkshire
Vierkant	Cuadrado
See	Mar
Swartsee	Mar Negro
Pi	Número π
Pi (letter)	Π
Wiki	Wiki
Toronto	Toronto
Alabama	Alabama
São Paulo	São Paulo
São Paulo (deelstaat)	Estado de São Paulo
Quebec	Quebec
Pizza	Pizza
Wikimedia-stigting	Fundación Wikimedia
Jimmy Wales	Jimmy Wales
Duitsland	Alemania
Wit-Rusland	Bielorrusia
Duits	Idioma alemán
Ysland	Islandia
God	Dios
Estland	Estonia
David Cameron	David Cameron
Saturnus	Saturno (planeta)
Saturnus se ringe	Anillos de Saturno
Sjokolade	Chocolate
Vliegtuig	Avión
Oorlog	Guerra
1 (getal)	Uno
Stephen Harper	Stephen Harper
George W. Bush	George W. Bush
Rakfisk	Rakfisk
Reghoek	Rectángulo
Letland	Letonia
Oekraïne	Ucrania
Tsjeggië	República Checa
Slowakye	Eslovaquia
Slowenië	Eslovenia
Vilnius	Vilna
Moldowa	Moldavia
Roemenië	Rumania
Bulgarye	Bulgaria
Rome	Roma
Republiek van Masedonië	República de Macedonia
Albanië	Albania
Groenland	Groenlandia
Kroasië	Croacia
Bosnië en Herzegowina	Bosnia y Herzegovina
Nuuk	Nuuk
Azerbeidjan	Azerbaiyán
Andorra	Andorra
Siprus	Chipre
Georgië	Georgia
Wallonië	Región Valona
Kasakstan	Kazajistán
Malta	Malta
Monaco	Mónaco
Montenegro	Montenegro
Vatikaanstad	Ciudad del Vaticano
San Marino	San Marino
Brussel	Bruselas
Brusselse Hoofstedelike Gewes	Región de Bruselas-Capital
Kuba	Cuba
Belize	Belice
Eiffel-toring	Torre Eiffel
Barbados	Barbados
Volkswagen	Volkswagen
Volkswagen Golf	Volkswagen Golf
Intel	Intel Corporation
Sleutelbord	Teclado (informática)
Java (programmeertaal)	Java (lenguaje de programación)
Indonesië	Indonesia
QWERTY-sleutelbord	Teclado QWERTY
Wolfgang Amadeus Mozart	Wolfgang Amadeus Mozart
Ludwig van Beethoven	Ludwig van Beethoven
Turks	Idioma turco
Suid-Afrika	Sudáfrica
Linkin Park	Linkin Park
Algerië	Argelia
Wikisource	Wikisource
Oesbekistan	Uzbekistán
Sonnedou	Drosera
Poznań	Poznań
Tasjkent	Taskent
Warskou	Varsovia
Islay	Islay
Eurovision-sangfees	Festival de la Canción de Eurovisión
Modena	Módena
Whiskey	Whisky
Wyn	Vino
Water	Agua
Konjak	Coñac
Hout	Madera
Televisie	Televisión
Geslag	Sexo
Pornografie	Pornografía
Yslands	Idioma islandés
Diego Velázquez	Diego Velázquez
Chili	Chile
Jesus van Nasaret	Jesús de Nazaret
Elvis Presley	Elvis Presley
Galileo Galilei	Galileo Galilei
Mercurius	Mercurio (planeta)
Geskiedenis	Historia
Père-Lachaise-begraafplaas	Cementerio del Père-Lachaise
Apple Inc.	Apple
Venus (planeet)	Venus (planeta)
Taal	Lenguaje
Liefde	Amor
Diktatorskap	Dictadura
Sterrestelsel	Galaxia
Jupiter (planeet)	Júpiter (planeta)
Michelle Bachelet	Michelle Bachelet
Melkweg	Vía Láctea
Oerknal	Teoría del Big Bang
Uranus (planeet)	Urano (planeta)
Engelse Wikipedia	Wikipedia en inglés
Nicolas Sarkozy	Nicolas Sarkozy
Neptunus (planeet)	Neptuno (planeta)
Sterrekunde	Astronomía
Singapoer	Singapur
Wetenskap	Ciencia
Pluto (dwergplaneet)	Plutón (planeta enano)
Montreal	Montreal
Vrye sagteware	Software libre
Quimper	Quimper
Maria	María (madre de Jesús)
Lodewyk IX van Frankryk	Luis IX de Francia
Liechtenstein	Liechtenstein
Sport	Deporte
Cambridge	Cambridge
Yellowstone Nasionale Park	Parque nacional de Yellowstone
Adolf Hitler	Adolf Hitler
Facebook	Facebook
WikiLeaks	WikiLeaks
Julian Assange	Julian Assange
Eerste Wêreldoorlog	Primera Guerra Mundial
Tweede Wêreldoorlog	Segunda Guerra Mundial
Keulen	Colonia (Alemania)
Wikibooks	Wikilibros
Wikiquote	Wikiquote
Wikiversity	Wikiversidad
Wikivoyage	Wikiviajes
Wodka	Vodka
Ubuntu (Linux)	Ubuntu
Skopje	Skopie
Gdynia	Gdynia
Bob Dylan	Bob Dylan
Szczecin	Szczecin
Wiskunde	Matemáticas
U2	U2
Latyn	Latín
Bahrein	Baréin
Armenië	Armenia
Wigskrif	Escritura cuneiforme
Higgs-boson	Bosón de Higgs
Serwië	Serbia
Maan	Luna
Istanboel	Estambul
Australië	Australia
Bob Marley	Bob Marley
Carl Sagan	Carl Sagan
Astrobiologie	Astrobiología
Pioneer-plaat	Placa de la Pioneer
Fisika	Física
Argentinië	Argentina
Telekommunikasie	Telecomunicación
Peru	Perú
Biologie	Biología
Vreemde vlieënde voorwerp	Objeto volador no identificado
Noord-Korea	Corea del Norte
Kambodja	Camboya
Kuiper-gordel	Cinturón de Kuiper
Koran	Corán
Dinosourus	Dinosauria
Dierkunde	Zoología
Islam	Islam
Ljubljana	Liubliana
Plantkunde	Botánica
Lech Wałęsa	Lech Wałęsa
Wiel	Rueda
Denis Diderot	Denis Diderot
Vrede	Paz
Encyclopædia Britannica	Enciclopedia Británica
Lyon	Lyon
Europese Unie	Unión Europea
Rhône-Alpes	Ródano-Alpes
Wêreldwye web	World Wide Web
Vrou	Mujer
Sofia	Sofía
Akwaduk	Acueducto
Poësie	Poesía
Rekenaarvirus	Virus informático
Milaan	Milán
Turyn	Turín
Ontlasting	Excremento
Anus	Ano
Suurlemoen	Citrus × limon
Émile Zola	Émile Zola
666	666
Blom	Flor
Wladimir Wisotski	Vladímir Vysotski
Berg Everest	Monte Everest
Anatomie	Anatomía
Stad	Ciudad
Napoleon Bonaparte	Napoleón Bonaparte
Olympus Mons	Monte Olimpo (Marte)
Fisiologie	Fisiología
Ster	Estrella
Vesuvius	Monte Vesubio
Son	Sol
Louis Pasteur	Louis Pasteur
Ligjaar	Año luz
Victor Hugo	Victor Hugo
Oseanië	Oceanía
Atletiek	Atletismo
Sonnestelsel	Sistema Solar
Oossee	Mar Báltico
Triëst	Trieste
Vistula	Vístula
Avenue des Champs-Élysées	Avenida de los Campos Elíseos
Oder	Óder
Waterstof	Hidrógeno
Helium	Helio
Wikimedia Commons	Wikimedia Commons
Angela Merkel	Angela Merkel
Litium	Litio
Berillium	Berilio
Luidspreker	Altavoz
Boek	Libro
Dag	Día
Oos-Timor	Timor Oriental
Nag	Noche
Jaar	Año
Eeue	Siglo
Łódź	Łódź
Mont Blanc	Mont Blanc
Ryn	Rin
Oslo	Oslo
Bonn	Bonn
Katowice	Katowice
Swartkolk	Agujero negro
Gay	Gay
Ceres (dwergplaneet)	Ceres (planeta enano)
Lissabon	Lisboa
Rzeszów	Rzeszów
Ichiro Suzuki	Ichiro Suzuki
Haumea	Haumea (planeta enano)
Rhône	Ródano
Makemake	Makemake (planeta enano)
Eris (dwergplaneet)	Eris (planeta enano)
Doebai (stad)	Dubái (ciudad)
Doebai (emiraat)	Dubái
Lionel Messi	Lionel Messi
Boor (element)	Boro
Nicolaas Copernicus	Nicolás Copérnico
Versailles	Versalles
Koolstof	Carbono
Wolga	Volga
Stikstof	Nitrógeno
Suurstof	Oxígeno
FC Internazionale Milano	Inter de Milán
Planeet	Planeta
Cleopatra VII	Cleopatra VII
Kate Bush	Kate Bush
Musiek	Música
Venesië	Venecia
Po (rivier)	Po
Newarivier	Río Nevá
Termometer	Termómetro
Rennes	Rennes
Lille	Lille
Moskou	Moscú
Fluoor	Flúor
Italiaans	Idioma italiano
Chihuahua (hond)	Chihuahueño (perro)
Neon	Neón
Chihuahua (deelstaat)	Chihuahua
Sint Petersburg	San Petersburgo
Tsjad	Chad
Natrium	Sodio
Noord	Norte
Magnesium	Magnesio
Aluminium	Aluminio
Nieu-Seeland	Nueva Zelanda
Suid	Sur
Indië	India
Silikon	Silicio
Tuvalu	Tuvalu
Fosfor	Fósforo
André-Marie Ampère	André-Marie Ampère
Prosa	Prosa
Yster	Hierro
Tonga	Tonga
Wes	Oeste
Swawel	Azufre
Samoa	Samoa
Oos	Este
Solomoneilande	Islas Salomón
Vanuatu	Vanuatu
Molière	Molière
Chloor	Cloro
Bastille (musiekgroep)	Bastille
Delft, Nederland	Delft
Papoea-Nieu-Guinee	Papúa Nueva Guinea
William Shakespeare	William Shakespeare
Suid-Holland	Holanda Meridional
Palau	Palaos
Argon	Argón
Nauru	Nauru
Mozilla Firefox	Mozilla Firefox
Noord-Holland	Holanda Septentrional
Gefedereerde State van Mikronesië	Estados Federados de Micronesia
Kalium	Potasio
Zeeland	Zelanda
Kalsium	Calcio
Flevoland	Flevolanda
Lood	Plomo
Marshalleilande	Islas Marshall
Kiribati	Kiribati
Mongolië	Mongolia
Fidji	Fiyi
Skandium	Escandio
Heilbronn	Heilbronn
Titaan (element)	Titanio
Venezuela	Venezuela
Skaak	Ajedrez
Saginaw	Saginaw
Djengis Khan	Gengis Kan
Vanadium	Vanadio
Maine	Maine
Chroom	Cromo
Perd	Equus ferus caballus
Amsterdam	Ámsterdam
Gevegswapen	Arma
Dier	Animalia
Suriname	Surinam
Mangaan	Manganeso
Paraguay	Paraguay
Guyana	Guyana
Kuns	Arte
Ecuador	Ecuador
Colombia	Colombia
Kobalt	Cobalto
Wolfram	Wolframio
Nikkel	Níquel
Aarbei	Fragaria
Boeddhisme	Budismo
Groningen (munisipaliteit)	Groninga
Bolivië	Bolivia
Groningen (provinsie)	Provincia de Groninga
Koper	Cobre
Trinidad en Tobago	Trinidad y Tobago
Plant	Plantae
St. Vincent en die Grenadines	San Vicente y las Granadinas
Sink	Cinc
New Hampshire	Nuevo Hampshire
St. Lucia	Santa Lucía
Białystok	Białystok
Leonardo da Vinci	Leonardo da Vinci
St. Kitts en Nevis	San Cristóbal y Nieves
Swam	Fungi
Jamaika	Jamaica
Grenada	Granada (país)
Friesland	Frisia
Massachusetts	Massachusetts
Drenthe	Drente
Overijssel	Overijssel
Guatemala	Guatemala
Gelderland	Güeldres
Utrecht (provinsie)	Provincia de Utrecht
Google Chrome	Google Chrome
Bahamas	Bahamas
Connecticut	Connecticut
Hoender	Gallus gallus domesticus
Antigua en Barbuda	Antigua y Barbuda
Hawaii	Hawái
Honduras	Honduras
Dominica	Dominica
Jersey	Jersey
Dominikaanse Republiek	República Dominicana
Vark	Sus scrofa domestica
Arktiese Oseaan	Océano Ártico
Haïti	Haití
El Salvador	El Salvador
Zwolle	Zwolle
Iran	Irán
Irak	Irak
Alaska	Alaska
Assen	Assen
Costa Rica	Costa Rica
Israel	Israel
Utrecht (munisipaliteit)	Utrecht
Panama	Panamá
Jemen	Yemen
Lausanne	Lausana
Virus	Virus
Pools	Idioma polaco
Jordanië	Jordania
Nicaragua	Nicaragua
Florida	Florida
Kirgisië	Kirguistán
Arizona	Arizona
Koeweit	Kuwait
Laos	Laos
Libanon	Líbano
Oregon	Oregón
Maledive	Maldivas
Amerikas	América
Utah	Utah
Bees	Bos primigenius taurus
Maleisië	Malasia
Mianmar	Birmania
Nepal	Nepal
Oman	Omán
Pakistan	Pakistán
Katar	Catar
Tennis	Tenis
MySQL	MySQL
Saoedi-Arabië	Arabia Saudita
Lockheed L-1011 TriStar	Lockheed L-1011 TriStar
Andrei Tarkofski	Andréi Tarkovski
Sri Lanka	Sri Lanka
Josef Stalin	Iósif Stalin
Sirië	Siria
Plato	Platón
Gallium	Galio
Tadjikistan	Tayikistán
Pokémon	Pokémon
Republiek van Sjina	República de China
YouTube	YouTube
Germanium	Germanio
Aristoteles	Aristóteles
Thailand	Tailandia
Trein	Tren
Arseen	Arsénico
Radio	Radiocomunicación
Meryl Streep	Meryl Streep
Turkmenistan	Turkmenistán
Abakan	Abakán
Selenium	Selenio
Iridium	Iridio
Verenigde Arabiese Emirate	Emiratos Árabes Unidos
Broom	Bromo
Platinum	Platino
Viëtnam	Vietnam
Charlie Chaplin	Charles Chaplin
Nowosibirsk	Novosibirsk
Suid-Korea	Corea del Sur
Józef Piłsudski	Józef Piłsudski
The Simpsons	Los Simpson
Jekaterinburg	Ekaterimburgo
Kripton	Kriptón
Afghanistan	Afganistán
Nizjni Nowgorod	Nizhni Nóvgorod
J.R.R. Tolkien	J. R. R. Tolkien
Samara	Samara
Rubidium	Rubidio
Goud	Oro
Omsk	Omsk
Suezkanaal	Canal de Suez
Kazan	Kazán
Bangladesj	Bangladés
Franz Kafka	Franz Kafka
Tsjeljabinsk	Cheliábinsk
Rostof aan die Don	Rostov del Don
Jorge Luis Borges	Jorge Luis Borges
Oefa	Ufá
Mali	Malí
Sokrates	Sócrates
Wolgograd	Volgogrado
Angola	Angola
Perm	Perm
Bhoetan	Bután
Twitter	Twitter
Krasnojarsk	Krasnoyarsk
Broenei	Brunéi
Tanzanië	Tanzania
Kwik	Mercurio (elemento)
Roald Amundsen	Roald Amundsen
Harry Mulisch	Harry Mulisch
Filippyne	Filipinas
Sentraal-Afrikaanse Republiek	República Centroafricana
Suidpool	Polo Sur
Noordpool	Polo Norte
Isaac Newton	Isaac Newton
OpenStreetMap	OpenStreetMap
Albert Einstein	Albert Einstein
Stronsium	Estroncio
Pedro I van Brasilië	Pedro I de Brasil y IV de Portugal
Yttrium	Itrio
Bismut	Bismuto
Geel	Amarillo
Kwantummeganika	Mecánica cuántica
Togo	Togo
Donald Tusk	Donald Tusk
Tunisië	Túnez
Zambië	Zambia
Zimbabwe	Zimbabue
Beijing	Pekín
Suid-Soedan	Sudán del Sur
Wladiwostok	Vladivostok
Tiwa	Tuvá
Benin	Benín
Botswana	Botsuana
Wikinews	Wikinoticias
Burkina Faso	Burkina Faso
Burundi	Burundi
Comore-eilande	Comoras
Republiek van die Kongo	República del Congo
Alkmaar	Alkmaar
Ob	Río Obi
Demokratiese Republiek van die Kongo	República Democrática del Congo
San Antonio	San Antonio (Texas)
Djiboeti	Yibuti
Meem	Meme
Polonium	Polonio
Beiere	Baviera
Ekwatoriaal-Guinee	Guinea Ecuatorial
Baden-Württemberg	Baden-Wurtemberg
Eritrea	Eritrea
Nieu-Delhi	Nueva Delhi
Almelo	Almelo
Pous Johannes Paulus II	Juan Pablo II
Fjodor Dostojefski	Fiódor Dostoyevski
Amersfoort, Nederland	Amersfoort
Kamtsjatka-skiereiland	Península de Kamchatka
Tbilisi	Tiflis
Appingedam	Appingedam
Astaat	Ástato
Gaboen	Gabón
Mahatma Gandhi	Mahatma Gandhi
Solidarność	Solidarność
Strokiesverhaal	Historieta
Gambië	Gambia
Guinee	Guinea
Guinee-Bissau	Guinea-Bisáu
Ivoorkus	Costa de Marfil
Kameroen	Camerún
Kaap Verde	Cabo Verde
Lesotho	Lesoto
Liberië	Liberia
Libië	Libia
Aken	Aquisgrán
Madagaskar	Madagascar
Malawi	Malaui
Stuttgart	Stuttgart
Mauritanië	Mauritania
Mauritius	Mauricio
Marokko	Marruecos
Mosambiek	Mozambique
Namibië	Namibia
France Prešeren	France Prešeren
Niger	Níger
Nigerië	Nigeria
Charles Darwin	Charles Darwin
Uganda	Uganda
Rwanda	Ruanda
Sirkonium	Circonio
São Tomé en Príncipe	Santo Tomé y Príncipe
Karlsruhe	Karlsruhe
Senegal	Senegal
Seychelle	Seychelles
Carolus Linnaeus	Carlos Linneo
Sierra Leone	Sierra Leona
Somalië	Somalia
Niobium	Niobio
Julius Caesar	Julio César
Soedan	Sudán
Swaziland	Suazilandia
Reënboog	Arco iris
Molibdeen	Molibdeno
Tegnesium	Tecnecio
Hamburg	Hamburgo
Ontariomeer	Lago Ontario
Evolusie	Evolución biológica
Verenigde Nasies	Organización de las Naciones Unidas
Bowemeer	Lago Superior
Dante Alighieri	Dante Alighieri
Geologie	Geología
Ahmedabad	Ahmedabad
Geografie	Geografía
Hart	Corazón
Brein	Cerebro
Vel	Piel
Kleur	Color
Selfstandige naamwoord	Sustantivo
Praag	Praga
Rutenium	Rutenio
Rodium	Rodio
Blou	Azul
Palladium	Paladio
Silwer	Plata
Kadmium	Cadmio
Star Trek	Star Trek
Limburg, Nederland	Limburgo (Países Bajos)
Indium	Indio (elemento)
Limburg, België	Provincia de Limburgo (Bélgica)
Tin	Estaño
Uraan	Uranio
Antimoon	Antimonio
Telluur	Telurio
Noord-Brabant	Brabante Septentrional
Jodium	Yodo
Hemer	Hemer
Xenon	Xenón
Sesium	Cesio
Elektriese lading	Carga eléctrica
Barium	Bario
Wes-Vlaandere	Provincia de Flandes Occidental
Oos-Vlaandere	Provincia de Flandes Oriental
Antwerpen (provinsie)	Provincia de Amberes
Vlaams-Brabant	Brabante Flamenco
Hafnium	Hafnio
Aktinium	Actinio
Waals-Brabant	Provincia del Brabante Valón
Tantaal	Tantalio
Bill Clinton	Bill Clinton
Namur (provinsie)	Provincia de Namur
Luxemburg (provinsie)	Provincia de Luxemburgo
Luik (provinsie)	Provincia de Lieja
Radium	Radio (elemento)
Hainaut	Provincia de Henao
Iserlohn	Iserlohn
Radon	Radón
Lotaringe	Lorena (Francia)
Elsas	Alsacia
Indira Gandhi	Indira Gandhi
Hector Berlioz	Hector Berlioz
Auvergne	Auvernia
Moembaai	Bombay
Internasionale Vereniging van Atletiekfederasies	Asociación Internacional de Federaciones de Atletismo
Assam	Assam
Bihar	Bihar
Michigan	Míchigan
Michiganmeer	Lago Míchigan
Goa	Goa
Boergondië (gewes)	Borgoña
Harjana	Haryana
Akwitanië	Aquitania
Puerto Rico	Puerto Rico
Karnataka	Karnataka
Kerala	Kerala
Limousin	Lemosín
Manipoer	Manipur
Sleeswyk-Holstein	Schleswig-Holstein
Mecklenburg-Voorpommere	Mecklemburgo-Pomerania Occidental
Nedersakse	Baja Sajonia
Noordryn-Wesfale	Renania del Norte-Westfalia
Hesse	Hesse
Rynland-Palts	Renania-Palatinado
Saarland	Sarre
Sakse	Sajonia
John Lennon	John Lennon
Illinois	Illinois
Thüringen	Turingia
Sakse-Anhalt	Sajonia-Anhalt
Noord-Dakota	Dakota del Norte
Brandenburg	Brandeburgo
Vrye Hansestad Bremen	Bremen (estado)
Suid-Dakota	Dakota del Sur
Montana	Montana
Wyoming	Wyoming
Piëmont	Piamonte
Jerusalem	Jerusalén
Alster	Río Alster
Idaho	Idaho
Washington (deelstaat)	Washington (estado)
Nevada	Nevada
Don	Río Don
Trentino-Suid-Tirool	Trentino-Alto Adigio
Indiese Oseaan	Océano Índico
Kosowo	Kosovo
Karibiese See	Mar Caribe
Kofi Annan	Kofi Annan
Ligurië	Liguria
Colorado	Colorado
Emilia-Romagna	Emilia-Romaña
Coloradorivier	Río Colorado
Frédéric Chopin	Frédéric Chopin
Trygve Lie	Trygve Lie
Toskane	Toscana
Leonard Cohen	Leonard Cohen
Umbrië	Umbría (Italia)
Kategorie:Alles	Categoría:Índice de categorías
Latium	Lacio
Abruzze	Abruzos
Alpe	Alpes
Karpate	Montes Cárpatos
Grenoble	Grenoble
Blaise Pascal	Blaise Pascal
Dortmund	Dortmund
Gent	Gante
Chicago	Chicago
The Beatles	The Beatles
Flerovium	Flerovio
Wageningen	Wageningen
Ununoctium	Ununoctio
Maastricht	Maastricht
Arnhem	Arnhem
Dag-en-nag-ewening	Equinoccio
Saddam Hoesein	Sadam Husein
Osama bin Laden	Osama bin Laden
Spaans	Idioma español
Friedrich August Hayek	Friedrich Hayek
Montevideo	Montevideo
Rimouski	Rimouski
Johann Sebastian Bach	Johann Sebastian Bach
Antonio Vivaldi	Antonio Vivaldi
Pittsburgh	Pittsburgh
Opera	Ópera
Philadelphia	Filadelfia
Kalkutta	Calcuta
Chennai	Chennai
Delhi	Delhi
Dhaka	Daca
Bangalore	Bangalore
Wes-Bengale	Bengala Occidental
Spinnekop	Araneae
Geleedpotiges	Arthropoda
Hyderabad, Indië	Hyderabad (India)
Islamabad	Islamabad
Tripoera	Tripura
Vrug	Fruto
Kategorie:Porto	Categoría:Oporto
Aap	Mono
Geld	Dinero
Virginië	Virginia
Wes-Virginië	Virginia Occidental
Paprika (plant)	Capsicum annuum
Huronmeer	Lago Hurón
New York (deelstaat)	Nueva York (estado)
Rhode Island	Rhode Island
Insek	Insecta
Maryland	Maryland
Delaware	Delaware
Wladimir Lenin	Lenin
Europium	Europio
Ohio	Ohio
Vergilius	Virgilio
Niccolò Machiavelli	Nicolás Maquiavelo
Pennsilvanië	Pensilvania
Uetersen	Uetersen
Augustus Octavianus	César Augusto
Microsoft Windows	Microsoft Windows
Tiberius	Tiberio
New Jersey	Nueva Jersey
Caligula	Calígula
Gibraltar	Gibraltar
Claudius	Claudio
Fins	Idioma finés
Nero	Nerón
Galba (keiser)	Galba
Indiana	Indiana
Nokia	Nokia
Vespasianus	Tito Flavio Vespasiano
Motorvoertuig	Automóvil
Juventus Football Club	Juventus de Turín
Domitianus	Domiciano
Trajanus	Trajano
Roger Federer	Roger Federer
Hadrianus	Adriano
Georgia	Georgia (Estados Unidos)
Antoninus Pius	Antonino Pío
Markus Aurelius	Marco Aurelio
KDE	KDE
Lucius Verus	Lucio Vero
Commodus	Cómodo
Zagreb	Zagreb
Kampanië	Campania
Texas	Texas
Septimius Severus	Septimio Severo
Tamil Nadu	Tamil Nadu
Genua	Génova
Noord-Carolina	Carolina del Norte
Hokkie	Hockey sobre césped
Suid-Carolina	Carolina del Sur
Kalabrië	Calabria
Sisilië	Sicilia
Manila	Manila
Sardinië	Cerdeña
Ferdinand Marcos	Ferdinand Marcos
Cebu Stad	Cebú
Loire (rivier)	Río Loira
Seine	Río Sena
Davao Stad	Dávao
Quezon Stad	Ciudad Quezón
Le Mans	Le Mans
Caloocan	Caloocan
Bordeaux	Burdeos
Buenos Aires	Buenos Aires
Meksikostad	México, D. F.
Tokio	Tokio
La Paz	La Paz
Barcelona	Barcelona
Pynappel	Ananas comosus
Mississippi	Misisipi
Ferdinand Magellaan	Fernando de Magallanes
Mississippirivier	Río Misisipi
Oetarpradesj	Uttar Pradesh
José Rizal	José Rizal
Swembad	Piscina
Sikkim	Sikkim
Patagonië	Patagonia
Tennessee	Tennessee
Richard Wagner	Richard Wagner
Nagpur	Nagpur
Abidjan	Abiyán
Aboe Dhabi	Abu Dabi
Astana	Astaná
Nieu-Meksiko	Nuevo México
Ramses II	Ramsés II
Athene	Atenas
Minnesota	Minnesota
Bagdad	Bagdad
Caracas	Caracas
Gekoördineerde Universele Tyd	Tiempo universal coordinado
Wisconsin	Wisconsin
Pune	Pune
Cicero	Marco Tulio Cicerón
AC Milan	Associazione Calcio Milan
Iowa	Iowa
Nebraska	Nebraska
Guatemala-stad	Ciudad de Guatemala
Kansas	Kansas
Havana	La Habana
Tabak	Tabaco
Hindi	Hindi
Marathi	Idioma maratí
Windows Internet Explorer	Internet Explorer
Sigaret	Cigarrillo
Ganesja	Ganesha
Missouri	Misuri
Louisiana	Luisiana
Nagaland	Nagaland
Kentucky	Kentucky
Arkansas	Arkansas
Neil Armstrong	Neil Armstrong
Oerdoe	Urdu
Édith Piaf	Édith Piaf
Elbe	Río Elba
Rijeka	Rijeka
Eems	Río Ems
Oklahoma	Oklahoma
Weser	Weser
Donau	Danubio
Gedig	Verso
Jacques Brel	Jacques Brel
Main	Meno
Neckar	Neckar
Havel	Río Havel
Noordsee	Mar del Norte
Skagerrak	Skagerrak
Moskou-oblast	Óblast de Moscú
Kiel, Duitsland	Kiel
Schwerin	Schwerin
Potsdam	Potsdam
Hannover	Hannover
Düsseldorf	Düsseldorf
Mainz	Maguncia
Wiesbaden	Wiesbaden
Dubrovnik	Dubrovnik
Saarbrücken	Sarrebruck
München	Múnich
Samara-oblast	Óblast de Samara
Erfurt	Érfurt
Dresden	Dresde
Maagdenburg	Magdeburgo
Vlugbal	Voleibol
Innsbruck	Innsbruck
Bregenz	Bregenz
Wene	Viena
Madonna	Madonna
Kopenhagen	Copenhague
Kaliningrad-oblast	Óblast de Kaliningrado
Stockholm	Estocolmo
Helsinki	Helsinki
Moermansk-oblast	Óblast de Múrmansk
Dublin	Dublín
Moermansk	Múrmansk
Reykjavik	Reikiavik
Tallinn	Tallin
Epitaaf	Epitafio
Riga	Riga
Zanzibar	Zanzíbar
Bratislava	Bratislava
Boedapest	Budapest
Charles Aznavour	Charles Aznavour
Gdansk	Gdansk
Frankfurt am Main	Fráncfort del Meno
Wrocław	Breslavia
Lantaan	Lantano
Astronomiese eenheid	Unidad astronómica
Saint-Tropez	Saint-Tropez
Rooiwyn	Vino tinto
Kaliningrad	Kaliningrado
Zinedine Zidane	Zinedine Zidane
Luxemburg (stad)	Luxemburgo (ciudad)
Vaduz	Vaduz
Bybel	Biblia
San Marino (stad)	San Marino (ciudad)
Phnom Penh	Nom Pen
Archangelsk	Arcángel (Rusia)
Ho Chi Minh-stad	Ciudad Ho Chi Minh
Lutetium	Lutecio
Hanoi	Hanói
Ware Jesuskerk	Verdadera Iglesia de Jesús
Engels	Idioma inglés
Bangkok	Bangkok
Andorra la Vella	Andorra la Vieja
Kuala Lumpur	Kuala Lumpur
Taipei	Taipéi
Amerikium	Americio
Odessa	Odesa
