Afrika	África
Siri Lanka	Sri Lanka
Suuriya	Siria
Gaaliyaam	Galio
Tadsjikistan	Tayikistán
Pokemon	Pokémon
Taywan	República de China
YouTube	YouTube
Jermaaniyaam	Germanio
Tayland	Tailandia
Tareen	Tren
Aarsenik	Arsénico
Turkmenistan	Turkmenistán
Seleniyaam	Selenio
Iridiyaam	Iridio
Imaaraatka Carabta	Emiratos Árabes Unidos
Boromiin	Bromo
Balatiniyaam	Platino
Fiyetnam	Vietnam
Charlie Chaplin	Charles Chaplin
Koonfur Kuuriya	Corea del Sur
Kiribtoon	Kriptón
Afgaanistan	Afganistán
Gangnam Style	Gangnam Style
Rubiidhiyaam	Rubidio
Dahab	Oro
Kanaalka Suweys	Canal de Suez
Bangladesh	Bangladés
Maali	Malí
Sokrades	Sócrates
Angola	Angola
Butaan	Bután
Twitter	Twitter
Barunay	Brunéi
Tansaaniya	Tanzania
Meerkuri	Mercurio (elemento)
Roald Amundsen	Roald Amundsen
Harry Mulisch	Harry Mulisch
Filibiin	Filipinas
Jamhuuriyadda Bartamaha Afrika	República Centroafricana
Cirifka Koonfur	Polo Sur
Cirifka waqooyi	Polo Norte
Isxaaq Newton	Isaac Newton
Albert Einstein	Albert Einstein
Istoroontiyaam	Estroncio
Itriyaam	Itrio
Bismuth	Bismuto
Jaale	Amarillo
Togo	Togo
Tunisiya	Túnez
Saambiya	Zambia
Simbaabwi	Zimbabue
Beijing	Pekín
Koonfur Suudaan	Sudán del Sur
Benin	Benín
Botswana	Botsuana
Burkina Faso	Burkina Faso
Burundi	Burundi
Komoros	Comoras
Jamhuuriyadda Kongo	República del Congo
Jamhuuriyada Dimuqaraadiga Kongo	República Democrática del Congo
Jabuuti	Yibuti
Boloniyaam	Polonio
Ikweetiga Guinea	Guinea Ecuatorial
Eratareya	Eritrea
New Delhi	Nueva Delhi
Ilmo	Bebé
Astatiin	Ástato
Gabon	Gabón
Mahatma Gandhi	Mahatma Gandhi
Gambia	Gambia
Guinea	Guinea
Guinea-Bissau	Guinea-Bisáu
Xeebta Foolmaroodi	Costa de Marfil
Kamiruun	Camerún
Kab Ferde	Cabo Verde
Lesotho	Lesoto
Liberia	Liberia
Libiya	Libia
Madagaskar	Madagascar
Malaawi	Malaui
Mauritania	Mauritania
Mauritius	Mauricio
Marooko	Marruecos
Musanbiig	Mozambique
Nambiya	Namibia
Nayjar	Níger
Nayjeeriya	Nigeria
Yugandha	Uganda
Ruwanda	Ruanda
Sirkooniyaam	Circonio
Sao Tome iyo Prinsipe	Santo Tomé y Príncipe
Sinigaal	Senegal
Seyshelles	Seychelles
Sierra Leone	Sierra Leona
Soomaaliya	Somalia
Niyobiyaam	Niobio
Julius Caesar	Julio César
Suudaan	Sudán
Swasiland	Suazilandia
Qaansa Roobaad	Arco iris
Molybdenum	Molibdeno
Teknetiyaam	Tecnecio
Qaramada Midoobay	Organización de las Naciones Unidas
Juquraafi	Geografía
Wadno	Corazón
Maskax	Cerebro
Maqaar	Piel
Midab	Color
Rutheniyaam	Rutenio
Roodhiyaam	Rodio
Baluug	Azul
Baladiyaam	Paladio
Naxaas	Plata
Kaadmiyaam	Cadmio
Limburg	Limburgo (Países Bajos)
Tin (curiye)	Estaño
Antimony	Antimonio
Teluriyaam	Telurio
Waqooyiga Brabant	Brabante Septentrional
Aaydhiin	Yodo
Siinoon	Xenón
Kaasiyaam	Cesio
Baariyaam	Bario
Haafniyaam	Hafnio
Aktiiniyaam	Actinio
Tantalum	Tantalio
Bill Clinton	Bill Clinton
Raadhiyaam	Radio (elemento)
Raadhoon	Radón
Lorraine	Lorena (Francia)
Buerto Riko	Puerto Rico
Niedersachsen	Baja Sajonia
Lombardia	Lombardía
Qudus	Jerusalén
Rutherfordium	Rutherfordio
Dubniyaam	Dubnio
Siiborgiyaam	Seaborgio
Badweynta Hindiya	Océano Índico
Kosofo	Kosovo
Badda Karabiya	Mar Caribe
Bohriyaam	Bohrio
Hasiyaam	Hassio
Meitneriyaam	Meitnerio
Darmstadtiyaam	Darmstadio
Roentgeniyaam	Roentgenio
Dortmund	Dortmund
Ununtriyaam	Ununtrio
Lifermoriyaam	Livermorio
Ununoktiyaam	Ununoctio
Maastricht	Maastricht
Jiilaal	Invierno
Gu	Primavera
Xagaa	Verano
Dayr	Otoño
Sadaam Xuseen	Sadam Husein
Usaama bin Laadin	Osama bin Laden
Caarcaaro	Araneae
Miro	Fruto
Lacagta	Dinero
Xasharaad	Insecta
Faladimir Lenin	Lenin
Uetersen	Uetersen
Augustus Octavian	César Augusto
Microsoft Windows	Microsoft Windows
Jibraltaar	Gibraltar
Nokia	Nokia
Baabuur	Automóvil
Juventus FC	Juventus de Turín
Texas	Texas
Bruno Mars	Bruno Mars
Sasiiliya	Sicilia
Sardiiniya	Cerdeña
Fuuqbax	Enfermedad de Crohn
Buenos Aires	Buenos Aires
Tokyo	Tokio
Barcelona	Barcelona
Abidjan	Abiyán
Minnesota	Minnesota
Baqdaad	Bagdad
Isuduwaha Waqtiga Caalamiga	Tiempo universal coordinado
AC Milan	Associazione Calcio Milan
Buuri	Tabaco
Internet Explorer	Internet Explorer
Sigaar	Cigarrillo
Nayl armistaroong	Neil Armstrong
Maxamed Faarax	Mohamed Farah
München	Múnich
Fiyena	Viena
Kobanhaygan	Copenhague
Stockholm	Estocolmo
Helsinki	Helsinki
Dublin	Dublín
Bratislava	Bratislava
Budapest	Budapest
Frankfurt	Fráncfort del Meno
Lanthanum	Lantano
Kitaabka quduska	Biblia
Phnom Penh	Nom Pen
Ho Chi Minh City	Ciudad Ho Chi Minh
Luteetiyaam	Lutecio
Mida Rumeed Kaniisada Ciise	Verdadera Iglesia de Jesús
Ingiriis (luqad)	Idioma inglés
Bangkok	Bangkok
Dong Hoi	Đồng Hới
Concepción	Concepción (Chile)
Franck Ribéry	Franck Ribéry
Ottawa	Ottawa
Dayaxa Cirjeex	Satélites de Júpiter
Juba	Yuba (Sudán del Sur)
Końskowola	Końskowola
Dar es Salaam	Dar es-Salam
Khartuum	Jartum
Dayaxa raage	Satélites de Saturno
2000	2000
2003	2003
2002	2002
2001	2001
2012	2012
2011	2011
2010	2010
2009	2009
2013	2013
2014	2014
2008	2008
2004	2004
2005	2005
2006	2006
2007	2007
1900	1900
1901	1901
Charles De Gaulle	Charles de Gaulle
1906	1906
1908	1908
1909	1909
1992	1992
1991	1991
1990	1990
1993	1993
1994	1994
1995	1995
1996	1996
1910	1910
1911	1911
1912	1912
1913	1913
1914	1914
1997	1997
1998	1998
1999	1999
1918	1918
Cunto	Alimento
Mas	Serpentes
Dayaxa docay	Satélites de Neptuno
Dashiishe	1 de enero
1920	1920
1919	1919
1921	1921
Georges Pompidou	Georges Pompidou
Malmö	Malmö
Birmingham	Birmingham
Microsoft	Microsoft
Borotoon	Protón
Kurów	Kurów
Kimisteri	Química
Robin van Persie	Robin van Persie
27	27
1989	1989
1988	1988
1987	1987
1986	1986
1985	1985
1984	1984
1983	1983
1982	1982
1981	1981
1980	1980
Muqdisho	Mogadiscio
Sana'a	Saná
1970	1970
1971	1971
1972	1972
1973	1973
1974	1974
1975	1975
1976	1976
1977	1977
1978	1978
1979	1979
1969	1969
18 Abriil	18 de abril
25 Abriil	25 de abril
26 Abriil	26 de abril
Dayax	Satélite natural
Kristian Wulff	Christian Wulff
15 Meey	15 de mayo
SSC Napoli	Società Sportiva Calcio Napoli
1968	1968
1967	1967
1966	1966
1965	1965
1964	1964
27 Juun	27 de junio
Kubadda Cagta	Fútbol
AS Roma	Associazione Sportiva Roma
1963	1963
Holokost	Holocausto
1962	1962
Michael Jackson	Michael Jackson
Bogota	Bogotá
29 Diseembar	29 de diciembre
Quito	Quito
Adhi	Capra aegagrus hircus
21 Oktoobar	21 de octubre
Paramaribo	Paramaribo
Kanbera	Canberra
Sydney	Sídney
Cagaar	Verde
Gaduud	Rojo
Perth	Perth
Galbeed Australia (gobol)	Australia Occidental
New South Wales	Nueva Gales del Sur
Wabiga Niil	Nilo
Jini	Genio
Wabiga Nijer	Río Níger
Rabat	Rabat
Algiers	Argel
Tunis	Túnez (ciudad)
Triboli	Trípoli
Rede Globo	Rede Globo
Jabuuti (magaalo)	Yibuti (ciudad)
Tahraan	Teherán
Addis Abeba	Adís Abeba
Ankara	Ankara
Asmara	Asmara
Nijamiina	Yamena
Niamey	Niamey
Nawakshot	Nuakchot
1961	1961
Bamako	Bamako
Belgaraad	Belgrado
Dakar	Dakar
Banjul	Banjul
Konakri	Conakri
Bissau	Bisáu
Category:Template	Categoría:Wikipedia:Plantillas
Monrofia	Monrovia
Braia	Praia
1960	1960
Akara	Acra
Dimishiq	Damasco
Yamoussoukro	Yamusukro
Faransiis Guyana	Guayana Francesa
Ougadougou	Uagadugú
Freetown	Freetown
Abuja	Abuya
Lome	Lomé
Borto-Novo	Porto Novo
Yawunde	Yaundé
Malabo	Malabo
Librefille	Libreville
Bangui	Bangui
Kinshasa	Kinsasa
Barasafille	Brazzaville
Bujumbura	Buyumbura
Kigali	Kigali
Dodoma	Dodoma
Nayroobi	Nairobi
Lilongwe	Lilongüe
Lusaka	Lusaka
Qorax madoobaad	Eclipse solar
Mabuto	Maputo
Kambaala	Kampala
Luanda	Luanda
Moroni	Moroni (Comoras)
Mabane	Mbabane
Maseru	Maseru
Dugsi	Escuela
Antananarifo	Antananarivo
Jaamacad	Universidad
Gaborone	Gaborone
Harare	Harare
Pretoria	Pretoria
Bort Lois	Port Louis
Sao Tome	Santo Tomé (capital)
Windhoek	Windhoek
Wikipedia:Bacaadka	Wikipedia:Zona de pruebas
Fiktoria	Victoria (Seychelles)
Guri	Casa
Kombuyuuterka Dhabta	Computadora portátil
Computer Hardware	Hardware
Aljebra	Álgebra
Webiyada	Río
Osasko	Osasco
Garoonka ee Dong Hoi	Aeropuerto de Đồng Hới
Curitiba	Curitiba
Pangea	Pangea
Keyn	Bosque
Anne Frank	Ana Frank
Shilin Soomaali	Chelín somalí
Confucius	Confucio
Category:Taariikhda Ciraaq	Categoría:Historia de Irak
Corbin Bleu	Corbin Bleu
Category:Xisaab	Categoría:Matemáticas
Jasiiradaha Feroe	Islas Feroe
Maxamed Morsi	Mohamed Morsi
Euro	Euro
Bada Dhexe	Mar Mediterráneo
Haashim	Banu Hashim
Masiixiyad	Cristianismo
Windows 8	Windows 8
Bariis	Arroz
Céline Dion	Céline Dion
Qaaradaha	Continente
Adelaide	Adelaida (Australia)
Shimbir	Aves
Bilaha	Mes
Mustafa Kemal Atatürk	Mustafa Kemal Atatürk
1948	1948
Jeejniya	Chechenia
1949	1949
Garoosni	Grozni
Huang Xianfan	Huang Xianfan
1956	1956
1941	1941
1945	1945
1958	1958
1926	1926
1947	1947
1944	1944
1952	1952
Bill Gates	Bill Gates
Encyclopedia	Enciclopedia
DVD	DVD
Bogga Hore	Wikipedia:Portada
CPU	Unidad central de procesamiento
1959	1959
Template:Maqaal Cusub	Plantilla:Artículo bueno
Dhesibel	Decibelio
Kubadda Koleyga	Baloncesto
Kab town	Ciudad del Cabo
Bada Qaswiin	Mar Caspio
Harta Fiktooriya	Lago Victoria
Harada malaawi	Lago Malaui
Salvador Dalí	Salvador Dalí
Finsent van Gogh	Vincent van Gogh
Hokusai	Katsushika Hokusai
Mishelangelo	Miguel Ángel
Bablo bekaso	Pablo Picasso
Rembrandt van Rijn	Rembrandt
Eminem	Eminem
Bas	Autobús
Baabiyloon	Babilonia (ciudad)
Katalooniya	Cataluña
Samarqanda	Samarcanda
Bukhaara	Bujará
Mekka	La Meca
Che Guvara	Ernesto Guevara
Mao Zedong	Mao Zedong
Kabul	Kabul
Luqada Tamil-ka	Idioma tamil
Filasoofiyada	Filosofía
50 Cent	50 Cent
Dr. Dre	Dr. Dre
Snoop Dogg	Snoop Dogg
Shaax	Té
Tupac Shakur	Tupac Shakur
Xidig-dhul	Erinaceinae
1507	1507
Shuuciyad	Comunismo
Amadeyo afogadro	Constante de Avogadro
Liberalinimo	Liberalismo
Wadan	País
Qaran	Nación
Jow Bayden	Joe Biden
Hillary Clinton	Hillary Clinton
Dabaal	Natación
Category:Xiddigis	Categoría:Astronomía
1542	1542
1543	1543
Jaan Jaak Rosoo	Jean-Jacques Rousseau
Saxaara	Desierto del Sahara
Hambeegar	Hamburguesa
Shaydaanka	Diablo
1606	1606
Maktabad	Biblioteca
FC Barcelona	Fútbol Club Barcelona
Midowga afrika	Unión Africana
Siyaasadda,	Política
Jaamacada Carabta	Liga Árabe
Dimoqraadi	Democracia
Hay'ada laanqayrta cas	Cruz Roja
Gaashaanbuurta NATO	OTAN
Qin Shi Huang	Qin Shi Huang
Bariga Dhexe	Oriente Medio
Jamhuriyadda	República
Hantiwadaag	Socialismo
Dowlad	Estado
Xisbi	Partido político
Kilimanjaaro	Kilimanjaro
Kristoffer Kolombus	Cristóbal Colón
Rixlaat Ibn Batuuta	Ibn Battuta
Kanaalka Banama	Canal de Panamá
Dheg	Oído
San	Nariz
Muruq	Músculo
Hees	Canción
Kaneeco	Culicidae
Libaax Badeed	Selachimorpha
Geel	Camelus
Naasley	Mammalia
Quraansho	Formicidae
Shini	Anthophila
Software	Software
Af-Holandees	Idioma neerlandés
DNA	Ácido desoxirribonucleico
Nuucyada dhirta	Especie
Hooyo	Madre
Aabe	Padre
Waalid	Parental
Gaadiidka Dadweynaha	Transporte
Debian	Debian
1669	1669
1670	1670
1671	1671
1672	1672
1673	1673
1674	1674
1675	1675
1676	1676
1677	1677
1678	1678
1679	1679
1680	1680
1856	1856
Af-Ruush	Idioma ruso
Faladimir Putin	Vladímir Putin
Dastuur	Constitución
Dalalka Kommonwels	Mancomunidad de Naciones
OPEC	Organización de Países Exportadores de Petróleo
Rooti	Pan
UNESCO	Unesco
Baaqa Caalamiga ee Xuquuqda Aadanaha	Declaración Universal de los Derechos Humanos
1796	1796
1797	1797
1899	1889
Sawaaxili	Idioma suajili
1893	1893
Unug	Célula
Dhiig	Sangre
Qolfoof	Esqueleto
Sambab	Pulmones
Hab Neefsi	Aparato respiratorio
Habdhiska Taranka	Aparato genital
Af-Romani	Idioma rumano
Roob	Lluvia
Dhulgariir	Terremoto
Ibn Siinaa	Avicena
Nelson Mandela	Nelson Mandela
Martin Luther King,	Martin Luther King
Ensiim	Enzima
Borotiin	Proteína
Daad	Inundación
Tsunami	Tsunami
Fulkaano	Volcán
Caad	Nube
Tirignoometeri	Trigonometría
Joomitiri	Geometría
Qarnigii 2aad	Siglo II
Qarnigii 1aad	Siglo I
Dhaqaale	Economía
Warshad	Industria
Farta laatiinka	Alfabeto latino
Suugaan	Literatura
Category:Faransiiska	Categoría:Francia
Category:Muusig	Categoría:Música
Kun Habeen Iyo Habeen	Las mil y una noches
Category:Suugaanta	Categoría:Literatura
Category:Gabayada	Categoría:Poesía
Waxbarasho	Educación
Qoys	Familia
Hugo Chavez	Hugo Chávez
Nin	Varón
Guur	Matrimonio
Midab Takoor	Racismo
Adoon	Esclavitud
Dagaal Sokeeye	Guerra civil
Cumar	Umar ibn al-Jattab
Suldaan Suleymaan kan 1aad	Süleyman Kanuni
Bun	Café
Caano	Leche
Buur	Montaña
Salaaxudiin al-Ayyuubi	Saladino
Karaaji	Karachi
Riyaal Madrid	Real Madrid Club de Fútbol
Dagaalkii qaboobaa	Guerra Fría
Seoul	Seúl
Tomas Edison	Thomas Alva Edison
Michael Faraday	Michael Faraday
Internet protocol	Internet Protocol
HTML	HTML
Af-Iswiidhan	Idioma sueco
Muxamed bin Muuse al-Khwarizmī	Al-Juarismi
Karl Marx	Karl Marx
Nabi Muuse C.S.	Moisés
Aqoon	Conocimiento
Naas	Mama
Atom	Átomo
Ileys	Luz
Af Giriig	Idioma griego
Operating system	Sistema operativo
Naf	Alma
Af-Faarsi	Idioma persa
Diin	Religión
Nabi Ibraahiim C.S.	Abraham
Saladh	Ensalada
Yuhuuda	Judaísmo
Af-Hebrow	Idioma hebreo
Ibn Khalduun	Ibn Jaldún
Beer (xubin)	Hígado
Cilminafsi	Psicología
Badweyn	Océano
Gootama buuda	Buda Gautama
Muxamed	Mahoma
BBC	BBC
Shahrukh Khan	Shahrukh Khan
Al-Ghazaali	Al-Ghazali
Gerald Ford	Gerald Ford
Shiica	Chiismo
Suufi	Sufismo
Carab	Lengua (anatomía)
Chelsea FC	Chelsea Football Club
Arsenal F.C.	Arsenal Football Club
Ganac	Páncreas
Qolfoofta Dadka	Esqueleto humano
Qoor	Cuello
Af	Boca
Sakaar	Tórax
Elizabeth II	Isabel II del Reino Unido
Caajiska	Cansancio
Schiphol	Aeropuerto de Ámsterdam-Schiphol
Haarlem	Haarlem
Ronald Reagan	Ronald Reagan
Af-Zulu	Idioma zulú
Foosto	Barril
Sabool	Pobreza
Gordon Brown	Gordon Brown
Jadwalka Curiyayaasha	Tabla periódica de los elementos
Robert Mugabe	Robert Mugabe
Xamaam(Shinbir)	Columbidae
Bakteeri	Bacteria
Geed	Árbol
Canab	Uva
Malab	Miel
Hilib	Carne
Barandho	Solanum tuberosum
Sonkor	Azúcar
Khudaar	Verdura
Robot	Robot
Makiinad	Máquina
Saxaafad	Periodismo
Taleefoon	Teléfono
Dhaqan	Cultura
RNA	Ácido ribonucleico
Xidigisyahan	Astrónomo
Habdhiska Wareega Dhiiga	Aparato circulatorio
Mindhicirka weyn	Intestino grueso
Mindhicirka yar	Intestino delgado
Ibn Haytham	Alhacén
Isku dhis	Compuesto químico
Sharci dajinta	Poder legislativo
Windows 7	Windows 7
Boqolleey	Porcentaje
Windows Vista	Windows Vista
Fidel Castaro	Fidel Castro
Category:Barasiil	Categoría:Brasil
Tamar	Energía
Abala-abalayn bayoloji	Clasificación biológica
Awood	Fuerza
Cufisjiidad	Gravedad
Cuf	Masa
Bir	Metal
Hawo	Gas
Dareere	Líquido
Adke	Sólido
Bushkuleeti	Bicicleta
Markab	Buque
Beeraha	Agricultura
Tiknolajiga nano	Nanotecnología
Xaansho	Papel
Bac	Plástico
Bed	Área
Lambar	Número
Kiilogaraam	Kilogramo
Cristiano Ronaldo	Cristiano Ronaldo
Mitir	Metro
Ilbiriqsi	Segundo
Galley	Zea mays
Kelvinka	Kelvin
Dalalka	Anexo:Países
Ludwik Lejzer Zamenhof	L. L. Zamenhof
Mesobotaamiya	Mesopotamia
Buti	Ursidae
Britney Spears	Britney Spears
Habdhiska Dheefshiidka	Digestión
Habka Samayska Cuntada	Fotosíntesis
Kansar	Cáncer
Qamadi	Triticum
Kalandar	Calendario
Dhagool	Sordera
Cudur	Enfermedad
Niikotiin	Nicotina
Malaariyo	Malaria
Cunto xumida	Malnutrición
Benseliin	Penicilina
Nantes	Nantes
AIDS	Sida
Sokorow	Diabetes mellitus
Template:Location map Yemen	Plantilla:Mapa de localización de Yemen
Mona Lisa	La Gioconda
Horgale (Fiisikis)	Sistema Internacional de Unidades
Burj Khalifa	Burj Khalifa
Gidaarka Shiinaha	Gran Muralla China
Abyoone	Número entero
Kubad	Esfera
